,"(mm) Precipitation (CHIRPS) at Hambantota, 2007-01-01 to 2025-12-31"
"2013-06-07",0.0298
"2013-06-08",26.0168
"2013-06-09",0.4069
"2013-06-10",0
"2013-06-11",0.2199
"2013-06-12",15.5099
"2013-06-13",0.8794
"2013-06-14",0
"2013-06-15",8.32
"2013-06-16",2.484
"2013-06-17",12.7466
"2013-06-18",0.5642
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0.0679
"2013-06-22",11.8519
"2013-06-23",6.1077
"2013-06-24",0
"2013-06-25",0
"2013-06-26",0.0456
"2013-06-27",2.2372
"2013-06-28",3.5209
"2013-06-29",8.2611
"2013-06-30",1.5387
"2013-07-01",0.279
"2013-07-02",0.0501
"2013-07-03",0.4008
"2013-07-04",0
"2013-07-05",0.175
"2013-07-06",1.7509
"2013-07-07",0.59
"2013-07-08",0
"2013-07-09",0.4422
"2013-07-10",11.4913
"2013-07-11",0
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0
"2013-07-16",0.0259
"2013-07-17",2.0248
"2013-07-18",0
"2013-07-19",0
"2013-07-20",0.7716
"2013-07-21",20.4449
"2013-07-22",0.5792
"2013-07-23",0
"2013-07-24",2.7165
"2013-07-25",5.2005
"2013-07-26",14.445
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",1.0716
"2013-08-02",0.3148
"2013-08-03",0.2043
"2013-08-04",1.6109
"2013-08-05",0.2485
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0.0281
"2013-08-09",0.3097
"2013-08-10",0.0384
"2013-08-11",0.2838
"2013-08-12",0.8804
"2013-08-13",4.5054
"2013-08-14",0.037
"2013-08-15",0.023
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.2253
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0
"2013-08-27",0
"2013-08-28",3.7168
"2013-08-29",0
"2013-08-30",0.093
"2013-08-31",1.3664
"2013-09-01",0.0879
"2013-09-02",0.5352
"2013-09-03",0.0305
"2013-09-04",0
"2013-09-05",2.0419
"2013-09-06",13.5974
"2013-09-07",2.2467
"2013-09-08",2.5775
"2013-09-09",0
"2013-09-10",9.2322
"2013-09-11",12.1162
"2013-09-12",5.0406
"2013-09-13",0
"2013-09-14",0.0487
"2013-09-15",3.4972
"2013-09-16",0
"2013-09-17",0
"2013-09-18",14.4858
"2013-09-19",1.6158
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",3.169
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",1.4238
"2013-10-10",4.0884
"2013-10-11",7.8362
"2013-10-12",15.9154
"2013-10-13",2.7343
"2013-10-14",0
"2013-10-15",0
"2013-10-16",7.7087
"2013-10-17",3.9202
"2013-10-18",28.0851
"2013-10-19",3.8809
"2013-10-20",3.7665
"2013-10-21",0
"2013-10-22",0.0654
"2013-10-23",0
"2013-10-24",0
"2013-10-25",3.7981
"2013-10-26",0
"2013-10-27",0.4604
"2013-10-28",1.5565
"2013-10-29",2.6523
"2013-10-30",5.6842
"2013-10-31",4.0583
"2013-11-01",0.6323
"2013-11-02",25.8463
"2013-11-03",18.5968
"2013-11-04",3.4983
"2013-11-05",0
"2013-11-06",0.3295
"2013-11-07",1.5789
"2013-11-08",2.9842
"2013-11-09",0
"2013-11-10",0.018
"2013-11-11",8.4877
"2013-11-12",7.6727
"2013-11-13",3.3293
"2013-11-14",2.1015
"2013-11-15",0
"2013-11-16",6.6331
"2013-11-17",0
"2013-11-18",0
"2013-11-19",6.0841
"2013-11-20",8.868
"2013-11-21",0.9201
"2013-11-22",3.5838
"2013-11-23",15.281
"2013-11-24",5.5866
"2013-11-25",7.2945
"2013-11-26",0.6043
"2013-11-27",0.8616
"2013-11-28",5.4502
"2013-11-29",14.4411
"2013-11-30",29.3753
"2013-12-01",9.5451
"2013-12-02",7.0286
"2013-12-03",11.3061
"2013-12-04",8.4331
"2013-12-05",14.9041
"2013-12-06",0
"2013-12-07",10.4335
"2013-12-08",0.097
"2013-12-09",3.8042
"2013-12-10",0.0581
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0.3859
"2013-12-15",13.7773
"2013-12-16",6.541
"2013-12-17",7.9357
"2013-12-18",0
"2013-12-19",0.4299
"2013-12-20",0.6389
"2013-12-21",4.8179
"2013-12-22",0
"2013-12-23",0.6033
"2013-12-24",4.0889
"2013-12-25",11.394
"2013-12-26",0
"2013-12-27",0.2365
"2013-12-28",3.1517
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",2.6103
"2014-01-04",0.0875
"2014-01-05",0
"2014-01-06",0.0816
"2014-01-07",0
"2014-01-08",0
"2014-01-09",0.0093
"2014-01-10",0
"2014-01-11",0.0014
"2014-01-12",14.2295
"2014-01-13",0
"2014-01-14",0
"2014-01-15",16.8663
"2014-01-16",7.3834
"2014-01-17",0.9411
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.7363
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0.9813
"2014-01-31",0
"2014-02-01",0.223
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.6652
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.5758
"2014-02-20",16.1016
"2014-02-21",0.2493
"2014-02-22",0.1991
"2014-02-23",0.1914
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",2.3217
"2014-02-28",1.3104
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0.9702
"2014-03-04",0
"2014-03-05",1.613
"2014-03-06",1.7011
"2014-03-07",4.1213
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0.3994
"2014-03-13",0
"2014-03-14",4.4187
"2014-03-15",1.131
"2014-03-16",0
"2014-03-17",5.4169
"2014-03-18",1.7441
"2014-03-19",24.4452
"2014-03-20",0
"2014-03-21",0.1963
"2014-03-22",0
"2014-03-23",0.1558
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0.1993
"2014-03-28",0.5527
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0.2741
"2014-04-02",2.9123
"2014-04-03",0
"2014-04-04",4.7454
"2014-04-05",2.8172
"2014-04-06",1.4191
"2014-04-07",0
"2014-04-08",3.3585
"2014-04-09",0.8257
"2014-04-10",1.1595
"2014-04-11",0.0205
"2014-04-12",3.2155
"2014-04-13",4.6494
"2014-04-14",2.6978
"2014-04-15",0.511
"2014-04-16",2.3793
"2014-04-17",3.1055
"2014-04-18",3.7197
"2014-04-19",2.0558
"2014-04-20",0.2194
"2014-04-21",1.5905
"2014-04-22",5.8442
"2014-04-23",4.6804
"2014-04-24",1.4014
"2014-04-25",0.9487
"2014-04-26",2.5203
"2014-04-27",1.132
"2014-04-28",8.1943
"2014-04-29",4.2279
"2014-04-30",4.0191
"2014-05-01",1.0974
"2014-05-02",3.8783
"2014-05-03",12.9999
"2014-05-04",7.5399
"2014-05-05",9.8218
"2014-05-06",2.9084
"2014-05-07",3.8495
"2014-05-08",4.8593
"2014-05-09",12.1013
"2014-05-10",3.1516
"2014-05-11",0.0731
"2014-05-12",16.9613
"2014-05-13",10.6278
"2014-05-14",0
"2014-05-15",2.4909
"2014-05-16",0
"2014-05-17",0.0533
"2014-05-18",2.4155
"2014-05-19",0
"2014-05-20",0
"2014-05-21",1.0545
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",0
"2014-05-26",0
"2014-05-27",0
"2014-05-28",9.9369
"2014-05-29",0.0641
"2014-05-30",4.7229
"2014-05-31",2.2307
"2014-06-01",6.323
"2014-06-02",12.0445
"2014-06-03",20.6243
"2014-06-04",0
"2014-06-05",5.2021
"2014-06-06",0
"2014-06-07",1.7535
"2014-06-08",10.0384
"2014-06-09",1.8241
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",2.3485
"2014-06-14",0
"2014-06-15",0.2808
"2014-06-16",0.8641
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0.3087
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0.0595
"2014-07-01",14.3808
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",0.0454
"2014-07-06",2.8943
"2014-07-07",0
"2014-07-08",0
"2014-07-09",0.3656
"2014-07-10",0.83
"2014-07-11",0
"2014-07-12",0
"2014-07-13",0.2862
"2014-07-14",0.2834
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0.1504
"2014-07-22",0.0688
"2014-07-23",0
"2014-07-24",0.2471
"2014-07-25",1.219
"2014-07-26",0
"2014-07-27",0.1905
"2014-07-28",0.0255
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",0.536
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",0.0364
"2014-08-06",3.7707
"2014-08-07",0.0996
"2014-08-08",0.8719
"2014-08-09",2.6454
"2014-08-10",0
"2014-08-11",0
"2014-08-12",0.1017
"2014-08-13",0
"2014-08-14",1.5384
"2014-08-15",0
"2014-08-16",4.0193
"2014-08-17",24.2435
"2014-08-18",21.4035
"2014-08-19",0.4678
"2014-08-20",0
"2014-08-21",0
"2014-08-22",18.0646
"2014-08-23",0.5221
"2014-08-24",0
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0.006
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0
"2014-09-03",1.3695
"2014-09-04",0.0544
"2014-09-05",0.1197
"2014-09-06",2.1142
"2014-09-07",0.4409
"2014-09-08",0
"2014-09-09",0.062
"2014-09-10",0.0202
"2014-09-11",1.7065
"2014-09-12",0.3087
"2014-09-13",0.6929
"2014-09-14",1.9876
"2014-09-15",6.3785
"2014-09-16",0
"2014-09-17",6.0959
"2014-09-18",1.6352
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0
"2014-09-24",0.0959
"2014-09-25",2.6806
"2014-09-26",5.2721
"2014-09-27",0.033
"2014-09-28",0.0629
"2014-09-29",0.6068
"2014-09-30",8.7002
"2014-10-01",3.839
"2014-10-02",19.6729
"2014-10-03",16.2817
"2014-10-04",3.4123
"2014-10-05",15.7299
"2014-10-06",10.0839
"2014-10-07",0.4796
"2014-10-08",9.5948
"2014-10-09",3.2437
"2014-10-10",1.6866
"2014-10-11",0
"2014-10-12",0.3487
"2014-10-13",0
"2014-10-14",0.2614
"2014-10-15",18.9155
"2014-10-16",6.0926
"2014-10-17",21.0753
"2014-10-18",6.7205
"2014-10-19",7.564
"2014-10-20",17.828
"2014-10-21",4.3941
"2014-10-22",0.6072
"2014-10-23",0.006
"2014-10-24",3.985
"2014-10-25",0.8655
"2014-10-26",0
"2014-10-27",3.6949
"2014-10-28",4.3324
"2014-10-29",24.6149
"2014-10-30",4.5164
"2014-10-31",12.2684
"2014-11-01",0.4265
"2014-11-02",1.9494
"2014-11-03",27.1933
"2014-11-04",5.8504
"2014-11-05",1.6133
"2014-11-06",0.2177
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0.0391
"2014-11-10",1.4498
"2014-11-11",11.3135
"2014-11-12",2.6806
"2014-11-13",0.7827
"2014-11-14",10.4858
"2014-11-15",0.0546
"2014-11-16",9.4831
"2014-11-17",1.1931
"2014-11-18",3.7193
"2014-11-19",18.1247
"2014-11-20",19.1943
"2014-11-21",4.9787
"2014-11-22",7.6116
"2014-11-23",13.7237
"2014-11-24",32.0072
"2014-11-25",24.7619
"2014-11-26",30.6063
"2014-11-27",24.356
"2014-11-28",3.7816
"2014-11-29",1.2625
"2014-11-30",1.2843
"2014-12-01",11.3977
"2014-12-02",12.3119
"2014-12-03",1.412
"2014-12-04",4.0665
"2014-12-05",0.734
"2014-12-06",1.4892
"2014-12-07",4.8579
"2014-12-08",3.8458
"2014-12-09",7.795
"2014-12-10",17.0836
"2014-12-11",0
"2014-12-12",8.5628
"2014-12-13",1.262
"2014-12-14",0
"2014-12-15",0
"2014-12-16",0
"2014-12-17",25.8142
"2014-12-18",18.8579
"2014-12-19",25.6628
"2014-12-20",27.4123
"2014-12-21",2.6147
"2014-12-22",11.4377
"2014-12-23",30.2021
"2014-12-24",36.9168
"2014-12-25",39.8571
"2014-12-26",41.3386
"2014-12-27",17.8786
"2014-12-28",25.2903
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",2.0652
"2015-01-06",3.6738
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",4.672
"2015-01-24",3.263
"2015-01-25",2.1693
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0
"2015-01-29",3.1573
"2015-01-30",0
"2015-01-31",2.276
"2015-02-01",0
"2015-02-02",9.1956
"2015-02-03",8.3214
"2015-02-04",0
"2015-02-05",0
"2015-02-06",0.2645
"2015-02-07",0
"2015-02-08",0
"2015-02-09",1.2905
"2015-02-10",5.27
"2015-02-11",8.8063
"2015-02-12",1.2234
"2015-02-13",15.4887
"2015-02-14",3.1064
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0.8684
"2015-02-24",0
"2015-02-25",0
"2015-02-26",3.5706
"2015-02-27",16.3291
"2015-02-28",1.5259
"2015-03-01",0
"2015-03-02",0
"2015-03-03",1.4384
"2015-03-04",0.9498
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0.0018
"2015-03-11",0
"2015-03-12",4.5222
"2015-03-13",17.0043
"2015-03-14",14.1837
"2015-03-15",0
"2015-03-16",0.3826
"2015-03-17",0.0023
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",3.7198
"2015-03-27",10.7436
"2015-03-28",10.5087
"2015-03-29",4.9157
"2015-03-30",1.0642
"2015-03-31",5.4493
"2015-04-01",5.2368
"2015-04-02",1.9617
"2015-04-03",5.6798
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",8.5274
"2015-04-08",16.1968
"2015-04-09",1.363
"2015-04-10",0.7206
"2015-04-11",0.0049
"2015-04-12",10.3359
"2015-04-13",10.6615
"2015-04-14",3.8854
"2015-04-15",3.4764
"2015-04-16",5.679
"2015-04-17",3.2965
"2015-04-18",6.6652
"2015-04-19",5.2221
"2015-04-20",17.2299
"2015-04-21",0.0032
"2015-04-22",0
"2015-04-23",2.279
"2015-04-24",4.7578
"2015-04-25",0.1614
"2015-04-26",0
"2015-04-27",0
"2015-04-28",0.5067
"2015-04-29",7.0437
"2015-04-30",2.2183
"2015-05-01",3.476
"2015-05-02",2.6941
"2015-05-03",4.7417
"2015-05-04",3.7881
"2015-05-05",5.5133
"2015-05-06",1.5372
"2015-05-07",4.9576
"2015-05-08",2.0742
"2015-05-09",12.9281
"2015-05-10",11.5047
"2015-05-11",18.2439
"2015-05-12",0
"2015-05-13",10.5925
"2015-05-14",27.9292
"2015-05-15",9.5056
"2015-05-16",15.1566
"2015-05-17",0.5444
"2015-05-18",1.3138
"2015-05-19",0
"2015-05-20",0.9332
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0.0264
"2015-05-25",0
"2015-05-26",0.0797
"2015-05-27",2.3489
"2015-05-28",0.4244
"2015-05-29",0
"2015-05-30",0.0626
"2015-05-31",0
"2015-06-01",0.0461
"2015-06-02",3.5779
"2015-06-03",0
"2015-06-04",5.9489
"2015-06-05",2.2684
"2015-06-06",0.3758
"2015-06-07",0.1389
"2015-06-08",3.1221
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0.3938
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",8.247
"2015-06-16",19.8686
"2015-06-17",4.4997
"2015-06-18",0.0454
"2015-06-19",0.9146
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",11.4213
"2015-06-29",0.0474
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",4.2996
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0.0249
"2015-07-11",0.5956
"2015-07-12",0
"2015-07-13",0.002
"2015-07-14",0.6426
"2015-07-15",2.226
"2015-07-16",9.702
"2015-07-17",2.7427
"2015-07-18",6.0434
"2015-07-19",0
"2015-07-20",5.4341
"2015-07-21",0
"2015-07-22",6.8564
"2015-07-23",10.3228
"2015-07-24",0.6714
"2015-07-25",0.0118
"2015-07-26",0
"2015-07-27",0
"2015-07-28",0
"2015-07-29",0.0136
"2015-07-30",0
"2015-07-31",0.613
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0.1163
"2015-08-04",20.0173
"2015-08-05",10.2297
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0.2041
"2015-08-09",2.7865
"2015-08-10",4.113
"2015-08-11",5.0751
"2015-08-12",0.8455
"2015-08-13",0.008
"2015-08-14",1.2808
"2015-08-15",0.5524
"2015-08-16",23.245
"2015-08-17",2.4371
"2015-08-18",0.0103
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0
"2015-08-24",1.1575
"2015-08-25",0.2528
"2015-08-26",6.6398
"2015-08-27",20.32
"2015-08-28",15.959
"2015-08-29",0.3075
"2015-08-30",0.4044
"2015-08-31",1.5595
"2015-09-01",0
"2015-09-02",0
"2015-09-03",13.2841
"2015-09-04",7.1899
"2015-09-05",13.2622
"2015-09-06",1.7647
"2015-09-07",0.4235
"2015-09-08",1.7905
"2015-09-09",0
"2015-09-10",0.9692
"2015-09-11",5.0284
"2015-09-12",0.1188
"2015-09-13",0
"2015-09-14",0
"2015-09-15",1.2615
"2015-09-16",3.9796
"2015-09-17",9.6368
"2015-09-18",17.0262
"2015-09-19",7.2879
"2015-09-20",3.835
"2015-09-21",7.1064
"2015-09-22",0
"2015-09-23",4.1465
"2015-09-24",2.2204
"2015-09-25",1.0291
"2015-09-26",17.2009
"2015-09-27",1.3332
"2015-09-28",11.3496
"2015-09-29",19.8674
"2015-09-30",4.8273
"2015-10-01",0
"2015-10-02",0
"2015-10-03",1.4789
"2015-10-04",0.8742
"2015-10-05",13.2931
"2015-10-06",0.003
"2015-10-07",0
"2015-10-08",1.6159
"2015-10-09",0
"2015-10-10",0
"2015-10-11",1.6974
"2015-10-12",7.5833
"2015-10-13",4.0708
"2015-10-14",0
"2015-10-15",2.5985
"2015-10-16",7.4291
"2015-10-17",7.9599
"2015-10-18",13.3013
"2015-10-19",4.0018
"2015-10-20",10.8519
"2015-10-21",1.5079
"2015-10-22",13.9393
"2015-10-23",25.5353
"2015-10-24",24.9216
"2015-10-25",19.1664
"2015-10-26",7.9576
"2015-10-27",14.3062
"2015-10-28",12.6628
"2015-10-29",17.398
"2015-10-30",4.3391
"2015-10-31",2.6751
"2015-11-01",3.7425
"2015-11-02",24.3409
"2015-11-03",8.0082
"2015-11-04",2.9312
"2015-11-05",14.0733
"2015-11-06",6.2875
"2015-11-07",5.9082
"2015-11-08",21.3001
"2015-11-09",8.5211
"2015-11-10",6.0329
"2015-11-11",22.3549
"2015-11-12",12.8506
"2015-11-13",9.7699
"2015-11-14",12.4153
"2015-11-15",13.5995
"2015-11-16",0.2914
"2015-11-17",0.2127
"2015-11-18",0.2178
"2015-11-19",1.4107
"2015-11-20",5.6154
"2015-11-21",1.9376
"2015-11-22",3.7321
"2015-11-23",0.4662
"2015-11-24",1.4003
"2015-11-25",0.3457
"2015-11-26",1.1115
"2015-11-27",1.4305
"2015-11-28",12.649
"2015-11-29",43.8695
"2015-11-30",26.4214
"2015-12-01",13.0191
"2015-12-02",6.8377
"2015-12-03",10.7052
"2015-12-04",10.1743
"2015-12-05",16.5557
"2015-12-06",5.8662
"2015-12-07",21.4301
"2015-12-08",15.1039
"2015-12-09",0.128
"2015-12-10",13.6529
"2015-12-11",9.6948
"2015-12-12",9.9635
"2015-12-13",0
"2015-12-14",0.0234
"2015-12-15",2.1205
"2015-12-16",4.5873
"2015-12-17",4.5462
"2015-12-18",3.2342
"2015-12-19",2.9952
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.1643
"2015-12-27",38.9998
"2015-12-28",0.2013
"2015-12-29",1.3241
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.0917
"2016-01-06",8.0476
"2016-01-07",0
"2016-01-08",0.1537
"2016-01-09",0.4524
"2016-01-10",0.1303
"2016-01-11",0.954
"2016-01-12",0
"2016-01-13",2.9412
"2016-01-14",0.9242
"2016-01-15",0
"2016-01-16",0.5385
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",1.201
"2016-01-24",0.3184
"2016-01-25",0.7163
"2016-01-26",0.0092
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0.3548
"2016-01-30",8.5599
"2016-01-31",20.3848
"2016-02-01",10.1099
"2016-02-02",19.5604
"2016-02-03",0.8102
"2016-02-04",7.1974
"2016-02-05",6.6462
"2016-02-06",0.2887
"2016-02-07",0
"2016-02-08",1.7632
"2016-02-09",4.2441
"2016-02-10",8.5382
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",11.5013
"2016-02-16",1.2282
"2016-02-17",13.5619
"2016-02-18",2.1913
"2016-02-19",0.481
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",10.4445
"2016-02-26",0
"2016-02-27",0.0065
"2016-02-28",0
"2016-02-29",0.151
"2016-03-01",1.0796
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0.2931
"2016-03-10",0.4515
"2016-03-11",5.7357
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0.3932
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0.102
"2016-03-25",2.4796
"2016-03-26",0
"2016-03-27",0.3416
"2016-03-28",10.9472
"2016-03-29",4.7559
"2016-03-30",12.4865
"2016-03-31",3.4986
"2016-04-01",3.2345
"2016-04-02",2.3442
"2016-04-03",5.0221
"2016-04-04",5.8912
"2016-04-05",0.3112
"2016-04-06",7.1226
"2016-04-07",0
"2016-04-08",0
"2016-04-09",0
"2016-04-10",3.3776
"2016-04-11",0.2568
"2016-04-12",0.1268
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0
"2016-04-16",0.4638
"2016-04-17",6.2193
"2016-04-18",0.6963
"2016-04-19",13.1593
"2016-04-20",2.6161
"2016-04-21",0.4979
"2016-04-22",0.5791
"2016-04-23",0.2466
"2016-04-24",0.0043
"2016-04-25",0
"2016-04-26",0.4218
"2016-04-27",1.0009
"2016-04-28",0
"2016-04-29",0
"2016-04-30",6.7383
"2016-05-01",10.0697
"2016-05-02",9.3544
"2016-05-03",3.5301
"2016-05-04",0
"2016-05-05",0.5054
"2016-05-06",9.9555
"2016-05-07",11.528
"2016-05-08",7.7076
"2016-05-09",4.6904
"2016-05-10",17.5612
"2016-05-11",29.6554
"2016-05-12",27.9502
"2016-05-13",8.6347
"2016-05-14",37.5738
"2016-05-15",27.9148
"2016-05-16",9.6767
"2016-05-17",44.5959
"2016-05-18",8.7667
"2016-05-19",0.9535
"2016-05-20",0
"2016-05-21",0
"2016-05-22",0.0032
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",16.9114
"2016-05-28",1.8166
"2016-05-29",0.2929
"2016-05-30",1.681
"2016-05-31",1.64
"2016-06-01",0
"2016-06-02",0.0209
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.0483
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0.2277
"2016-06-16",7.2773
"2016-06-17",0.8775
"2016-06-18",1.4648
"2016-06-19",0.6327
"2016-06-20",0.2823
"2016-06-21",0.7084
"2016-06-22",8.9535
"2016-06-23",0.5349
"2016-06-24",0.065
"2016-06-25",0.0142
"2016-06-26",0
"2016-06-27",0
"2016-06-28",7.5853
"2016-06-29",8.1439
"2016-06-30",5.4274
"2016-07-01",0.4619
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0.0033
"2016-07-09",0
"2016-07-10",0.0465
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",5.4329
"2016-07-16",1.3457
"2016-07-17",3.2843
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0.9278
"2016-07-21",2.1371
"2016-07-22",0
"2016-07-23",0
"2016-07-24",0.73
"2016-07-25",4.2589
"2016-07-26",11.2247
"2016-07-27",0.0033
"2016-07-28",0.0355
"2016-07-29",0.8697
"2016-07-30",7.6719
"2016-07-31",0.0517
"2016-08-01",1.8716
"2016-08-02",0.0174
"2016-08-03",0.0244
"2016-08-04",0
"2016-08-05",0.007
"2016-08-06",0.0054
"2016-08-07",0
"2016-08-08",0.5926
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.026
"2016-08-20",0
"2016-08-21",0
"2016-08-22",3.8046
"2016-08-23",0.1673
"2016-08-24",0.5853
"2016-08-25",0
"2016-08-26",1.5715
"2016-08-27",12.0352
"2016-08-28",2.8341
"2016-08-29",1.0962
"2016-08-30",0
"2016-08-31",0.0574
"2016-09-01",0.7652
"2016-09-02",0.6467
