,"(mm) Precipitation (CHIRPS) at Hambantota, 2007-01-01 to 2025-12-31"
"2023-01-25",0
"2023-01-26",0.2538
"2023-01-27",6.0239
"2023-01-28",0.2112
"2023-01-29",0
"2023-01-30",0.0498
"2023-01-31",7.208
"2023-02-01",2.8395
"2023-02-02",17.9817
"2023-02-03",50.3045
"2023-02-04",8.9964
"2023-02-05",2.3812
"2023-02-06",15.1812
"2023-02-07",3.3492
"2023-02-08",0
"2023-02-09",0.6059
"2023-02-10",2.828
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0.0407
"2023-02-19",7.07
"2023-02-20",11.9889
"2023-02-21",8.2171
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0.9789
"2023-02-25",6.4279
"2023-02-26",0
"2023-02-27",0
"2023-02-28",1.1127
"2023-03-01",15.5751
"2023-03-02",20.0762
"2023-03-03",4.4648
"2023-03-04",12.6384
"2023-03-05",0.4702
"2023-03-06",13.744
"2023-03-07",0.9227
"2023-03-08",0
"2023-03-09",1.5033
"2023-03-10",9.0886
"2023-03-11",15.2691
"2023-03-12",7.4773
"2023-03-13",1.9725
"2023-03-14",4.3215
"2023-03-15",4.2372
"2023-03-16",21.308
"2023-03-17",0
"2023-03-18",13.456
"2023-03-19",23.7023
"2023-03-20",18.1521
"2023-03-21",3.0292
"2023-03-22",1.1473
"2023-03-23",0.3408
"2023-03-24",0
"2023-03-25",0
"2023-03-26",0.0235
"2023-03-27",0.5311
"2023-03-28",0
"2023-03-29",0
"2023-03-30",1.4353
"2023-03-31",0.0909
"2023-04-01",1.717
"2023-04-02",1.2324
"2023-04-03",0.0668
"2023-04-04",1.6436
"2023-04-05",6.573
"2023-04-06",2.529
"2023-04-07",0.231
"2023-04-08",7.5256
"2023-04-09",0.1649
"2023-04-10",1.9993
"2023-04-11",0
"2023-04-12",0.3556
"2023-04-13",0
"2023-04-14",0.978
"2023-04-15",0.2932
"2023-04-16",0
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0.328
"2023-04-20",1.9119
"2023-04-21",2.509
"2023-04-22",6.0151
"2023-04-23",6.6166
"2023-04-24",4.0429
"2023-04-25",8.3345
"2023-04-26",16.4239
"2023-04-27",8.6807
"2023-04-28",14.8512
"2023-04-29",12.9485
"2023-04-30",1.065
"2023-05-01",28.0468
"2023-05-02",40.6069
"2023-05-03",16.2754
"2023-05-04",40.9738
"2023-05-05",30.709
"2023-05-06",30.5436
"2023-05-07",11.4127
"2023-05-08",34.6187
"2023-05-09",3.0292
"2023-05-10",4.3437
"2023-05-11",6.785
"2023-05-12",5.233
"2023-05-13",0.5085
"2023-05-14",50.6997
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0
"2023-05-18",0.7868
"2023-05-19",3.8258
"2023-05-20",13.7249
"2023-05-21",13.3687
"2023-05-22",0
"2023-05-23",0
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0
"2023-05-29",20.1959
"2023-05-30",24.3323
"2023-05-31",7.3852
"2023-06-01",11.1418
"2023-06-02",4.3854
"2023-06-03",0.6567
"2023-06-04",0
"2023-06-05",0.7582
"2023-06-06",0.2965
"2023-06-07",0.2378
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0.4232
"2023-06-11",0
"2023-06-12",0
"2023-06-13",1.2498
"2023-06-14",0.3741
"2023-06-15",0
"2023-06-16",2.8723
"2023-06-17",9.6598
"2023-06-18",1.0688
"2023-06-19",0.0094
"2023-06-20",3.3416
"2023-06-21",1.3094
"2023-06-22",0.0796
"2023-06-23",0.1965
"2023-06-24",1.7308
"2023-06-25",8.918
"2023-06-26",0
"2023-06-27",0
"2023-06-28",0
"2023-06-29",0
"2023-06-30",0
"2023-07-01",1.5059
"2023-07-02",13.3746
"2023-07-03",11.2432
"2023-07-04",0
"2023-07-05",0.2471
"2023-07-06",0.3765
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0.0593
"2023-07-10",8.8606
"2023-07-11",0
"2023-07-12",0
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",0
"2023-07-17",1.1115
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",0.1318
"2023-07-24",0
"2023-07-25",6.4938
"2023-07-26",1.7499
"2023-07-27",0.9337
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0.145
"2023-08-04",0
"2023-08-05",0.1214
"2023-08-06",0
"2023-08-07",0
"2023-08-08",0
"2023-08-09",0
"2023-08-10",0
"2023-08-11",0
"2023-08-12",0
"2023-08-13",0
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",5.6494
"2023-08-18",3.1067
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",0.0439
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0.0155
"2023-08-27",0
"2023-08-28",0
"2023-08-29",1.9429
"2023-08-30",14.3697
"2023-08-31",27.277
"2023-09-01",15.6998
"2023-09-02",17.1728
"2023-09-03",0.2364
"2023-09-04",6.3924
"2023-09-05",4.8289
"2023-09-06",11.4476
"2023-09-07",5.225
"2023-09-08",0.97
"2023-09-09",3.0031
"2023-09-10",7.8847
"2023-09-11",1.8342
"2023-09-12",1.0197
"2023-09-13",5.2826
"2023-09-14",17.3679
"2023-09-15",8.3355
"2023-09-16",0
"2023-09-17",3.3009
"2023-09-18",5.0189
"2023-09-19",5.2919
"2023-09-20",0
"2023-09-21",0
"2023-09-22",0.0774
"2023-09-23",0.0711
"2023-09-24",0.2868
"2023-09-25",0.1494
"2023-09-26",0.0266
"2023-09-27",19.1375
"2023-09-28",12.9313
"2023-09-29",18.8492
"2023-09-30",15.1498
"2023-10-01",23.367
"2023-10-02",33.0279
"2023-10-03",16.1312
"2023-10-04",19.4874
"2023-10-05",6.8413
"2023-10-06",8.805
"2023-10-07",25.2153
"2023-10-08",0.1963
"2023-10-09",0
"2023-10-10",16.8614
"2023-10-11",16.0087
"2023-10-12",7.4197
"2023-10-13",22.0106
"2023-10-14",7.6708
"2023-10-15",11.2398
"2023-10-16",6.8058
"2023-10-17",33.7646
"2023-10-18",33.1836
"2023-10-19",6.3814
"2023-10-20",1.3797
"2023-10-21",15.7069
"2023-10-22",18.4199
"2023-10-23",7.8042
"2023-10-24",0.4873
"2023-10-25",2.118
"2023-10-26",1.9016
"2023-10-27",4.4743
"2023-10-28",13.3374
"2023-10-29",5.9694
"2023-10-30",7.5817
"2023-10-31",11.6349
"2023-11-01",17.0562
"2023-11-02",1.2164
"2023-11-03",14.1251
"2023-11-04",7.5446
"2023-11-05",4.421
"2023-11-06",7.3078
"2023-11-07",16.994
"2023-11-08",7.6626
"2023-11-09",28.1637
"2023-11-10",10.5176
"2023-11-11",3.7285
"2023-11-12",13.5536
"2023-11-13",21.7635
"2023-11-14",15.81
"2023-11-15",1.0632
"2023-11-16",6.3693
"2023-11-17",1.7298
"2023-11-18",17.6733
"2023-11-19",8.0903
"2023-11-20",0
"2023-11-21",8.8167
"2023-11-22",22.2145
"2023-11-23",0.9996
"2023-11-24",0
"2023-11-25",3.3757
"2023-11-26",0.6545
"2023-11-27",17.3846
"2023-11-28",19.5384
"2023-11-29",9.7269
"2023-11-30",19.1163
"2023-12-01",35.7616
"2023-12-02",11.7912
"2023-12-03",16.2634
"2023-12-04",29.9546
"2023-12-05",5.0328
"2023-12-06",8.7296
"2023-12-07",1.0923
"2023-12-08",11.4707
"2023-12-09",9.4009
"2023-12-10",10.2362
"2023-12-11",9.092
"2023-12-12",16.9465
"2023-12-13",0.0241
"2023-12-14",23.4864
"2023-12-15",31.146
"2023-12-16",17.6939
"2023-12-17",0
"2023-12-18",15.0107
"2023-12-19",4.3365
"2023-12-20",3.0616
"2023-12-21",1.6906
"2023-12-22",1.115
"2023-12-23",2.7256
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0
"2023-12-27",9.4215
"2023-12-28",35.902
"2023-12-29",28.5547
"2023-12-30",9.7602
"2023-12-31",29.0149
"2024-01-01",60.2976
"2024-01-02",18.7947
"2024-01-03",5.4779
"2024-01-04",1.8918
"2024-01-05",7.0227
"2024-01-06",1.1873
"2024-01-07",5.4094
"2024-01-08",45.665
"2024-01-09",45.076
"2024-01-10",45.9573
"2024-01-11",0
"2024-01-12",0.0404
"2024-01-13",0.055
"2024-01-14",1.8438
"2024-01-15",0.7417
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",0.01
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",1.544
"2024-01-30",11.7201
"2024-01-31",17.0615
"2024-02-01",10.073
"2024-02-02",0
"2024-02-03",0
"2024-02-04",3.6914
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.0082
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",1.7675
"2024-02-15",0
"2024-02-16",0.0082
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.7862
"2024-02-24",0
"2024-02-25",0.1635
"2024-02-26",0.183
"2024-02-27",0.1748
"2024-02-28",0
"2024-02-29",5.0463
"2024-03-01",8.2238
"2024-03-02",3.4389
"2024-03-03",0.3371
"2024-03-04",0
"2024-03-05",0.1459
"2024-03-06",2.1771
"2024-03-07",0.1337
"2024-03-08",0.0045
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0
"2024-03-22",0.5434
"2024-03-23",9.4866
"2024-03-24",6.4911
"2024-03-25",4.237
"2024-03-26",4.1574
"2024-03-27",4.2993
"2024-03-28",8.0475
"2024-03-29",0.0683
"2024-03-30",0
"2024-03-31",0
"2024-04-01",3.8488
"2024-04-02",6.9854
"2024-04-03",5.5402
"2024-04-04",0.3365
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0
"2024-04-09",1.1213
"2024-04-10",0.9052
"2024-04-11",11.9547
"2024-04-12",17.1438
"2024-04-13",3.1305
"2024-04-14",6.7569
"2024-04-15",13.4229
"2024-04-16",0.0093
"2024-04-17",0
"2024-04-18",0.1611
"2024-04-19",0
"2024-04-20",0
"2024-04-21",0
"2024-04-22",0.3736
"2024-04-23",6.8097
"2024-04-24",3.2216
"2024-04-25",7.3165
"2024-04-26",2.8543
"2024-04-27",23.9584
"2024-04-28",1.3725
"2024-04-29",1.2025
"2024-04-30",0
"2024-05-01",0
"2024-05-02",2.9841
"2024-05-03",0.188
"2024-05-04",0
"2024-05-05",0
"2024-05-06",4.6278
"2024-05-07",3.0221
"2024-05-08",9.9178
"2024-05-09",13.3232
"2024-05-10",11.1276
"2024-05-11",3.8648
"2024-05-12",4.4967
"2024-05-13",8.9933
"2024-05-14",4.2446
"2024-05-15",15.395
"2024-05-16",5.3218
"2024-05-17",9.2883
"2024-05-18",10.2465
"2024-05-19",8.5336
"2024-05-20",1.5545
"2024-05-21",6.0715
"2024-05-22",2.4874
"2024-05-23",1.225
"2024-05-24",0.8995
"2024-05-25",9.2092
"2024-05-26",5.1358
"2024-05-27",2.0732
"2024-05-28",0
"2024-05-29",0.8908
"2024-05-30",0
"2024-05-31",0.4758
"2024-06-01",12.0801
"2024-06-02",15.1889
"2024-06-03",5.3382
"2024-06-04",0.1517
"2024-06-05",0.0115
"2024-06-06",1.5199
"2024-06-07",0
"2024-06-08",0
"2024-06-09",0
"2024-06-10",0
"2024-06-11",0.5112
"2024-06-12",0.511
"2024-06-13",0.3057
"2024-06-14",0.1463
"2024-06-15",0.2399
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0.0411
"2024-06-21",0
"2024-06-22",0.1754
"2024-06-23",0
"2024-06-24",2.6098
"2024-06-25",6.4883
"2024-06-26",0.6606
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.6272
"2024-07-02",0
"2024-07-03",0
"2024-07-04",1.1105
"2024-07-05",2.5245
"2024-07-06",0
"2024-07-07",2.3164
"2024-07-08",0.769
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0.0024
"2024-07-13",6.7935
"2024-07-14",0.5918
"2024-07-15",0.542
"2024-07-16",2.3139
"2024-07-17",0.4357
"2024-07-18",4.3498
"2024-07-19",0.6385
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",5.101
"2024-07-27",0
"2024-07-28",1.1133
"2024-07-29",0.4515
"2024-07-30",0
"2024-07-31",0
"2024-08-01",0.0199
"2024-08-02",0.1486
"2024-08-03",0
"2024-08-04",0
"2024-08-05",0.1293
"2024-08-06",0.1053
"2024-08-07",0
"2024-08-08",1.3017
"2024-08-09",0
"2024-08-10",0.8158
"2024-08-11",14.3124
"2024-08-12",9.9407
"2024-08-13",6.841
"2024-08-14",0
"2024-08-15",0
"2024-08-16",10.8971
"2024-08-17",4.0304
"2024-08-18",14.3341
"2024-08-19",4.0241
"2024-08-20",10.8697
"2024-08-21",7.5441
"2024-08-22",2.0263
"2024-08-23",4.0685
"2024-08-24",2.1247
"2024-08-25",0.8425
"2024-08-26",1.5543
"2024-08-27",1.2207
"2024-08-28",1.3345
"2024-08-29",5.7206
"2024-08-30",10.6905
"2024-08-31",9.5979
"2024-09-01",5.6128
"2024-09-02",4.2769
"2024-09-03",2.4729
"2024-09-04",0.0031
"2024-09-05",0
"2024-09-06",0.0995
"2024-09-07",1.6232
"2024-09-08",0
"2024-09-09",0
"2024-09-10",0.3966
"2024-09-11",0.8248
"2024-09-12",0.6016
"2024-09-13",0.5367
"2024-09-14",0.4275
"2024-09-15",0.7294
"2024-09-16",0.0141
"2024-09-17",0.3075
"2024-09-18",0.0917
"2024-09-19",0.1077
"2024-09-20",0
"2024-09-21",0
"2024-09-22",0
"2024-09-23",0.0187
"2024-09-24",0.4559
"2024-09-25",0
"2024-09-26",1.3502
"2024-09-27",6.7869
"2024-09-28",10.6355
"2024-09-29",6.8435
"2024-09-30",6.7065
"2024-10-01",4.2257
"2024-10-02",2.5076
"2024-10-03",0.7662
"2024-10-04",1.1013
"2024-10-05",1.4573
"2024-10-06",9.6053
"2024-10-07",9.9116
"2024-10-08",23.3602
"2024-10-09",16.4612
"2024-10-10",0.5108
"2024-10-11",2.4784
"2024-10-12",2.4713
"2024-10-13",28.5066
"2024-10-14",3.9759
"2024-10-15",0
"2024-10-16",3.6389
"2024-10-17",0
"2024-10-18",0.0958
"2024-10-19",0.3864
"2024-10-20",2.516
"2024-10-21",4.3655
"2024-10-22",20.5798
"2024-10-23",11.4997
"2024-10-24",0.4786
"2024-10-25",0
"2024-10-26",0
"2024-10-27",0
"2024-10-28",0
"2024-10-29",12.1082
"2024-10-30",18.3689
"2024-10-31",18.3854
"2024-11-01",11.0989
"2024-11-02",7.3005
"2024-11-03",17.5967
"2024-11-04",36.832
"2024-11-05",13.4683
"2024-11-06",0.4124
"2024-11-07",15.9229
"2024-11-08",29.23
"2024-11-09",4.668
"2024-11-10",0
"2024-11-11",0.7369
"2024-11-12",7.5731
"2024-11-13",0
"2024-11-14",2.3412
"2024-11-15",10.6947
"2024-11-16",1.2854
"2024-11-17",0.6803
"2024-11-18",1.4697
"2024-11-19",22.2257
"2024-11-20",5.5325
"2024-11-21",9.027
"2024-11-22",23.1065
"2024-11-23",11.9301
"2024-11-24",23.2781
"2024-11-25",29.9623
"2024-11-26",44.0714
"2024-11-27",1.4457
"2024-11-28",0.2061
"2024-11-29",1.1257
"2024-11-30",19.2616
"2024-12-01",0
"2024-12-02",0.7553
"2024-12-03",0
"2024-12-04",1.943
"2024-12-05",0
"2024-12-06",0.3028
"2024-12-07",9.4416
"2024-12-08",0.4695
"2024-12-09",0
"2024-12-10",0
"2024-12-11",3.7178
"2024-12-12",2.1627
"2024-12-13",13.2446
"2024-12-14",23.5893
"2024-12-15",1.5384
"2024-12-16",14.0664
"2024-12-17",4.9947
"2024-12-18",0
"2024-12-19",0
"2024-12-20",1.5472
"2024-12-21",28.7557
"2024-12-22",4.4634
"2024-12-23",0
"2024-12-24",0.2982
"2024-12-25",0
"2024-12-26",0
"2024-12-27",6.3369
"2024-12-28",8.6353
"2024-12-29",0.4479
"2024-12-30",3.6105
"2024-12-31",16.9132
"2025-01-01",21.2687
"2025-01-02",22.5503
"2025-01-03",0.0376
"2025-01-04",3.0176
"2025-01-05",0.1099
"2025-01-06",2.5515
"2025-01-07",0
"2025-01-08",0.4143
"2025-01-09",0
"2025-01-10",2.713
"2025-01-11",6.5131
"2025-01-12",28.7326
"2025-01-13",11.4337
"2025-01-14",27.5052
"2025-01-15",1.5188
"2025-01-16",6.8072
"2025-01-17",1.9644
"2025-01-18",20.2717
"2025-01-19",21.1753
"2025-01-20",0
"2025-01-21",9.4222
"2025-01-22",23.2052
"2025-01-23",11.4454
"2025-01-24",4.2526
"2025-01-25",10.9296
"2025-01-26",27.0334
"2025-01-27",10.291
"2025-01-28",25.0548
"2025-01-29",12.7615
"2025-01-30",2.3186
"2025-01-31",1.2182
"2025-02-01",0.4929
"2025-02-02",0
"2025-02-03",0.0032
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.2152
"2025-02-07",0.036
"2025-02-08",0.012
"2025-02-09",0.0003
"2025-02-10",2.029
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0.7442
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0.4958
"2025-02-26",21.1554
"2025-02-27",19.7097
"2025-02-28",39.0006
"2025-03-01",4.7744
"2025-03-02",18.5811
"2025-03-03",21.6582
"2025-03-04",11.1696
"2025-03-05",0
"2025-03-06",0.5235
"2025-03-07",0
"2025-03-08",0.0782
"2025-03-09",0
"2025-03-10",25.1195
"2025-03-11",47.1711
"2025-03-12",0
"2025-03-13",0
"2025-03-14",1.3651
"2025-03-15",0
"2025-03-16",0.2092
"2025-03-17",3.7936
"2025-03-18",2.1316
"2025-03-19",14.9687
"2025-03-20",4.2061
"2025-03-21",0
"2025-03-22",1.8104
"2025-03-23",1.4545
"2025-03-24",2.8133
"2025-03-25",2.9673
"2025-03-26",0.8368
"2025-03-27",19.4215
"2025-03-28",5.8179
"2025-03-29",0.5327
"2025-03-30",0
"2025-03-31",15.3107
"2025-04-01",5.3712
"2025-04-02",4.713
"2025-04-03",7.3121
"2025-04-04",21.224
"2025-04-05",23.5221
"2025-04-06",13.2191
"2025-04-07",8.8503
"2025-04-08",9.0856
"2025-04-09",6.1402
"2025-04-10",15.5937
"2025-04-11",20.882
"2025-04-12",0
"2025-04-13",0.5708
"2025-04-14",9.3796
"2025-04-15",9.0076
"2025-04-16",1.2547
"2025-04-17",3.1342
"2025-04-18",0.0945
"2025-04-19",1.6159
"2025-04-20",2.4666
"2025-04-21",9.3447
"2025-04-22",1.1835
"2025-04-23",1.0994
"2025-04-24",6.4613
"2025-04-25",5.7441
"2025-04-26",4.6597
"2025-04-27",8.7831
"2025-04-28",11.2712
"2025-04-29",15.686
"2025-04-30",11.5197
"2025-05-01",0.1053
"2025-05-02",7.1531
"2025-05-03",8.8444
"2025-05-04",2.4406
"2025-05-05",0
"2025-05-06",6.648
"2025-05-07",5.9883
"2025-05-08",1.4654
"2025-05-09",2.29
"2025-05-10",2.7515
"2025-05-11",0.4595
"2025-05-12",0
"2025-05-13",0
"2025-05-14",0.8403
"2025-05-15",1.3698
"2025-05-16",3.167
"2025-05-17",1.6177
"2025-05-18",3.9445
"2025-05-19",10.5518
"2025-05-20",5.589
"2025-05-21",0
"2025-05-22",4.6344
"2025-05-23",0
"2025-05-24",5.3692
"2025-05-25",0.8938
"2025-05-26",1.6225
"2025-05-27",2.8269
"2025-05-28",21.3798
"2025-05-29",0
"2025-05-30",12.5792
"2025-05-31",2.8501
"2025-06-01",0
"2025-06-02",0
"2025-06-03",0
"2025-06-04",0
"2025-06-05",0
"2025-06-06",0
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",16.3299
"2025-06-11",6.5362
"2025-06-12",3.9977
"2025-06-13",4.7727
"2025-06-14",4.7962
"2025-06-15",2.9559
"2025-06-16",0.0042
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0
"2025-06-23",1.3006
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.3356
"2025-07-02",0.3081
"2025-07-03",0.6954
"2025-07-04",0.2877
"2025-07-05",0.3054
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.4172
"2025-07-11",0
"2025-07-12",0.0517
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.1357
"2025-07-16",3.7161
"2025-07-17",0.074
"2025-07-18",0
"2025-07-19",0
"2025-07-20",0.2465
"2025-07-21",1.5305
"2025-07-22",0.3595
"2025-07-23",3.1141
"2025-07-24",0.9472
"2025-07-25",5.3253
"2025-07-26",0.0001
"2025-07-27",0.0002
"2025-07-28",0.0093
"2025-07-29",0
"2025-07-30",0
"2025-07-31",1.6401
"2025-08-01",2.7859
"2025-08-02",1.9774
"2025-08-03",26.5365
"2025-08-04",0
"2025-08-05",0
"2025-08-06",0
"2025-08-07",0.0621
"2025-08-08",0
"2025-08-09",0.6713
"2025-08-10",0
"2025-08-11",0.0395
"2025-08-12",0
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0.2163
"2025-08-16",0
"2025-08-17",0.2066
"2025-08-18",8.8843
"2025-08-19",5.9735
"2025-08-20",0
"2025-08-21",0.4442
"2025-08-22",0
"2025-08-23",0
"2025-08-24",0
"2025-08-25",0
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.1258
"2025-09-01",2.2768
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0.0161
"2025-09-06",0.0096
"2025-09-07",0
"2025-09-08",6.4807
"2025-09-09",0.3275
"2025-09-10",0
"2025-09-11",0
"2025-09-12",0.3489
"2025-09-13",0
"2025-09-14",2.1398
"2025-09-15",0
"2025-09-16",0
"2025-09-17",2.7617
"2025-09-18",0.579
"2025-09-19",0
"2025-09-20",0
"2025-09-21",0.49
"2025-09-22",0.4289
"2025-09-23",0
"2025-09-24",17.1028
"2025-09-25",2.7032
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0184
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",2.295
"2025-10-04",11.8882
"2025-10-05",2.9763
"2025-10-06",0.8611
"2025-10-07",2.3723
"2025-10-08",5.4206
"2025-10-09",2.5649
"2025-10-10",1.9339
"2025-10-11",0.3227
"2025-10-12",2.1634
"2025-10-13",1.3295
"2025-10-14",7.3565
"2025-10-15",13.9373
"2025-10-16",6.3572
"2025-10-17",1.6534
"2025-10-18",21.9798
"2025-10-19",22.2186
"2025-10-20",28.069
"2025-10-21",9.8246
"2025-10-22",1.8153
"2025-10-23",0
"2025-10-24",23.7959
"2025-10-25",14.2295
"2025-10-26",1.0579
"2025-10-27",1.0314
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",0.0444
"2025-11-02",0.3053
"2025-11-03",0
"2025-11-04",0
"2025-11-05",0.1694
"2025-11-06",1.0969
"2025-11-07",20.5871
"2025-11-08",3.8053
"2025-11-09",6.9079
"2025-11-10",2.8296
"2025-11-11",24.9196
"2025-11-12",14.501
"2025-11-13",22.9956
"2025-11-14",17.1002
"2025-11-15",4.8223
"2025-11-16",35.0423
"2025-11-17",38.5286
"2025-11-18",35.9551
"2025-11-19",0
"2025-11-20",5.545
"2025-11-21",9.9117
"2025-11-22",9.1963
"2025-11-23",6.5722
"2025-11-24",16.4055
"2025-11-25",39.2754
"2025-11-26",71.1107
"2025-11-27",25.0851
"2025-11-28",0.4724
"2025-11-29",0.2081
"2025-11-30",2.1784
"2025-12-01",0.0021
"2025-12-02",0
"2025-12-03",0.1824
"2025-12-04",2.0691
"2025-12-05",7.2621
"2025-12-06",1.338
"2025-12-07",1.6142
"2025-12-08",0
"2025-12-09",10.7604
"2025-12-10",23.5119
"2025-12-11",0.8098
"2025-12-12",0
"2025-12-13",6.8383
"2025-12-14",0
"2025-12-15",0
"2025-12-16",0
"2025-12-17",33.6956
"2025-12-18",45.9061
"2025-12-19",17.4009
"2025-12-20",0
"2025-12-21",2.0281
"2025-12-22",0.5374
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",8.1196
"2025-12-28",0
"2025-12-29",1.0937
"2025-12-30",2.1315
"2025-12-31",7.0785
