,"(deg C) Mean Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2016-06-19",25.0138
"2016-06-20",24.6219
"2016-06-21",24.6859
"2016-06-22",25.2236
"2016-06-23",24.5363
"2016-06-24",24.908
"2016-06-25",25.0193
"2016-06-26",25.3591
"2016-06-27",25.7591
"2016-06-28",25.2597
"2016-06-29",25.4387
"2016-06-30",25.7806
"2016-07-01",25.937
"2016-07-02",26.2699
"2016-07-03",26.7792
"2016-07-04",26.1467
"2016-07-05",25.8201
"2016-07-06",25.5695
"2016-07-07",25.9914
"2016-07-08",25.8898
"2016-07-09",25.6374
"2016-07-10",25.2663
"2016-07-11",25.7375
"2016-07-12",25.3003
"2016-07-13",25.2571
"2016-07-14",25.5251
"2016-07-15",24.6777
"2016-07-16",24.4786
"2016-07-17",24.3354
"2016-07-18",24.7988
"2016-07-19",25.1483
"2016-07-20",25.7176
"2016-07-21",25.2666
"2016-07-22",24.9294
"2016-07-23",24.7429
"2016-07-24",24.3431
"2016-07-25",24.2782
"2016-07-26",24.1017
"2016-07-27",24.0667
"2016-07-28",24.4581
"2016-07-29",24.6424
"2016-07-30",24.0149
"2016-07-31",24.6189
"2016-08-01",24.6891
"2016-08-02",24.9973
"2016-08-03",24.7584
"2016-08-04",24.8208
"2016-08-05",25.4304
"2016-08-06",25.4418
"2016-08-07",25.0298
"2016-08-08",25.6805
"2016-08-09",25.018
"2016-08-10",25.2125
"2016-08-11",25.119
"2016-08-12",25.7225
"2016-08-13",25.5215
"2016-08-14",25.2612
"2016-08-15",25.1493
"2016-08-16",24.7802
"2016-08-17",24.9245
"2016-08-18",24.9166
"2016-08-19",25.7243
"2016-08-20",25.9054
"2016-08-21",25.6696
"2016-08-22",25.0226
"2016-08-23",24.5956
"2016-08-24",25.5155
"2016-08-25",25.3894
"2016-08-26",25.4502
"2016-08-27",24.405
"2016-08-28",25.02
"2016-08-29",25.2526
"2016-08-30",25.5172
"2016-08-31",25.2002
"2016-09-01",25.5415
"2016-09-02",24.3167
"2016-09-03",25.1214
"2016-09-04",25.1233
"2016-09-05",25.3801
"2016-09-06",25.2473
"2016-09-07",24.8459
"2016-09-08",24.1438
"2016-09-09",25.1327
"2016-09-10",25.1759
"2016-09-11",24.9624
"2016-09-12",25.0172
"2016-09-13",25.4273
"2016-09-14",25.8016
"2016-09-15",25.0955
"2016-09-16",25.6048
"2016-09-17",25.685
"2016-09-18",24.8302
"2016-09-19",25.4113
"2016-09-20",25.4768
"2016-09-21",25.2118
"2016-09-22",25.4471
"2016-09-23",25.0562
"2016-09-24",25.4506
"2016-09-25",25.3271
"2016-09-26",25.9728
"2016-09-27",26.1071
"2016-09-28",25.9242
"2016-09-29",25.657
"2016-09-30",24.9231
"2016-10-01",25.5359
"2016-10-02",25.3343
"2016-10-03",25.663
"2016-10-04",25.2372
"2016-10-05",25.6369
"2016-10-06",25.5577
"2016-10-07",25.0684
"2016-10-08",25.2684
"2016-10-09",25.6869
"2016-10-10",25.5009
"2016-10-11",25.1748
"2016-10-12",25.5044
"2016-10-13",26.3512
"2016-10-14",24.5577
"2016-10-15",25.378
"2016-10-16",24.8817
"2016-10-17",25.5973
"2016-10-18",25.6403
"2016-10-19",24.5686
"2016-10-20",25.0547
"2016-10-21",25.0699
"2016-10-22",24.2292
"2016-10-23",25.0065
"2016-10-24",23.9576
"2016-10-25",24.1478
"2016-10-26",24.382
"2016-10-27",24.0476
"2016-10-28",25.2354
"2016-10-29",25.4966
"2016-10-30",24.7548
"2016-10-31",23.4289
"2016-11-01",23.2354
"2016-11-02",23.4979
"2016-11-03",23.2154
"2016-11-04",21.8503
"2016-11-05",23.1313
"2016-11-06",22.3064
"2016-11-07",23.5411
"2016-11-08",23.3138
"2016-11-09",22.8801
"2016-11-10",23.1569
"2016-11-11",23.8346
"2016-11-12",23.5114
"2016-11-13",23.5349
"2016-11-14",23.2899
"2016-11-15",23.3047
"2016-11-16",22.5032
"2016-11-17",21.6953
"2016-11-18",22.105
"2016-11-19",22.4169
"2016-11-20",22.4613
"2016-11-21",22.3976
"2016-11-22",23.0762
"2016-11-23",22.6711
"2016-11-24",22.4394
"2016-11-25",23.136
"2016-11-26",23.0675
"2016-11-27",22.4832
"2016-11-28",22.3125
"2016-11-29",22.2138
"2016-11-30",21.0824
"2016-12-01",22.4961
"2016-12-02",23.0449
"2016-12-03",23.4275
"2016-12-04",23.0573
"2016-12-05",23.1941
"2016-12-06",22.3025
"2016-12-07",23.5463
"2016-12-08",23.4818
"2016-12-09",22.995
"2016-12-10",23.21
"2016-12-11",23.0367
"2016-12-12",23.2308
"2016-12-13",23.6565
"2016-12-14",23.183
"2016-12-15",23.3934
"2016-12-16",23.1809
"2016-12-17",22.01
"2016-12-18",22.1449
"2016-12-19",21.8684
"2016-12-20",23.4313
"2016-12-21",23.1833
"2016-12-22",22.8669
"2016-12-23",21.2665
"2016-12-24",20.1881
"2016-12-25",21.3896
"2016-12-26",22.9246
"2016-12-27",22.2806
"2016-12-28",22.0164
"2016-12-29",21.7037
"2016-12-30",21.7178
"2016-12-31",21.7979
"2017-01-01",21.7507
"2017-01-02",21.946
"2017-01-03",21.7059
"2017-01-04",20.7631
"2017-01-05",20.1462
"2017-01-06",20.4948
"2017-01-07",20.2592
"2017-01-08",20.0185
"2017-01-09",20.5183
"2017-01-10",21.2759
"2017-01-11",20.9846
"2017-01-12",20.9702
"2017-01-13",20.1832
"2017-01-14",20.8714
"2017-01-15",21.5752
"2017-01-16",20.9704
"2017-01-17",20.7574
"2017-01-18",20.6482
"2017-01-19",21.633
"2017-01-20",21.4083
"2017-01-21",22.4239
"2017-01-22",21.5504
"2017-01-23",20.7411
"2017-01-24",20.7131
"2017-01-25",21.8038
"2017-01-26",22.4881
"2017-01-27",21.7207
"2017-01-28",22.2961
"2017-01-29",22.8347
"2017-01-30",22.2238
"2017-01-31",21.6306
"2017-02-01",21.4326
"2017-02-02",20.8608
"2017-02-03",20.4692
"2017-02-04",19.9556
"2017-02-05",20.9526
"2017-02-06",21.8347
"2017-02-07",21.5718
"2017-02-08",21.116
"2017-02-09",21.2652
"2017-02-10",21.8875
"2017-02-11",21.5221
"2017-02-12",20.876
"2017-02-13",22.2381
"2017-02-14",21.6529
"2017-02-15",21.7618
"2017-02-16",21.4989
"2017-02-17",21.6404
"2017-02-18",21.7309
"2017-02-19",21.2213
"2017-02-20",22.1878
"2017-02-21",22.4321
"2017-02-22",22.5784
"2017-02-23",23.2374
"2017-02-24",23.1254
"2017-02-25",21.9542
"2017-02-26",21.5459
"2017-02-27",22.1341
"2017-02-28",21.8037
"2017-03-01",20.9134
"2017-03-02",22.1417
"2017-03-03",22.8621
"2017-03-04",22.8291
"2017-03-05",24.4946
"2017-03-06",24.1121
"2017-03-07",23.1034
"2017-03-08",23.5569
"2017-03-09",23.1399
"2017-03-10",22.6906
"2017-03-11",22.3468
"2017-03-12",23.2289
"2017-03-13",22.7852
"2017-03-14",22.8462
"2017-03-15",22.4904
"2017-03-16",22.8568
"2017-03-17",22.9603
"2017-03-18",23.6039
"2017-03-19",24.0218
"2017-03-20",24.1657
"2017-03-21",23.8939
"2017-03-22",22.7132
"2017-03-23",23.0669
"2017-03-24",23.2392
"2017-03-25",23.3198
"2017-03-26",23.2354
"2017-03-27",23.2443
"2017-03-28",23.8216
"2017-03-29",23.5855
"2017-03-30",24.4633
"2017-03-31",24.9806
"2017-04-01",25.5566
"2017-04-02",24.6221
"2017-04-03",24.0226
"2017-04-04",23.9002
"2017-04-05",25.3949
"2017-04-06",25.5046
"2017-04-07",25.7817
"2017-04-08",25.524
"2017-04-09",25.1315
"2017-04-10",25.9248
"2017-04-11",24.599
"2017-04-12",24.5682
"2017-04-13",23.7064
"2017-04-14",25.1192
"2017-04-15",25.5053
"2017-04-16",25.5115
"2017-04-17",26.2501
"2017-04-18",26.3408
"2017-04-19",26.16
"2017-04-20",25.8037
"2017-04-21",25.7141
"2017-04-22",26.1858
"2017-04-23",26.7159
"2017-04-24",26.8146
"2017-04-25",26.9046
"2017-04-26",27.0189
"2017-04-27",26.8808
"2017-04-28",27.1233
"2017-04-29",26.5253
"2017-04-30",26.5201
"2017-05-01",25.7966
"2017-05-02",25.408
"2017-05-03",25.6128
"2017-05-04",25.5889
"2017-05-05",26.1708
"2017-05-06",24.2928
"2017-05-07",24.1645
"2017-05-08",24.5637
"2017-05-09",25.086
"2017-05-10",25.6446
"2017-05-11",25.1057
"2017-05-12",25.1427
"2017-05-13",25.8696
"2017-05-14",25.9227
"2017-05-15",26.4457
"2017-05-16",26.8901
"2017-05-17",27.1147
"2017-05-18",26.0974
"2017-05-19",26.375
"2017-05-20",26.9622
"2017-05-21",26.3758
"2017-05-22",26.5125
"2017-05-23",25.9927
"2017-05-24",25.0389
"2017-05-25",25.428
"2017-05-26",25.4223
"2017-05-27",26.4336
"2017-05-28",26.0555
"2017-05-29",25.5017
"2017-05-30",24.699
"2017-05-31",25.3471
"2017-06-01",24.6835
"2017-06-02",25.2087
"2017-06-03",25.1112
"2017-06-04",25.9656
"2017-06-05",25.7945
"2017-06-06",25.9522
"2017-06-07",25.0473
"2017-06-08",25.7504
"2017-06-09",25.9015
"2017-06-10",25.4723
"2017-06-11",25.2304
"2017-06-12",26.0449
"2017-06-13",26.4291
"2017-06-14",25.9927
"2017-06-15",25.7747
"2017-06-16",25.386
"2017-06-17",26.1013
"2017-06-18",26.0075
"2017-06-19",26.3015
"2017-06-20",25.9399
"2017-06-21",25.9955
"2017-06-22",26.311
"2017-06-23",25.694
"2017-06-24",25.066
"2017-06-25",25.092
"2017-06-26",24.5131
"2017-06-27",24.28
"2017-06-28",24.7429
"2017-06-29",25.72
"2017-06-30",25.9695
"2017-07-01",25.7178
"2017-07-02",25.4208
"2017-07-03",25.9048
"2017-07-04",26.4746
"2017-07-05",26.0784
"2017-07-06",25.7476
"2017-07-07",25.5739
"2017-07-08",25.448
"2017-07-09",24.5972
"2017-07-10",24.9441
"2017-07-11",25.3462
"2017-07-12",25.9745
"2017-07-13",25.6792
"2017-07-14",25.3271
"2017-07-15",25.7163
"2017-07-16",25.7183
"2017-07-17",26.1397
"2017-07-18",25.5383
"2017-07-19",26.0103
"2017-07-20",26.9537
"2017-07-21",26.7169
"2017-07-22",26.63
"2017-07-23",26.5186
"2017-07-24",26.6169
"2017-07-25",27.5035
"2017-07-26",27.2005
"2017-07-27",26.1549
"2017-07-28",26.198
"2017-07-29",25.6252
"2017-07-30",25.3142
"2017-07-31",25.3434
"2017-08-01",25.6014
"2017-08-02",25.702
"2017-08-03",25.1618
"2017-08-04",25.1576
"2017-08-05",25.1925
"2017-08-06",24.9798
"2017-08-07",25.5097
"2017-08-08",25.1185
"2017-08-09",25.6513
"2017-08-10",25.2328
"2017-08-11",25.1996
"2017-08-12",25.2401
"2017-08-13",25.7403
"2017-08-14",24.4622
"2017-08-15",25.4639
"2017-08-16",25.0161
"2017-08-17",25.8561
"2017-08-18",24.9387
"2017-08-19",24.6479
"2017-08-20",24.9684
"2017-08-21",25.5734
"2017-08-22",24.6425
"2017-08-23",25.3636
"2017-08-24",25.1121
"2017-08-25",25.8558
"2017-08-26",25.689
"2017-08-27",25.5513
"2017-08-28",25.3597
"2017-08-29",24.8939
"2017-08-30",25.924
"2017-08-31",25.7872
"2017-09-01",23.9087
"2017-09-02",24.1349
"2017-09-03",24.0293
"2017-09-04",24.5161
"2017-09-05",23.7328
"2017-09-06",23.6522
"2017-09-07",22.9476
"2017-09-08",23.1547
"2017-09-09",23.8357
"2017-09-10",24.5182
"2017-09-11",24.4662
"2017-09-12",24.105
"2017-09-13",22.3633
"2017-09-14",23.4743
"2017-09-15",24.5336
"2017-09-16",24.4817
"2017-09-17",24.2065
"2017-09-18",24.4482
"2017-09-19",24.9646
"2017-09-20",24.7753
"2017-09-21",24.1186
"2017-09-22",24.7238
"2017-09-23",25.4113
"2017-09-24",25.0402
"2017-09-25",24.0348
"2017-09-26",24.5689
"2017-09-27",23.8227
"2017-09-28",24.142
"2017-09-29",24.9736
"2017-09-30",25.6174
"2017-10-01",24.9819
"2017-10-02",25.8702
"2017-10-03",25.4585
"2017-10-04",25.4976
"2017-10-05",25.2394
"2017-10-06",24.3708
"2017-10-07",24.5953
"2017-10-08",24.8333
"2017-10-09",24.7371
"2017-10-10",24.7996
"2017-10-11",23.5419
"2017-10-12",23.6449
"2017-10-13",24.501
"2017-10-14",23.0977
"2017-10-15",23.8734
"2017-10-16",24.4167
"2017-10-17",24.1048
"2017-10-18",24.8143
"2017-10-19",24.2437
"2017-10-20",24.225
"2017-10-21",25.3107
"2017-10-22",25.0488
"2017-10-23",24.7707
"2017-10-24",23.2322
"2017-10-25",23.2542
"2017-10-26",23.1648
"2017-10-27",23.4922
"2017-10-28",23.762
"2017-10-29",23.1423
"2017-10-30",23.3784
"2017-10-31",22.2485
"2017-11-01",23.0523
"2017-11-02",22.7528
"2017-11-03",22.6688
"2017-11-04",22.9597
"2017-11-05",22.2154
"2017-11-06",22.3296
"2017-11-07",22.3387
"2017-11-08",21.9308
"2017-11-09",22.5433
"2017-11-10",23.0972
"2017-11-11",23.2813
"2017-11-12",23.0651
"2017-11-13",23.5375
"2017-11-14",22.7967
"2017-11-15",22.7605
"2017-11-16",23.2765
"2017-11-17",23.9674
"2017-11-18",24.1063
"2017-11-19",22.8952
"2017-11-20",22.5776
"2017-11-21",23.2711
"2017-11-22",22.733
"2017-11-23",22.9116
"2017-11-24",22.2678
"2017-11-25",21.1508
"2017-11-26",21.817
"2017-11-27",21.6581
"2017-11-28",21.7538
"2017-11-29",21.6789
"2017-11-30",22.131
"2017-12-01",21.8238
"2017-12-02",21.9514
"2017-12-03",22.4401
"2017-12-04",22.0978
"2017-12-05",22.4635
"2017-12-06",22.8378
"2017-12-07",23.0838
"2017-12-08",22.5797
"2017-12-09",22.724
"2017-12-10",23.1316
"2017-12-11",23.5196
"2017-12-12",23.2457
"2017-12-13",22.9472
"2017-12-14",22.4071
"2017-12-15",22.6467
"2017-12-16",22.4432
"2017-12-17",22.0716
"2017-12-18",21.2652
"2017-12-19",22.2352
"2017-12-20",20.4177
"2017-12-21",20.9683
"2017-12-22",21.2996
"2017-12-23",21.3236
"2017-12-24",22.0528
"2017-12-25",22.6007
"2017-12-26",22.141
"2017-12-27",21.435
"2017-12-28",20.8257
"2017-12-29",21.1181
"2017-12-30",21.8162
"2017-12-31",22.1703
"2018-01-01",22.6112
"2018-01-02",22.4533
"2018-01-03",21.3309
"2018-01-04",20.6332
"2018-01-05",19.7827
"2018-01-06",19.2948
"2018-01-07",19.0082
"2018-01-08",19.7439
"2018-01-09",21.7892
"2018-01-10",22.1433
"2018-01-11",21.8466
"2018-01-12",22.3915
"2018-01-13",22.5137
"2018-01-14",22.0868
"2018-01-15",20.9482
"2018-01-16",20.6545
"2018-01-17",19.8052
"2018-01-18",20.1765
"2018-01-19",20.0572
"2018-01-20",20.5314
"2018-01-21",21.2874
"2018-01-22",21.792
"2018-01-23",21.5274
"2018-01-24",21.433
"2018-01-25",21.0438
"2018-01-26",21.6474
"2018-01-27",21.5718
"2018-01-28",21.3317
"2018-01-29",21.8657
"2018-01-30",21.4078
"2018-01-31",20.8975
"2018-02-01",21.4168
"2018-02-02",21.3683
"2018-02-03",21.5623
"2018-02-04",21.5703
"2018-02-05",22.3762
"2018-02-06",22.9298
"2018-02-07",22.9479
"2018-02-08",22.3263
"2018-02-09",22.844
"2018-02-10",22.2921
"2018-02-11",22.7838
"2018-02-12",22.3235
"2018-02-13",21.897
"2018-02-14",22.2387
"2018-02-15",22.6785
"2018-02-16",21.9922
"2018-02-17",21.2226
"2018-02-18",21.1347
"2018-02-19",20.5574
"2018-02-20",20.3229
"2018-02-21",21.6039
"2018-02-22",21.9876
"2018-02-23",22.5072
"2018-02-24",23.1495
"2018-02-25",22.0462
"2018-02-26",22.0538
"2018-02-27",21.4029
"2018-02-28",21.9367
"2018-03-01",22.9502
"2018-03-02",22.9181
"2018-03-03",23.063
"2018-03-04",23.3984
"2018-03-05",23.4434
"2018-03-06",22.547
"2018-03-07",22.5575
"2018-03-08",23.3729
"2018-03-09",21.7653
"2018-03-10",21.7602
"2018-03-11",22.1568
"2018-03-12",21.1463
"2018-03-13",22.9295
"2018-03-14",23.633
"2018-03-15",23.5185
"2018-03-16",24.1894
"2018-03-17",23.7683
"2018-03-18",24.3682
"2018-03-19",23.7101
"2018-03-20",24.3538
"2018-03-21",24.5184
"2018-03-22",24.5337
"2018-03-23",24.4483
"2018-03-24",23.9595
"2018-03-25",23.731
"2018-03-26",22.9839
"2018-03-27",24.1354
"2018-03-28",23.5837
"2018-03-29",24.2205
"2018-03-30",24.8226
"2018-03-31",24.9398
"2018-04-01",24.2583
"2018-04-02",23.5814
"2018-04-03",24.1139
"2018-04-04",24.3768
"2018-04-05",24.5148
"2018-04-06",23.7883
"2018-04-07",21.7395
"2018-04-08",23.2553
"2018-04-09",22.9991
"2018-04-10",23.4973
"2018-04-11",23.3661
"2018-04-12",23.2248
"2018-04-13",22.679
"2018-04-14",23.2405
"2018-04-15",23.9101
"2018-04-16",24.0138
"2018-04-17",24.6264
"2018-04-18",23.3669
"2018-04-19",24.5121
"2018-04-20",24.9729
"2018-04-21",24.828
"2018-04-22",25.0424
"2018-04-23",25.1598
"2018-04-24",24.6664
"2018-04-25",24.5362
"2018-04-26",23.7924
"2018-04-27",24.7301
"2018-04-28",23.8577
"2018-04-29",24.8204
"2018-04-30",26.2606
"2018-05-01",26.6454
"2018-05-02",25.8722
"2018-05-03",25.2437
"2018-05-04",25.1909
"2018-05-05",24.3704
"2018-05-06",24.3784
"2018-05-07",24.1391
"2018-05-08",24.5453
"2018-05-09",23.8139
"2018-05-10",23.5772
"2018-05-11",24.1903
"2018-05-12",23.7563
"2018-05-13",24.3941
"2018-05-14",23.8219
"2018-05-15",24.2073
"2018-05-16",23.9879
"2018-05-17",23.7584
"2018-05-18",22.9563
"2018-05-19",24.0367
"2018-05-20",23.4115
"2018-05-21",22.3382
"2018-05-22",24.4868
"2018-05-23",22.9664
"2018-05-24",23.724
"2018-05-25",22.7216
"2018-05-26",23.73
"2018-05-27",24.3263
"2018-05-28",24.833
"2018-05-29",25.0925
"2018-05-30",25.0883
"2018-05-31",24.9989
"2018-06-01",25.0998
"2018-06-02",24.9729
"2018-06-03",24.8364
"2018-06-04",25.0707
"2018-06-05",25.4524
"2018-06-06",25.1855
"2018-06-07",24.3148
"2018-06-08",25.4723
"2018-06-09",25.0965
"2018-06-10",25.1788
"2018-06-11",25.1482
"2018-06-12",25.0423
"2018-06-13",24.9285
"2018-06-14",24.9473
"2018-06-15",25.3365
"2018-06-16",24.5412
"2018-06-17",24.8305
"2018-06-18",24.6709
"2018-06-19",24.6617
"2018-06-20",24.7653
"2018-06-21",24.5406
"2018-06-22",24.7669
"2018-06-23",25.0723
"2018-06-24",25.0833
"2018-06-25",24.8348
"2018-06-26",24.884
"2018-06-27",24.9672
"2018-06-28",25.1274
"2018-06-29",24.7658
"2018-06-30",24.7018
"2018-07-01",24.5978
"2018-07-02",24.3127
"2018-07-03",24.7282
"2018-07-04",24.9924
"2018-07-05",25.0626
"2018-07-06",25.1014
"2018-07-07",24.904
"2018-07-08",25.3505
"2018-07-09",24.6416
"2018-07-10",24.5103
"2018-07-11",23.9889
"2018-07-12",24.6099
"2018-07-13",25.1219
"2018-07-14",25.224
"2018-07-15",24.5506
"2018-07-16",23.7768
"2018-07-17",24.8113
"2018-07-18",24.9684
"2018-07-19",24.2012
"2018-07-20",24.7866
"2018-07-21",25.0001
"2018-07-22",25.1864
"2018-07-23",25.4733
"2018-07-24",24.6059
"2018-07-25",25.0029
"2018-07-26",25.1128
"2018-07-27",24.9667
"2018-07-28",24.8391
"2018-07-29",24.8619
"2018-07-30",25.4326
"2018-07-31",24.6218
"2018-08-01",24.5946
"2018-08-02",25.1154
"2018-08-03",25.3065
"2018-08-04",25.0661
"2018-08-05",24.9124
"2018-08-06",24.7797
"2018-08-07",24.6217
"2018-08-08",23.4498
"2018-08-09",23.845
"2018-08-10",24.5509
"2018-08-11",24.725
"2018-08-12",24.5963
"2018-08-13",25.0993
"2018-08-14",24.9445
"2018-08-15",23.2203
"2018-08-16",23.5602
"2018-08-17",24.2233
"2018-08-18",23.4839
"2018-08-19",23.3754
"2018-08-20",24.0467
"2018-08-21",24.0637
"2018-08-22",24.5054
"2018-08-23",25.5363
"2018-08-24",24.2625
"2018-08-25",24.9862
"2018-08-26",24.7725
"2018-08-27",24.7953
"2018-08-28",25.3054
"2018-08-29",24.6647
"2018-08-30",24.6856
"2018-08-31",24.8676
"2018-09-01",24.519
"2018-09-02",24.7785
"2018-09-03",24.8902
"2018-09-04",25.0208
"2018-09-05",24.2834
"2018-09-06",24.7179
"2018-09-07",24.4338
"2018-09-08",24.8686
"2018-09-09",25.7163
"2018-09-10",24.3284
"2018-09-11",25.1737
"2018-09-12",25.5542
"2018-09-13",25.1271
"2018-09-14",24.9778
"2018-09-15",24.5859
"2018-09-16",24.5667
"2018-09-17",24.7383
"2018-09-18",25.0969
"2018-09-19",24.4307
"2018-09-20",24.9875
"2018-09-21",24.1572
"2018-09-22",25.0174
"2018-09-23",24.8287
"2018-09-24",23.2832
"2018-09-25",23.5006
"2018-09-26",23.5005
"2018-09-27",23.294
"2018-09-28",23.1546
"2018-09-29",23.3196
"2018-09-30",24.127
"2018-10-01",23.5928
"2018-10-02",22.9249
"2018-10-03",23.0849
"2018-10-04",23.2293
"2018-10-05",23.5152
"2018-10-06",23.029
"2018-10-07",22.9782
"2018-10-08",22.5626
"2018-10-09",22.0241
"2018-10-10",23.8545
"2018-10-11",23.8222
"2018-10-12",23.5246
"2018-10-13",22.9164
"2018-10-14",23.3009
"2018-10-15",23.3235
"2018-10-16",22.5464
"2018-10-17",22.2489
"2018-10-18",23.1038
"2018-10-19",23.3528
"2018-10-20",22.5498
"2018-10-21",23.1863
"2018-10-22",23.0519
"2018-10-23",22.833
"2018-10-24",22.8053
"2018-10-25",21.9839
"2018-10-26",22.0749
"2018-10-27",22.1447
"2018-10-28",22.5018
"2018-10-29",23.0279
"2018-10-30",23.505
"2018-10-31",23.0891
"2018-11-01",21.7615
"2018-11-02",22.8049
"2018-11-03",22.568
"2018-11-04",23.1615
"2018-11-05",21.3179
"2018-11-06",20.6199
"2018-11-07",22.3232
"2018-11-08",22.145
"2018-11-09",21.77
"2018-11-10",22.3041
"2018-11-11",22.7547
"2018-11-12",22.4734
"2018-11-13",22.5946
"2018-11-14",23.4821
"2018-11-15",23.2887
"2018-11-16",23.8895
"2018-11-17",22.5053
"2018-11-18",22.8418
"2018-11-19",22.6091
"2018-11-20",22.2611
"2018-11-21",23.2633
"2018-11-22",23.4666
"2018-11-23",23.3016
"2018-11-24",22.7454
"2018-11-25",22.9033
"2018-11-26",22.3742
"2018-11-27",22.4343
"2018-11-28",22.3333
"2018-11-29",22.759
"2018-11-30",22.2962
"2018-12-01",22.0312
"2018-12-02",22.6604
"2018-12-03",22.2695
"2018-12-04",23.3058
"2018-12-05",22.0266
"2018-12-06",21.9787
"2018-12-07",22.2036
"2018-12-08",22.1397
"2018-12-09",21.8643
"2018-12-10",21.9467
"2018-12-11",20.9441
"2018-12-12",21.3971
"2018-12-13",21.0943
"2018-12-14",21.5651
"2018-12-15",22.4521
"2018-12-16",22.1578
"2018-12-17",22.4861
"2018-12-18",22.3276
"2018-12-19",22.2216
"2018-12-20",22.5997
"2018-12-21",21.8057
"2018-12-22",22.8721
"2018-12-23",22.6431
"2018-12-24",22.1753
"2018-12-25",22.8151
"2018-12-26",22.6771
"2018-12-27",21.9103
"2018-12-28",22.0552
"2018-12-29",21.5268
"2018-12-30",21.4605
"2018-12-31",21.3271
"2019-01-01",21.1992
"2019-01-02",20.5404
"2019-01-03",20.9278
"2019-01-04",20.8132
"2019-01-05",21.5083
"2019-01-06",20.9881
"2019-01-07",21.7431
"2019-01-08",21.876
"2019-01-09",22.0981
"2019-01-10",22.0239
"2019-01-11",21.8434
"2019-01-12",21.5593
"2019-01-13",21.7171
"2019-01-14",21.5185
"2019-01-15",21.9473
"2019-01-16",21.2898
"2019-01-17",20.7093
"2019-01-18",19.9599
"2019-01-19",20.0459
"2019-01-20",20.7536
"2019-01-21",21.472
"2019-01-22",21.649
"2019-01-23",21.8491
"2019-01-24",22.4875
"2019-01-25",23.1121
"2019-01-26",22.8756
"2019-01-27",22.7312
"2019-01-28",21.7235
"2019-01-29",21.5424
"2019-01-30",21.8659
"2019-01-31",22.1615
"2019-02-01",22.4259
"2019-02-02",22.3444
"2019-02-03",22.5327
"2019-02-04",21.7544
"2019-02-05",22.0224
"2019-02-06",21.9983
"2019-02-07",23.4181
"2019-02-08",22.9068
"2019-02-09",22.5345
"2019-02-10",23.0929
"2019-02-11",22.5342
"2019-02-12",22.2873
"2019-02-13",22.9566
"2019-02-14",22.6507
"2019-02-15",23.1484
"2019-02-16",22.8324
"2019-02-17",23.6396
"2019-02-18",24.3057
"2019-02-19",23.4595
"2019-02-20",22.348
"2019-02-21",22.3856
"2019-02-22",22.3902
"2019-02-23",21.6803
"2019-02-24",22.4339
"2019-02-25",23.3892
"2019-02-26",23.8558
"2019-02-27",22.9438
"2019-02-28",22.8232
"2019-03-01",22.7773
"2019-03-02",23.2576
"2019-03-03",23.7426
"2019-03-04",23.1732
"2019-03-05",23.9528
"2019-03-06",24.4543
"2019-03-07",24.291
"2019-03-08",23.9991
"2019-03-09",24.1924
"2019-03-10",23.2432
"2019-03-11",22.9503
"2019-03-12",22.6552
"2019-03-13",23.0138
"2019-03-14",23.2894
"2019-03-15",23.3253
"2019-03-16",23.6323
"2019-03-17",22.8335
"2019-03-18",23.1108
"2019-03-19",23.3264
"2019-03-20",23.6346
"2019-03-21",22.7142
"2019-03-22",23.9835
"2019-03-23",23.4088
"2019-03-24",23.6226
"2019-03-25",23.0845
"2019-03-26",22.7205
"2019-03-27",23.9944
"2019-03-28",23.6613
"2019-03-29",23.7564
"2019-03-30",24.2932
"2019-03-31",24.8611
"2019-04-01",25.2911
"2019-04-02",24.8581
"2019-04-03",24.4302
"2019-04-04",24.3523
"2019-04-05",24.9576
"2019-04-06",25.085
"2019-04-07",25.3397
"2019-04-08",25.3112
"2019-04-09",24.371
"2019-04-10",25.4826
"2019-04-11",25.5151
"2019-04-12",25.9303
"2019-04-13",25.2436
"2019-04-14",25.3308
"2019-04-15",24.926
"2019-04-16",24.5717
"2019-04-17",24.0092
"2019-04-18",24.6574
"2019-04-19",24.7867
"2019-04-20",24.1529
"2019-04-21",24.4858
"2019-04-22",24.4054
"2019-04-23",24.5986
"2019-04-24",25.5109
"2019-04-25",24.3674
"2019-04-26",24.6476
"2019-04-27",24.9485
"2019-04-28",25.3888
"2019-04-29",24.9129
"2019-04-30",24.9064
"2019-05-01",25.9185
"2019-05-02",26.3461
"2019-05-03",25.5769
"2019-05-04",25.4929
"2019-05-05",25.3506
"2019-05-06",25.6789
"2019-05-07",25.8111
"2019-05-08",25.1046
"2019-05-09",25.6951
"2019-05-10",27.1081
"2019-05-11",26.2438
"2019-05-12",26.7467
"2019-05-13",26.3529
"2019-05-14",26.1309
"2019-05-15",26.0393
"2019-05-16",26.9689
"2019-05-17",26.5778
"2019-05-18",26.7758
"2019-05-19",26.768
"2019-05-20",26.5846
"2019-05-21",25.8576
"2019-05-22",25.1119
"2019-05-23",25.4822
"2019-05-24",25.2358
"2019-05-25",25.1206
"2019-05-26",25.8713
"2019-05-27",26.9247
"2019-05-28",27.6273
"2019-05-29",27.2345
"2019-05-30",26.6627
"2019-05-31",26.4497
"2019-06-01",26.1813
"2019-06-02",26.4167
"2019-06-03",26.1075
