,"(deg C) Mean Temperature (ERA5) at Hambantota, 2007-01-01 to 2025-12-31"
"2015-11-04",25.6269
"2015-11-05",24.9669
"2015-11-06",25.2522
"2015-11-07",25.5879
"2015-11-08",25.5619
"2015-11-09",25.6404
"2015-11-10",26.3146
"2015-11-11",25.7527
"2015-11-12",25.7818
"2015-11-13",24.8532
"2015-11-14",24.5747
"2015-11-15",24.6864
"2015-11-16",25.5956
"2015-11-17",26.5048
"2015-11-18",26.7693
"2015-11-19",25.7729
"2015-11-20",26.1475
"2015-11-21",25.3866
"2015-11-22",26.0109
"2015-11-23",25.7405
"2015-11-24",25.8783
"2015-11-25",26.2508
"2015-11-26",25.9332
"2015-11-27",26.0567
"2015-11-28",25.2909
"2015-11-29",25.1741
"2015-11-30",25.14
"2015-12-01",25.3901
"2015-12-02",25.7125
"2015-12-03",26.2065
"2015-12-04",25.3455
"2015-12-05",25.5495
"2015-12-06",25.5629
"2015-12-07",25.5476
"2015-12-08",24.9073
"2015-12-09",25.7251
"2015-12-10",25.0261
"2015-12-11",25.0226
"2015-12-12",25.4994
"2015-12-13",26.4726
"2015-12-14",25.4113
"2015-12-15",26.1383
"2015-12-16",25.5262
"2015-12-17",25.2227
"2015-12-18",24.9409
"2015-12-19",24.2921
"2015-12-20",25.6647
"2015-12-21",25.3947
"2015-12-22",25.1551
"2015-12-23",25.2794
"2015-12-24",25.2464
"2015-12-25",25.5911
"2015-12-26",26.0857
"2015-12-27",25.4859
"2015-12-28",25.5008
"2015-12-29",25.3025
"2015-12-30",25.6182
"2015-12-31",25.9248
"2016-01-01",25.6221
"2016-01-02",25.1856
"2016-01-03",26.0046
"2016-01-04",26.2798
"2016-01-05",25.9215
"2016-01-06",25.5801
"2016-01-07",25.5065
"2016-01-08",25.5169
"2016-01-09",26.1681
"2016-01-10",26.2611
"2016-01-11",25.6344
"2016-01-12",25.9195
"2016-01-13",25.3414
"2016-01-14",24.862
"2016-01-15",24.9535
"2016-01-16",25.5332
"2016-01-17",25.6299
"2016-01-18",25.5498
"2016-01-19",26.0295
"2016-01-20",26.9365
"2016-01-21",26.9476
"2016-01-22",26.8552
"2016-01-23",26.1111
"2016-01-24",26.6918
"2016-01-25",26.8082
"2016-01-26",26.5281
"2016-01-27",26.0614
"2016-01-28",25.9454
"2016-01-29",25.3146
"2016-01-30",25.4082
"2016-01-31",25.3218
"2016-02-01",26.3289
"2016-02-02",25.3751
"2016-02-03",25.3192
"2016-02-04",26.0215
"2016-02-05",26.2639
"2016-02-06",26.7828
"2016-02-07",26.5866
"2016-02-08",27.3957
"2016-02-09",27.1417
"2016-02-10",26.4726
"2016-02-11",26.7212
"2016-02-12",26.499
"2016-02-13",26.8126
"2016-02-14",27.2166
"2016-02-15",25.9887
"2016-02-16",26.4474
"2016-02-17",26.8678
"2016-02-18",26.4187
"2016-02-19",26.5842
"2016-02-20",26.2078
"2016-02-21",27.2306
"2016-02-22",26.8015
"2016-02-23",25.5199
"2016-02-24",26.8381
"2016-02-25",25.7864
"2016-02-26",26.9922
"2016-02-27",26.9264
"2016-02-28",27.25
"2016-02-29",27.2913
"2016-03-01",27.2142
"2016-03-02",27.5116
"2016-03-03",27.7622
"2016-03-04",28.1991
"2016-03-05",28.2215
"2016-03-06",28.0823
"2016-03-07",27.7925
"2016-03-08",28.2736
"2016-03-09",28.3771
"2016-03-10",28.547
"2016-03-11",29.0433
"2016-03-12",28.5053
"2016-03-13",28.6656
"2016-03-14",28.3406
"2016-03-15",28.2685
"2016-03-16",28.4893
"2016-03-17",28.5362
"2016-03-18",28.1159
"2016-03-19",28.0778
"2016-03-20",28.2348
"2016-03-21",27.9097
"2016-03-22",28.6326
"2016-03-23",28.8833
"2016-03-24",28.5974
"2016-03-25",28.7341
"2016-03-26",29.1226
"2016-03-27",28.5132
"2016-03-28",26.386
"2016-03-29",27.2202
"2016-03-30",26.361
"2016-03-31",27.1783
"2016-04-01",26.9117
"2016-04-02",27.4523
"2016-04-03",27.7927
"2016-04-04",27.29
"2016-04-05",27.8939
"2016-04-06",27.4857
"2016-04-07",27.6708
"2016-04-08",28.262
"2016-04-09",27.6215
"2016-04-10",27.7176
"2016-04-11",27.8572
"2016-04-12",28.253
"2016-04-13",29.3738
"2016-04-14",28.2426
"2016-04-15",28.2233
"2016-04-16",27.8282
"2016-04-17",27.3866
"2016-04-18",28.2899
"2016-04-19",26.5262
"2016-04-20",26.936
"2016-04-21",27.6816
"2016-04-22",28.2115
"2016-04-23",28.7017
"2016-04-24",28.7617
"2016-04-25",28.2927
"2016-04-26",27.3315
"2016-04-27",28.1707
"2016-04-28",28.1896
"2016-04-29",28.1957
"2016-04-30",26.5457
"2016-05-01",27.1507
"2016-05-02",27.501
"2016-05-03",27.5937
"2016-05-04",27.7959
"2016-05-05",27.4687
"2016-05-06",27.2685
"2016-05-07",27.1087
"2016-05-08",27.0142
"2016-05-09",26.5981
"2016-05-10",26.6564
"2016-05-11",26.0556
"2016-05-12",26.2804
"2016-05-13",26.3889
"2016-05-14",25.7476
"2016-05-15",24.3486
"2016-05-16",26.3761
"2016-05-17",26.3965
"2016-05-18",27.7632
"2016-05-19",27.0709
"2016-05-20",27.6564
"2016-05-21",27.6537
"2016-05-22",28.0877
"2016-05-23",28.3803
"2016-05-24",27.8291
"2016-05-25",27.8574
"2016-05-26",28.5348
"2016-05-27",26.9493
"2016-05-28",26.3759
"2016-05-29",26.418
"2016-05-30",27.3173
"2016-05-31",27.1022
"2016-06-01",27.4464
"2016-06-02",27.896
"2016-06-03",28.0055
"2016-06-04",27.6812
"2016-06-05",27.8222
"2016-06-06",27.6808
"2016-06-07",27.0046
"2016-06-08",26.3355
"2016-06-09",27.2379
"2016-06-10",27.4067
"2016-06-11",28.0381
"2016-06-12",27.2765
"2016-06-13",27.5627
"2016-06-14",28.1257
"2016-06-15",28.2088
"2016-06-16",27.901
"2016-06-17",27.4604
"2016-06-18",26.8815
"2016-06-19",27.0032
"2016-06-20",26.7025
"2016-06-21",26.6322
"2016-06-22",27.6923
"2016-06-23",27.4039
"2016-06-24",27.7168
"2016-06-25",27.7294
"2016-06-26",27.7643
"2016-06-27",27.9963
"2016-06-28",27.4753
"2016-06-29",27.7057
"2016-06-30",28.049
"2016-07-01",28.0368
"2016-07-02",28.5217
"2016-07-03",29.3357
"2016-07-04",28.6853
"2016-07-05",28.6835
"2016-07-06",28.6526
"2016-07-07",28.7329
"2016-07-08",28.1789
"2016-07-09",28.1188
"2016-07-10",28.1655
"2016-07-11",28.9816
"2016-07-12",28.3604
"2016-07-13",28.2237
"2016-07-14",28.0698
"2016-07-15",27.3165
"2016-07-16",27.0138
"2016-07-17",26.7203
"2016-07-18",27.6193
"2016-07-19",28.0118
"2016-07-20",28.1388
"2016-07-21",27.9615
"2016-07-22",28.0537
"2016-07-23",27.5634
"2016-07-24",26.6636
"2016-07-25",26.6581
"2016-07-26",26.1684
"2016-07-27",25.9348
"2016-07-28",26.9012
"2016-07-29",26.7038
"2016-07-30",26.0652
"2016-07-31",27.0377
"2016-08-01",27.6892
"2016-08-02",28.2305
"2016-08-03",27.9969
"2016-08-04",28.2535
"2016-08-05",28.6873
"2016-08-06",28.7841
"2016-08-07",28.4741
"2016-08-08",28.5144
"2016-08-09",28.0691
"2016-08-10",28.1623
"2016-08-11",28.0095
"2016-08-12",27.9886
"2016-08-13",27.5518
"2016-08-14",27.5986
"2016-08-15",27.7408
"2016-08-16",27.6268
"2016-08-17",28.0337
"2016-08-18",27.5781
"2016-08-19",28.1163
"2016-08-20",28.1749
"2016-08-21",27.9951
"2016-08-22",27.1089
"2016-08-23",27.0573
"2016-08-24",27.7755
"2016-08-25",27.563
"2016-08-26",27.4224
"2016-08-27",27.1136
"2016-08-28",27.0965
"2016-08-29",27.8525
"2016-08-30",26.8871
"2016-08-31",26.6238
"2016-09-01",27.3874
"2016-09-02",26.7925
"2016-09-03",27.2322
"2016-09-04",27.1227
"2016-09-05",27.658
"2016-09-06",27.4766
"2016-09-07",27.6907
"2016-09-08",26.9923
"2016-09-09",27.3859
"2016-09-10",27.5552
"2016-09-11",28.1595
"2016-09-12",27.6361
"2016-09-13",28.0498
"2016-09-14",27.8972
"2016-09-15",27.5129
"2016-09-16",28.0365
"2016-09-17",27.8965
"2016-09-18",27.3151
"2016-09-19",28.1377
"2016-09-20",28.0268
"2016-09-21",27.9871
"2016-09-22",28.2071
"2016-09-23",27.8412
"2016-09-24",28.1731
"2016-09-25",27.9336
"2016-09-26",28.2852
"2016-09-27",28.2158
"2016-09-28",27.9292
"2016-09-29",27.4627
"2016-09-30",27.2272
"2016-10-01",27.9216
"2016-10-02",27.5106
"2016-10-03",27.7937
"2016-10-04",27.9555
"2016-10-05",28.362
"2016-10-06",28.4791
"2016-10-07",27.8109
"2016-10-08",28.0511
"2016-10-09",27.7593
"2016-10-10",28.2389
"2016-10-11",28.4232
"2016-10-12",28.4182
"2016-10-13",28.3851
"2016-10-14",27.4203
"2016-10-15",27.1089
"2016-10-16",26.3668
"2016-10-17",26.4776
"2016-10-18",26.8493
"2016-10-19",26.2376
"2016-10-20",27.3419
"2016-10-21",26.7664
"2016-10-22",26.369
"2016-10-23",26.604
"2016-10-24",25.4942
"2016-10-25",25.784
"2016-10-26",26.1541
"2016-10-27",26.1757
"2016-10-28",26.8112
"2016-10-29",27.0698
"2016-10-30",26.9322
"2016-10-31",25.9078
"2016-11-01",25.8613
"2016-11-02",25.5574
"2016-11-03",25.4928
"2016-11-04",24.4237
"2016-11-05",25.6011
"2016-11-06",24.356
"2016-11-07",26.1828
"2016-11-08",25.9891
"2016-11-09",25.7037
"2016-11-10",26.1045
"2016-11-11",26.5948
"2016-11-12",26.1328
"2016-11-13",26.0857
"2016-11-14",25.7346
"2016-11-15",25.6873
"2016-11-16",25.3666
"2016-11-17",24.3156
"2016-11-18",25.3767
"2016-11-19",24.9164
"2016-11-20",24.8934
"2016-11-21",25.2897
"2016-11-22",25.7314
"2016-11-23",25.5427
"2016-11-24",26.2077
"2016-11-25",26.2855
"2016-11-26",25.4589
"2016-11-27",25.6037
"2016-11-28",25.5688
"2016-11-29",25.1715
"2016-11-30",25.0977
"2016-12-01",25.8786
"2016-12-02",25.406
"2016-12-03",25.9743
"2016-12-04",25.7129
"2016-12-05",26.2515
"2016-12-06",25.9785
"2016-12-07",26.1869
"2016-12-08",26.2731
"2016-12-09",25.5396
"2016-12-10",25.8327
"2016-12-11",26.2786
"2016-12-12",26.3725
"2016-12-13",25.3644
"2016-12-14",25.1377
"2016-12-15",25.89
"2016-12-16",25.9996
"2016-12-17",24.9992
"2016-12-18",25.6963
"2016-12-19",26.2771
"2016-12-20",26.2024
"2016-12-21",26.1086
"2016-12-22",25.9981
"2016-12-23",25.3932
"2016-12-24",24.2921
"2016-12-25",24.6746
"2016-12-26",25.6302
"2016-12-27",25.5607
"2016-12-28",25.0188
"2016-12-29",25.1659
"2016-12-30",25.4924
"2016-12-31",25.7481
"2017-01-01",25.0854
"2017-01-02",25.6952
"2017-01-03",25.4423
"2017-01-04",24.9665
"2017-01-05",24.4451
"2017-01-06",24.6324
"2017-01-07",24.6808
"2017-01-08",24.2751
"2017-01-09",24.2681
"2017-01-10",24.816
"2017-01-11",24.5763
"2017-01-12",24.7591
"2017-01-13",24.5837
"2017-01-14",24.8324
"2017-01-15",25.4838
"2017-01-16",25.6352
"2017-01-17",24.9214
"2017-01-18",24.6221
"2017-01-19",25.2919
"2017-01-20",25.7252
"2017-01-21",25.7658
"2017-01-22",25.3202
"2017-01-23",24.4203
"2017-01-24",24.3938
"2017-01-25",24.9692
"2017-01-26",25.8914
"2017-01-27",24.3832
"2017-01-28",25.1547
"2017-01-29",26.2089
"2017-01-30",25.1747
"2017-01-31",25.1605
"2017-02-01",25.2798
"2017-02-02",25.2635
"2017-02-03",25.0901
"2017-02-04",24.6625
"2017-02-05",24.9953
"2017-02-06",25.5546
"2017-02-07",25.5004
"2017-02-08",25.2827
"2017-02-09",25.7938
"2017-02-10",26.0915
"2017-02-11",25.9543
"2017-02-12",25.5601
"2017-02-13",26.5736
"2017-02-14",25.9082
"2017-02-15",26.5117
"2017-02-16",26.2425
"2017-02-17",26.5644
"2017-02-18",26.1686
"2017-02-19",24.8958
"2017-02-20",24.6836
"2017-02-21",25.5104
"2017-02-22",25.573
"2017-02-23",25.815
"2017-02-24",25.584
"2017-02-25",24.3737
"2017-02-26",23.981
"2017-02-27",25.6214
"2017-02-28",25.2996
"2017-03-01",23.5658
"2017-03-02",25.4988
"2017-03-03",25.8119
"2017-03-04",25.6232
"2017-03-05",26.8296
"2017-03-06",26.8368
"2017-03-07",25.9906
"2017-03-08",26.26
"2017-03-09",25.5977
"2017-03-10",25.2431
"2017-03-11",25.4535
"2017-03-12",25.7456
"2017-03-13",25.4193
"2017-03-14",25.7534
"2017-03-15",25.4017
"2017-03-16",25.595
"2017-03-17",26.2569
"2017-03-18",26.6273
"2017-03-19",26.9118
"2017-03-20",26.5194
"2017-03-21",27.0843
"2017-03-22",26.4341
"2017-03-23",26.2866
"2017-03-24",26.2881
"2017-03-25",26.0692
"2017-03-26",26.2321
"2017-03-27",26.3037
"2017-03-28",26.646
"2017-03-29",25.8772
"2017-03-30",26.8932
"2017-03-31",26.7938
"2017-04-01",27.0555
"2017-04-02",26.1464
"2017-04-03",26.3126
"2017-04-04",25.9056
"2017-04-05",27.2295
"2017-04-06",26.7715
"2017-04-07",27.5217
"2017-04-08",27.4306
"2017-04-09",27.0437
"2017-04-10",27.4985
"2017-04-11",26.8737
"2017-04-12",26.0724
"2017-04-13",25.6403
"2017-04-14",26.9007
"2017-04-15",28.0538
"2017-04-16",27.9561
"2017-04-17",28.2601
"2017-04-18",28.1063
"2017-04-19",27.9792
"2017-04-20",28.1209
"2017-04-21",27.9865
"2017-04-22",28.3973
"2017-04-23",28.5539
"2017-04-24",28.282
"2017-04-25",28.2964
"2017-04-26",28.0648
"2017-04-27",28.0503
"2017-04-28",28.4592
"2017-04-29",27.7588
"2017-04-30",27.6924
"2017-05-01",26.7193
"2017-05-02",26.6259
"2017-05-03",26.952
"2017-05-04",27.5384
"2017-05-05",27.7924
"2017-05-06",26.1396
"2017-05-07",26.7492
"2017-05-08",27.0797
"2017-05-09",27.5555
"2017-05-10",27.295
"2017-05-11",27.081
"2017-05-12",27.3856
"2017-05-13",27.8727
"2017-05-14",27.8839
"2017-05-15",28.419
"2017-05-16",28.5312
"2017-05-17",29.3174
"2017-05-18",27.6506
"2017-05-19",28.2982
"2017-05-20",28.6215
"2017-05-21",28.17
"2017-05-22",28.1914
"2017-05-23",27.8399
"2017-05-24",26.6204
"2017-05-25",26.4633
"2017-05-26",26.579
"2017-05-27",28.2476
"2017-05-28",28.4686
"2017-05-29",27.9636
"2017-05-30",26.5891
"2017-05-31",26.9071
"2017-06-01",26.8964
"2017-06-02",26.7106
"2017-06-03",27.5341
"2017-06-04",28.0895
"2017-06-05",27.7507
"2017-06-06",27.5364
"2017-06-07",27.2295
"2017-06-08",28.0296
"2017-06-09",28.1361
"2017-06-10",27.4989
"2017-06-11",27.069
"2017-06-12",27.6903
"2017-06-13",27.676
"2017-06-14",26.8951
"2017-06-15",26.7776
"2017-06-16",27.0692
"2017-06-17",27.8456
"2017-06-18",27.7021
"2017-06-19",27.3634
"2017-06-20",27.7735
"2017-06-21",27.6599
"2017-06-22",27.7218
"2017-06-23",27.0278
"2017-06-24",26.2821
"2017-06-25",26.9646
"2017-06-26",26.9899
"2017-06-27",26.6492
"2017-06-28",27.47
"2017-06-29",28.2311
"2017-06-30",28.497
"2017-07-01",27.8674
"2017-07-02",27.9241
"2017-07-03",28.5057
"2017-07-04",28.7866
"2017-07-05",28.4221
"2017-07-06",28.3011
"2017-07-07",28.1292
"2017-07-08",27.4319
"2017-07-09",26.1131
"2017-07-10",27.0176
"2017-07-11",27.7783
"2017-07-12",28.0288
"2017-07-13",27.8946
"2017-07-14",27.9994
"2017-07-15",28.2762
"2017-07-16",28.065
"2017-07-17",28.3703
"2017-07-18",27.9081
"2017-07-19",26.8501
"2017-07-20",27.5574
"2017-07-21",27.7523
"2017-07-22",28.8043
"2017-07-23",28.4476
"2017-07-24",28.7192
"2017-07-25",28.9971
"2017-07-26",28.9668
"2017-07-27",28.2345
"2017-07-28",27.9814
"2017-07-29",27.9862
"2017-07-30",27.7413
"2017-07-31",27.3952
"2017-08-01",27.3753
"2017-08-02",27.5803
"2017-08-03",27.842
"2017-08-04",28.0494
"2017-08-05",27.8386
"2017-08-06",27.2792
"2017-08-07",27.0413
"2017-08-08",27.0903
"2017-08-09",27.3039
"2017-08-10",27.0623
"2017-08-11",27.9665
"2017-08-12",27.7729
"2017-08-13",28.1092
"2017-08-14",26.8813
"2017-08-15",27.3667
"2017-08-16",27.353
"2017-08-17",27.4375
"2017-08-18",26.4042
"2017-08-19",26.4256
"2017-08-20",27.7768
"2017-08-21",27.8247
"2017-08-22",27.0293
"2017-08-23",27.8495
"2017-08-24",27.4745
"2017-08-25",28.2853
"2017-08-26",28.1978
"2017-08-27",27.9465
"2017-08-28",27.1487
"2017-08-29",27.6686
"2017-08-30",28.3491
"2017-08-31",28.121
"2017-09-01",26.4626
"2017-09-02",26.2583
"2017-09-03",26.167
"2017-09-04",26.8903
"2017-09-05",26.0135
"2017-09-06",25.8934
"2017-09-07",25.444
"2017-09-08",25.887
"2017-09-09",26.6309
"2017-09-10",26.8719
"2017-09-11",26.9224
"2017-09-12",26.308
"2017-09-13",24.4946
"2017-09-14",26.0387
"2017-09-15",27.3957
"2017-09-16",26.7865
"2017-09-17",26.6901
"2017-09-18",27.8709
"2017-09-19",28.0289
"2017-09-20",27.4666
"2017-09-21",26.9622
"2017-09-22",27.5279
"2017-09-23",27.79
"2017-09-24",27.1652
"2017-09-25",26.0144
"2017-09-26",26.5477
"2017-09-27",25.9943
"2017-09-28",27.002
"2017-09-29",27.9084
"2017-09-30",27.5288
"2017-10-01",27.3252
"2017-10-02",27.934
"2017-10-03",27.5364
"2017-10-04",27.6612
"2017-10-05",27.186
"2017-10-06",26.6516
"2017-10-07",26.7159
"2017-10-08",27.1779
"2017-10-09",26.702
"2017-10-10",27.3809
"2017-10-11",25.3676
"2017-10-12",26.2737
"2017-10-13",26.7667
"2017-10-14",25.4527
"2017-10-15",26.7865
"2017-10-16",27.5152
"2017-10-17",27.5963
"2017-10-18",27.543
"2017-10-19",26.7694
"2017-10-20",26.5538
"2017-10-21",27.5698
"2017-10-22",27.4266
"2017-10-23",27.5618
"2017-10-24",26.6063
"2017-10-25",26.2503
"2017-10-26",26.2363
"2017-10-27",26.5684
"2017-10-28",26.4979
"2017-10-29",25.6234
"2017-10-30",25.7481
"2017-10-31",25.6599
"2017-11-01",25.8328
"2017-11-02",25.8446
"2017-11-03",25.7251
"2017-11-04",25.8151
"2017-11-05",24.8695
"2017-11-06",24.9718
"2017-11-07",24.5232
"2017-11-08",25.0788
"2017-11-09",25.6005
"2017-11-10",26.0095
"2017-11-11",26.1331
"2017-11-12",26.1414
"2017-11-13",26.539
"2017-11-14",26.1333
"2017-11-15",26.2757
"2017-11-16",26.3404
"2017-11-17",26.8058
"2017-11-18",26.5652
"2017-11-19",25.815
"2017-11-20",24.9706
"2017-11-21",25.9576
"2017-11-22",25.3643
"2017-11-23",25.6437
"2017-11-24",25.3402
"2017-11-25",23.8719
"2017-11-26",24.7481
"2017-11-27",24.8132
"2017-11-28",24.7903
"2017-11-29",24.1981
"2017-11-30",24.0734
"2017-12-01",23.6387
"2017-12-02",24.6095
"2017-12-03",25.6361
"2017-12-04",24.9206
"2017-12-05",25.711
"2017-12-06",25.4621
"2017-12-07",25.4326
"2017-12-08",25.1273
"2017-12-09",25.1078
"2017-12-10",25.1839
"2017-12-11",26.0488
"2017-12-12",25.4349
"2017-12-13",25.4526
"2017-12-14",25.0007
"2017-12-15",25.369
"2017-12-16",25.3502
"2017-12-17",25.4752
"2017-12-18",24.9105
"2017-12-19",26.0309
"2017-12-20",23.5026
"2017-12-21",24.3578
"2017-12-22",25.2468
"2017-12-23",25.3473
"2017-12-24",25.1914
"2017-12-25",25.5991
"2017-12-26",25.5715
"2017-12-27",25.1682
"2017-12-28",24.9025
"2017-12-29",25.3826
"2017-12-30",24.9871
"2017-12-31",25.2955
"2018-01-01",25.6326
"2018-01-02",24.8284
"2018-01-03",24.5948
"2018-01-04",24.4914
"2018-01-05",24.04
"2018-01-06",23.6411
"2018-01-07",23.4923
"2018-01-08",23.742
"2018-01-09",24.8875
"2018-01-10",25.0792
"2018-01-11",24.9904
"2018-01-12",25.6114
"2018-01-13",25.6327
"2018-01-14",25.4852
"2018-01-15",24.996
"2018-01-16",24.7789
"2018-01-17",24.3559
"2018-01-18",24.6312
"2018-01-19",24.6031
"2018-01-20",25.0364
"2018-01-21",25.2581
"2018-01-22",25.4607
"2018-01-23",25.1399
"2018-01-24",25.2808
"2018-01-25",25.2951
"2018-01-26",25.686
"2018-01-27",25.1766
"2018-01-28",26.2489
"2018-01-29",26.4535
"2018-01-30",25.1916
"2018-01-31",24.6625
"2018-02-01",25.5176
"2018-02-02",25.6202
"2018-02-03",25.6469
"2018-02-04",24.8989
"2018-02-05",25.6764
"2018-02-06",25.8542
"2018-02-07",25.8107
"2018-02-08",25.0158
"2018-02-09",25.6558
"2018-02-10",25.5033
"2018-02-11",25.7914
"2018-02-12",25.7569
"2018-02-13",25.6149
"2018-02-14",25.6912
"2018-02-15",26.149
"2018-02-16",26.0294
"2018-02-17",25.4672
"2018-02-18",25.4575
"2018-02-19",25.3561
"2018-02-20",24.9827
"2018-02-21",25.7187
"2018-02-22",25.8147
"2018-02-23",26.5997
"2018-02-24",27.1303
"2018-02-25",25.908
"2018-02-26",25.6949
"2018-02-27",25.1418
"2018-02-28",26.249
"2018-03-01",26.7844
"2018-03-02",26.5803
"2018-03-03",26.2257
"2018-03-04",25.7715
"2018-03-05",26.3045
"2018-03-06",26.1608
"2018-03-07",26.4329
"2018-03-08",27.3139
"2018-03-09",25.0327
"2018-03-10",24.7558
"2018-03-11",24.6966
"2018-03-12",23.9986
"2018-03-13",25.4236
"2018-03-14",26.2206
"2018-03-15",26.3986
"2018-03-16",26.8133
"2018-03-17",26.8855
"2018-03-18",27.1769
"2018-03-19",26.6652
"2018-03-20",27.3946
"2018-03-21",26.5826
"2018-03-22",27.2512
"2018-03-23",27.2924
"2018-03-24",26.9604
"2018-03-25",26.9017
"2018-03-26",26.2573
"2018-03-27",26.4775
"2018-03-28",26.587
"2018-03-29",27.2905
"2018-03-30",27.8511
"2018-03-31",27.74
"2018-04-01",26.381
"2018-04-02",26.06
"2018-04-03",25.9883
"2018-04-04",26.7747
"2018-04-05",26.3806
"2018-04-06",25.3897
"2018-04-07",24.1371
"2018-04-08",26.2157
"2018-04-09",25.2734
"2018-04-10",25.8808
"2018-04-11",25.9644
"2018-04-12",25.6869
"2018-04-13",25.283
"2018-04-14",25.8264
"2018-04-15",26.3759
"2018-04-16",26.212
"2018-04-17",27.1772
"2018-04-18",25.3064
"2018-04-19",26.6577
"2018-04-20",26.6511
"2018-04-21",26.9655
"2018-04-22",26.9188
"2018-04-23",26.8728
"2018-04-24",26.606
"2018-04-25",26.4335
"2018-04-26",25.7383
"2018-04-27",26.7003
"2018-04-28",25.9023
"2018-04-29",26.3146
"2018-04-30",27.2894
"2018-05-01",27.8653
"2018-05-02",27.2116
"2018-05-03",26.5154
"2018-05-04",26.0063
"2018-05-05",25.9884
"2018-05-06",26.8243
"2018-05-07",26.4417
"2018-05-08",26.3555
"2018-05-09",26.1149
"2018-05-10",26.0334
"2018-05-11",26.4106
"2018-05-12",26.3573
"2018-05-13",26.6931
"2018-05-14",26.1878
"2018-05-15",26.3762
"2018-05-16",25.8202
"2018-05-17",25.105
"2018-05-18",25.2676
"2018-05-19",26.5581
"2018-05-20",25.5552
"2018-05-21",24.6405
"2018-05-22",26.5293
"2018-05-23",25.3176
"2018-05-24",25.6486
"2018-05-25",25.4714
"2018-05-26",26.1815
"2018-05-27",26.2616
"2018-05-28",27.1647
"2018-05-29",28.0506
"2018-05-30",28.1685
"2018-05-31",27.503
"2018-06-01",27.0541
"2018-06-02",26.9503
"2018-06-03",27.0958
"2018-06-04",27.1923
"2018-06-05",27.6307
"2018-06-06",26.767
"2018-06-07",25.8873
"2018-06-08",27.5283
"2018-06-09",27.4498
"2018-06-10",27.2438
"2018-06-11",27.6005
"2018-06-12",27.417
"2018-06-13",26.8025
"2018-06-14",27.1297
"2018-06-15",27.5057
"2018-06-16",26.5442
"2018-06-17",27.2898
"2018-06-18",26.815
"2018-06-19",26.7281
"2018-06-20",27.2028
"2018-06-21",26.7003
"2018-06-22",26.9612
"2018-06-23",27.0255
"2018-06-24",27.1813
"2018-06-25",27.2655
"2018-06-26",27.1326
"2018-06-27",26.9249
"2018-06-28",27.2479
"2018-06-29",27.0192
"2018-06-30",27.0735
"2018-07-01",27.3937
"2018-07-02",26.7737
"2018-07-03",27.5468
"2018-07-04",27.8594
"2018-07-05",27.8706
"2018-07-06",27.2979
"2018-07-07",27.6741
"2018-07-08",27.4948
"2018-07-09",26.8863
"2018-07-10",26.6428
"2018-07-11",26.1488
"2018-07-12",27.0471
"2018-07-13",27.5848
"2018-07-14",27.6839
"2018-07-15",26.8945
"2018-07-16",26.6008
"2018-07-17",27.4173
"2018-07-18",28.0033
"2018-07-19",27.3652
"2018-07-20",27.6385
"2018-07-21",27.8868
"2018-07-22",28.1154
"2018-07-23",28.2766
"2018-07-24",27.7569
"2018-07-25",27.6633
"2018-07-26",27.9612
"2018-07-27",27.7059
"2018-07-28",27.5522
"2018-07-29",27.4398
"2018-07-30",27.0083
"2018-07-31",26.6459
"2018-08-01",26.8438
"2018-08-02",27.1685
"2018-08-03",27.6649
"2018-08-04",27.8955
"2018-08-05",27.8094
"2018-08-06",27.6016
"2018-08-07",27.2789
"2018-08-08",25.9895
"2018-08-09",26.7495
"2018-08-10",27.278
"2018-08-11",27.5346
"2018-08-12",27.1226
"2018-08-13",27.3517
"2018-08-14",26.8388
"2018-08-15",25.946
"2018-08-16",26.2118
"2018-08-17",26.9896
"2018-08-18",26.3809
"2018-08-19",26.4799
"2018-08-20",27.037
"2018-08-21",27.3592
"2018-08-22",27.5483
"2018-08-23",27.9422
"2018-08-24",26.6425
"2018-08-25",27.1094
"2018-08-26",27.3934
"2018-08-27",27.7099
"2018-08-28",27.7842
"2018-08-29",27.3574
"2018-08-30",27.4881
"2018-08-31",27.7364
"2018-09-01",27.2236
"2018-09-02",27.605
"2018-09-03",27.5461
"2018-09-04",27.313
"2018-09-05",27.3082
"2018-09-06",27.9683
"2018-09-07",27.5695
"2018-09-08",28.1903
"2018-09-09",28.2156
"2018-09-10",27.7752
"2018-09-11",27.997
"2018-09-12",28.1365
"2018-09-13",27.9438
"2018-09-14",27.545
"2018-09-15",27.7252
"2018-09-16",28.1056
"2018-09-17",27.4562
"2018-09-18",27.7381
"2018-09-19",27.2267
"2018-09-20",26.9068
"2018-09-21",25.5493
"2018-09-22",26.6192
"2018-09-23",26.9346
"2018-09-24",25.6417
"2018-09-25",25.752
"2018-09-26",26.1663
"2018-09-27",25.5252
"2018-09-28",25.5791
"2018-09-29",25.8501
"2018-09-30",26.2085
"2018-10-01",26.0097
"2018-10-02",25.4853
"2018-10-03",25.437
"2018-10-04",26.2209
"2018-10-05",26.2188
"2018-10-06",25.621
"2018-10-07",25.3986
"2018-10-08",25.4866
"2018-10-09",24.8754
"2018-10-10",25.8707
"2018-10-11",24.9035
"2018-10-12",24.8824
"2018-10-13",24.9147
"2018-10-14",26.1475
"2018-10-15",25.8253
"2018-10-16",25.0292
"2018-10-17",24.9364
"2018-10-18",26.0644
