,"(deg C) Mean Temperature (ERA5) at Colombo, 2007-01-01 to 2025-12-31"
"2016-03-11",29.4085
"2016-03-12",29.2625
"2016-03-13",29.4342
"2016-03-14",29.5717
"2016-03-15",29.2936
"2016-03-16",29.6013
"2016-03-17",29.9296
"2016-03-18",30.2418
"2016-03-19",29.2177
"2016-03-20",29.8453
"2016-03-21",29.577
"2016-03-22",29.9881
"2016-03-23",30.3206
"2016-03-24",30.5237
"2016-03-25",30.4143
"2016-03-26",30.5569
"2016-03-27",29.9994
"2016-03-28",28.5522
"2016-03-29",29.0531
"2016-03-30",28.2318
"2016-03-31",29.4367
"2016-04-01",28.8627
"2016-04-02",29.9043
"2016-04-03",30.0138
"2016-04-04",29.3447
"2016-04-05",29.0655
"2016-04-06",29.2028
"2016-04-07",29.1132
"2016-04-08",30.0207
"2016-04-09",29.6887
"2016-04-10",29.2512
"2016-04-11",29.9646
"2016-04-12",30.2576
"2016-04-13",30.593
"2016-04-14",29.8151
"2016-04-15",30.1018
"2016-04-16",29.6025
"2016-04-17",29.2186
"2016-04-18",29.9246
"2016-04-19",28.5608
"2016-04-20",28.301
"2016-04-21",28.9108
"2016-04-22",29.8462
"2016-04-23",29.7955
"2016-04-24",30.2825
"2016-04-25",30.4653
"2016-04-26",29.1339
"2016-04-27",29.6769
"2016-04-28",29.2938
"2016-04-29",30.0146
"2016-04-30",28.1491
"2016-05-01",28.6495
"2016-05-02",28.9906
"2016-05-03",29.0192
"2016-05-04",28.7581
"2016-05-05",28.8265
"2016-05-06",28.5498
"2016-05-07",28.5172
"2016-05-08",28.1465
"2016-05-09",27.8698
"2016-05-10",27.3307
"2016-05-11",27.264
"2016-05-12",27.1848
"2016-05-13",27.4793
"2016-05-14",27.3823
"2016-05-15",25.7635
"2016-05-16",27.4214
"2016-05-17",26.7808
"2016-05-18",28.4214
"2016-05-19",27.7035
"2016-05-20",28.1467
"2016-05-21",28.1255
"2016-05-22",28.8405
"2016-05-23",28.8239
"2016-05-24",28.3259
"2016-05-25",28.7035
"2016-05-26",29.0274
"2016-05-27",27.1085
"2016-05-28",27.3805
"2016-05-29",27.9018
"2016-05-30",27.683
"2016-05-31",27.5886
"2016-06-01",28.1681
"2016-06-02",28.3043
"2016-06-03",28.3226
"2016-06-04",28.4356
"2016-06-05",28.1926
"2016-06-06",28.2317
"2016-06-07",27.5416
"2016-06-08",27.0421
"2016-06-09",27.5733
"2016-06-10",27.8485
"2016-06-11",28.2205
"2016-06-12",27.3441
"2016-06-13",27.812
"2016-06-14",28.4143
"2016-06-15",28.5817
"2016-06-16",28.2801
"2016-06-17",27.831
"2016-06-18",27.3241
"2016-06-19",27.6424
"2016-06-20",27.4866
"2016-06-21",27.2463
"2016-06-22",27.8008
"2016-06-23",27.9255
"2016-06-24",27.938
"2016-06-25",27.9324
"2016-06-26",27.868
"2016-06-27",27.763
"2016-06-28",27.3653
"2016-06-29",27.4987
"2016-06-30",27.9816
"2016-07-01",27.9217
"2016-07-02",28.2019
"2016-07-03",28.4692
"2016-07-04",28.1352
"2016-07-05",28.0905
"2016-07-06",28.0695
"2016-07-07",28.2064
"2016-07-08",27.8475
"2016-07-09",27.733
"2016-07-10",27.7055
"2016-07-11",28.0201
"2016-07-12",27.7067
"2016-07-13",27.4896
"2016-07-14",27.524
"2016-07-15",27.0699
"2016-07-16",27.0713
"2016-07-17",26.4723
"2016-07-18",27.2187
"2016-07-19",27.5886
"2016-07-20",27.6204
"2016-07-21",27.4568
"2016-07-22",27.569
"2016-07-23",26.9986
"2016-07-24",26.5995
"2016-07-25",26.8237
"2016-07-26",26.5233
"2016-07-27",26.4623
"2016-07-28",27.2367
"2016-07-29",27.0211
"2016-07-30",27.2261
"2016-07-31",27.3264
"2016-08-01",27.7063
"2016-08-02",27.8754
"2016-08-03",27.9369
"2016-08-04",27.7328
"2016-08-05",28.07
"2016-08-06",28.211
"2016-08-07",27.9221
"2016-08-08",27.8282
"2016-08-09",27.5553
"2016-08-10",27.9131
"2016-08-11",27.7048
"2016-08-12",27.6959
"2016-08-13",27.5599
"2016-08-14",27.5813
"2016-08-15",27.5903
"2016-08-16",27.4738
"2016-08-17",27.6293
"2016-08-18",27.4568
"2016-08-19",27.7453
"2016-08-20",27.5177
"2016-08-21",27.3616
"2016-08-22",27.0502
"2016-08-23",27.0618
"2016-08-24",27.581
"2016-08-25",27.2308
"2016-08-26",27.196
"2016-08-27",26.9308
"2016-08-28",27.0695
"2016-08-29",27.0006
"2016-08-30",26.7576
"2016-08-31",26.607
"2016-09-01",26.9806
"2016-09-02",26.3485
"2016-09-03",26.9781
"2016-09-04",26.7754
"2016-09-05",27.2938
"2016-09-06",27.218
"2016-09-07",27.282
"2016-09-08",26.6942
"2016-09-09",27.0306
"2016-09-10",27.1566
"2016-09-11",27.2797
"2016-09-12",27.0161
"2016-09-13",27.2189
"2016-09-14",27.4402
"2016-09-15",27.1388
"2016-09-16",27.3564
"2016-09-17",27.2545
"2016-09-18",26.9192
"2016-09-19",27.2434
"2016-09-20",27.3704
"2016-09-21",27.3596
"2016-09-22",27.3772
"2016-09-23",27.3367
"2016-09-24",27.5308
"2016-09-25",27.3256
"2016-09-26",27.4734
"2016-09-27",27.5402
"2016-09-28",27.3152
"2016-09-29",26.976
"2016-09-30",27.1497
"2016-10-01",27.3897
"2016-10-02",27.0195
"2016-10-03",27.1148
"2016-10-04",27.4516
"2016-10-05",27.803
"2016-10-06",27.7444
"2016-10-07",27.312
"2016-10-08",27.719
"2016-10-09",27.727
"2016-10-10",27.9046
"2016-10-11",27.947
"2016-10-12",28.0135
"2016-10-13",28.2796
"2016-10-14",27.2311
"2016-10-15",26.8947
"2016-10-16",26.8657
"2016-10-17",27.3116
"2016-10-18",27.6602
"2016-10-19",27.291
"2016-10-20",27.7561
"2016-10-21",27.2752
"2016-10-22",27.1574
"2016-10-23",26.8485
"2016-10-24",25.603
"2016-10-25",26.7907
"2016-10-26",27.0266
"2016-10-27",26.9721
"2016-10-28",27.654
"2016-10-29",27.4447
"2016-10-30",26.7854
"2016-10-31",26.6966
"2016-11-01",26.4026
"2016-11-02",26.4018
"2016-11-03",25.923
"2016-11-04",25.0373
"2016-11-05",26.4113
"2016-11-06",25.9008
"2016-11-07",27.292
"2016-11-08",26.9022
"2016-11-09",26.5322
"2016-11-10",27.4909
"2016-11-11",27.4885
"2016-11-12",27.155
"2016-11-13",27.0058
"2016-11-14",26.7365
"2016-11-15",26.8396
"2016-11-16",26.3536
"2016-11-17",26.0198
"2016-11-18",26.6793
"2016-11-19",26.0622
"2016-11-20",26.1009
"2016-11-21",26.3807
"2016-11-22",26.6807
"2016-11-23",26.9973
"2016-11-24",27.4429
"2016-11-25",27.8501
"2016-11-26",27.276
"2016-11-27",26.6221
"2016-11-28",26.0092
"2016-11-29",26.1236
"2016-11-30",25.3671
"2016-12-01",25.795
"2016-12-02",26.7751
"2016-12-03",27.2209
"2016-12-04",27.1352
"2016-12-05",27.5668
"2016-12-06",27.2748
"2016-12-07",27.4972
"2016-12-08",26.9482
"2016-12-09",26.5294
"2016-12-10",26.9457
"2016-12-11",27.5329
"2016-12-12",27.6764
"2016-12-13",26.9785
"2016-12-14",26.6434
"2016-12-15",26.9758
"2016-12-16",27.2847
"2016-12-17",27.0071
"2016-12-18",27.1728
"2016-12-19",26.0777
"2016-12-20",26.9597
"2016-12-21",27.3584
"2016-12-22",27.3782
"2016-12-23",25.7797
"2016-12-24",25.0643
"2016-12-25",25.5305
"2016-12-26",27.172
"2016-12-27",27.0998
"2016-12-28",26.7386
"2016-12-29",26.9904
"2016-12-30",27.2132
"2016-12-31",27.2743
"2017-01-01",26.9961
"2017-01-02",27.049
"2017-01-03",27.2667
"2017-01-04",25.9565
"2017-01-05",25.8855
"2017-01-06",25.8176
"2017-01-07",25.6895
"2017-01-08",26.0556
"2017-01-09",25.5822
"2017-01-10",25.6479
"2017-01-11",25.9331
"2017-01-12",26.0243
"2017-01-13",26.5931
"2017-01-14",26.8531
"2017-01-15",27.6493
"2017-01-16",27.3469
"2017-01-17",26.6315
"2017-01-18",26.7368
"2017-01-19",27.3526
"2017-01-20",26.4585
"2017-01-21",27.5496
"2017-01-22",26.5328
"2017-01-23",25.9844
"2017-01-24",25.5182
"2017-01-25",26.4085
"2017-01-26",26.9613
"2017-01-27",25.1148
"2017-01-28",26.5193
"2017-01-29",27.274
"2017-01-30",26.4199
"2017-01-31",26.4855
"2017-02-01",26.3784
"2017-02-02",26.3174
"2017-02-03",26.0171
"2017-02-04",25.8745
"2017-02-05",26.1108
"2017-02-06",26.1592
"2017-02-07",25.4969
"2017-02-08",25.6663
"2017-02-09",26.2034
"2017-02-10",26.8066
"2017-02-11",27.1988
"2017-02-12",27.5485
"2017-02-13",28.051
"2017-02-14",27.626
"2017-02-15",28.0792
"2017-02-16",28.2853
"2017-02-17",28.5035
"2017-02-18",28.251
"2017-02-19",26.7467
"2017-02-20",26.9251
"2017-02-21",27.3111
"2017-02-22",27.4091
"2017-02-23",27.9026
"2017-02-24",27.7577
"2017-02-25",27.1832
"2017-02-26",26.3934
"2017-02-27",27.8876
"2017-02-28",27.232
"2017-03-01",25.961
"2017-03-02",27.4135
"2017-03-03",27.3791
"2017-03-04",27.4284
"2017-03-05",28.4206
"2017-03-06",28.6782
"2017-03-07",28.1169
"2017-03-08",28.2326
"2017-03-09",28.0219
"2017-03-10",26.7744
"2017-03-11",26.6727
"2017-03-12",27.4539
"2017-03-13",27.2652
"2017-03-14",27.2919
"2017-03-15",26.7312
"2017-03-16",26.9461
"2017-03-17",27.9892
"2017-03-18",28.2162
"2017-03-19",28.1835
"2017-03-20",27.9448
"2017-03-21",28.3278
"2017-03-22",28.6949
"2017-03-23",28.1412
"2017-03-24",28.3336
"2017-03-25",27.9044
"2017-03-26",28.2223
"2017-03-27",27.9185
"2017-03-28",27.9
"2017-03-29",27.2862
"2017-03-30",27.8021
"2017-03-31",28.108
"2017-04-01",28.436
"2017-04-02",27.809
"2017-04-03",28.0041
"2017-04-04",27.746
"2017-04-05",28.4765
"2017-04-06",28.6424
"2017-04-07",28.8853
"2017-04-08",28.9329
"2017-04-09",28.4387
"2017-04-10",28.8076
"2017-04-11",27.8471
"2017-04-12",27.4709
"2017-04-13",26.8707
"2017-04-14",28.2455
"2017-04-15",29.2672
"2017-04-16",29.32
"2017-04-17",29.2866
"2017-04-18",29.0838
"2017-04-19",29.0948
"2017-04-20",28.9879
"2017-04-21",29.1149
"2017-04-22",28.9727
"2017-04-23",29.1788
"2017-04-24",28.6512
"2017-04-25",28.604
"2017-04-26",28.9011
"2017-04-27",28.8841
"2017-04-28",28.9573
"2017-04-29",28.7708
"2017-04-30",28.9653
"2017-05-01",28.5455
"2017-05-02",28.1027
"2017-05-03",28.3409
"2017-05-04",28.7796
"2017-05-05",29.1038
"2017-05-06",27.8353
"2017-05-07",27.6108
"2017-05-08",28.2144
"2017-05-09",28.4966
"2017-05-10",28.3162
"2017-05-11",28.054
"2017-05-12",28.5655
"2017-05-13",29.1171
"2017-05-14",28.5233
"2017-05-15",28.7921
"2017-05-16",29.0372
"2017-05-17",29.3163
"2017-05-18",27.5873
"2017-05-19",28.1779
"2017-05-20",28.391
"2017-05-21",27.9139
"2017-05-22",28.0846
"2017-05-23",28.0734
"2017-05-24",26.7776
"2017-05-25",26.8834
"2017-05-26",26.9841
"2017-05-27",28.1701
"2017-05-28",28.0687
"2017-05-29",27.8476
"2017-05-30",27.1735
"2017-05-31",27.303
"2017-06-01",27.3008
"2017-06-02",27.1662
"2017-06-03",27.6084
"2017-06-04",28.1008
"2017-06-05",27.5463
"2017-06-06",27.4561
"2017-06-07",27.4469
"2017-06-08",28.1405
"2017-06-09",27.9948
"2017-06-10",27.4511
"2017-06-11",27.1394
"2017-06-12",27.5497
"2017-06-13",27.5474
"2017-06-14",26.9834
"2017-06-15",26.8605
"2017-06-16",27.2009
"2017-06-17",28.0668
"2017-06-18",27.6554
"2017-06-19",27.3097
"2017-06-20",27.5856
"2017-06-21",27.7871
"2017-06-22",27.6464
"2017-06-23",27.0688
"2017-06-24",26.6494
"2017-06-25",26.7671
"2017-06-26",26.6844
"2017-06-27",26.26
"2017-06-28",27.546
"2017-06-29",27.9
"2017-06-30",27.9398
"2017-07-01",27.6497
"2017-07-02",27.7998
"2017-07-03",28.0177
"2017-07-04",28.3166
"2017-07-05",28.0912
"2017-07-06",28.0218
"2017-07-07",27.8395
"2017-07-08",27.4421
"2017-07-09",26.2074
"2017-07-10",26.9119
"2017-07-11",27.5052
"2017-07-12",27.7948
"2017-07-13",27.5928
"2017-07-14",27.9724
"2017-07-15",27.8721
"2017-07-16",27.6345
"2017-07-17",28.1049
"2017-07-18",27.8985
"2017-07-19",27.0807
"2017-07-20",27.7143
"2017-07-21",27.6431
"2017-07-22",28.4866
"2017-07-23",28.1887
"2017-07-24",28.3427
"2017-07-25",28.3724
"2017-07-26",28.3863
"2017-07-27",27.9244
"2017-07-28",27.8108
"2017-07-29",27.5888
"2017-07-30",27.4051
"2017-07-31",27.0267
"2017-08-01",27.1939
"2017-08-02",27.7173
"2017-08-03",27.6902
"2017-08-04",27.7229
"2017-08-05",27.5825
"2017-08-06",27.3789
"2017-08-07",27.2851
"2017-08-08",27.449
"2017-08-09",27.2603
"2017-08-10",27.2464
"2017-08-11",27.4772
"2017-08-12",27.3132
"2017-08-13",27.5159
"2017-08-14",26.8189
"2017-08-15",27.2563
"2017-08-16",27.2269
"2017-08-17",27.2538
"2017-08-18",26.3551
"2017-08-19",27.3414
"2017-08-20",27.2502
"2017-08-21",27.4866
"2017-08-22",27.27
"2017-08-23",27.419
"2017-08-24",27.3713
"2017-08-25",27.7845
"2017-08-26",27.5776
"2017-08-27",27.451
"2017-08-28",27.0792
"2017-08-29",27.1603
"2017-08-30",27.6294
"2017-08-31",27.703
"2017-09-01",26.8869
"2017-09-02",27.1327
"2017-09-03",26.9622
"2017-09-04",27.3354
"2017-09-05",26.2882
"2017-09-06",26.3211
"2017-09-07",26.0231
"2017-09-08",26.1681
"2017-09-09",26.4365
"2017-09-10",27.1311
"2017-09-11",27.504
"2017-09-12",27.2783
"2017-09-13",25.3557
"2017-09-14",26.593
"2017-09-15",27.9471
"2017-09-16",27.4799
"2017-09-17",27.0085
"2017-09-18",27.8955
"2017-09-19",28.0702
"2017-09-20",27.4185
"2017-09-21",27.1465
"2017-09-22",27.6523
"2017-09-23",27.7876
"2017-09-24",27.3463
"2017-09-25",26.3312
"2017-09-26",26.5548
"2017-09-27",26.2339
"2017-09-28",26.8494
"2017-09-29",27.7577
"2017-09-30",27.2391
"2017-10-01",26.9505
"2017-10-02",27.6714
"2017-10-03",27.1597
"2017-10-04",27.167
"2017-10-05",26.724
"2017-10-06",26.3376
"2017-10-07",26.6135
"2017-10-08",27.3859
"2017-10-09",26.8704
"2017-10-10",27.412
"2017-10-11",26.1929
"2017-10-12",26.5211
"2017-10-13",26.6681
"2017-10-14",25.9113
"2017-10-15",26.9899
"2017-10-16",27.8164
"2017-10-17",27.8898
"2017-10-18",27.5003
"2017-10-19",26.656
"2017-10-20",26.5662
"2017-10-21",27.5042
"2017-10-22",27.12
"2017-10-23",27.5615
"2017-10-24",27.292
"2017-10-25",27.6223
"2017-10-26",27.1145
"2017-10-27",27.2973
"2017-10-28",27.2927
"2017-10-29",26.7312
"2017-10-30",26.744
"2017-10-31",26.018
"2017-11-01",26.7503
"2017-11-02",26.0707
"2017-11-03",26.5392
"2017-11-04",26.4529
"2017-11-05",25.9283
"2017-11-06",26.4826
"2017-11-07",26.0076
"2017-11-08",26.0026
"2017-11-09",26.5651
"2017-11-10",26.5324
"2017-11-11",26.6979
"2017-11-12",27.3872
"2017-11-13",27.4719
"2017-11-14",27.5412
"2017-11-15",27.4968
"2017-11-16",27.5091
"2017-11-17",27.6308
"2017-11-18",27.9771
"2017-11-19",27.0294
"2017-11-20",26.2145
"2017-11-21",26.8518
"2017-11-22",26.7671
"2017-11-23",27.0985
"2017-11-24",27.2113
"2017-11-25",25.4853
"2017-11-26",25.2984
"2017-11-27",25.8449
"2017-11-28",26.5373
"2017-11-29",25.9347
"2017-11-30",24.9504
"2017-12-01",24.9326
"2017-12-02",25.4467
"2017-12-03",26.455
"2017-12-04",26.6589
"2017-12-05",27.0837
"2017-12-06",26.7358
"2017-12-07",26.7468
"2017-12-08",26.2455
"2017-12-09",26.1809
"2017-12-10",27.2581
"2017-12-11",27.4297
"2017-12-12",26.7084
"2017-12-13",26.8579
"2017-12-14",26.2729
"2017-12-15",26.99
"2017-12-16",27.1627
"2017-12-17",27.5198
"2017-12-18",27.0076
"2017-12-19",26.9
"2017-12-20",25.4597
"2017-12-21",26.2374
"2017-12-22",26.8479
"2017-12-23",26.9235
"2017-12-24",26.9117
"2017-12-25",27.2693
"2017-12-26",27.0319
"2017-12-27",27.1436
"2017-12-28",26.5861
"2017-12-29",26.6645
"2017-12-30",27.0566
"2017-12-31",27.2163
"2018-01-01",27.2208
"2018-01-02",27.5144
"2018-01-03",27.3458
"2018-01-04",27.0445
"2018-01-05",26.1675
"2018-01-06",25.7237
"2018-01-07",25.453
"2018-01-08",26.1387
"2018-01-09",26.6221
"2018-01-10",27.1324
"2018-01-11",27.3688
"2018-01-12",27.4407
"2018-01-13",27.0213
"2018-01-14",27.2989
"2018-01-15",26.7868
"2018-01-16",26.7294
"2018-01-17",26.1806
"2018-01-18",26.4701
"2018-01-19",26.5019
"2018-01-20",26.3575
"2018-01-21",26.8142
"2018-01-22",26.789
"2018-01-23",26.6344
"2018-01-24",26.911
"2018-01-25",26.9894
"2018-01-26",27.1737
"2018-01-27",27.3986
"2018-01-28",26.5108
"2018-01-29",27.5805
"2018-01-30",27.4075
"2018-01-31",26.3
"2018-02-01",27.3942
"2018-02-02",27.364
"2018-02-03",27.6109
"2018-02-04",26.6871
"2018-02-05",27.5468
"2018-02-06",27.2007
"2018-02-07",27.1528
"2018-02-08",27.0069
"2018-02-09",27.6325
"2018-02-10",27.7388
"2018-02-11",28.0826
"2018-02-12",28.4403
"2018-02-13",28.1927
"2018-02-14",28.2145
"2018-02-15",29.1276
"2018-02-16",29.0433
"2018-02-17",28.4378
"2018-02-18",27.6969
"2018-02-19",27.6089
"2018-02-20",27.3619
"2018-02-21",27.412
"2018-02-22",27.7443
"2018-02-23",28.5307
"2018-02-24",29.6153
"2018-02-25",28.2827
"2018-02-26",27.6092
"2018-02-27",27.1066
"2018-02-28",27.2546
"2018-03-01",28.4812
"2018-03-02",28.2306
"2018-03-03",27.5835
"2018-03-04",27.4672
"2018-03-05",28.3614
"2018-03-06",28.1162
"2018-03-07",28.2533
"2018-03-08",28.4752
"2018-03-09",27.5456
"2018-03-10",27.437
"2018-03-11",27.9581
"2018-03-12",26.229
"2018-03-13",27.1719
"2018-03-14",27.7358
"2018-03-15",28.2811
"2018-03-16",28.5601
"2018-03-17",28.2045
"2018-03-18",28.7833
"2018-03-19",28.5507
"2018-03-20",29.063
"2018-03-21",28.4952
"2018-03-22",28.8962
"2018-03-23",28.7264
"2018-03-24",28.8024
"2018-03-25",28.7741
"2018-03-26",28.0151
"2018-03-27",27.7888
"2018-03-28",28.0754
"2018-03-29",28.5247
"2018-03-30",29.1977
"2018-03-31",28.3716
"2018-04-01",27.7704
"2018-04-02",27.5174
"2018-04-03",28.1952
"2018-04-04",28.8777
"2018-04-05",28.4051
"2018-04-06",27.5945
"2018-04-07",26.6517
"2018-04-08",28.0229
"2018-04-09",27.2531
"2018-04-10",28.0814
"2018-04-11",27.2462
"2018-04-12",27.2192
"2018-04-13",26.2453
"2018-04-14",27.0721
"2018-04-15",27.9332
"2018-04-16",28.1189
"2018-04-17",28.0287
"2018-04-18",26.9446
"2018-04-19",28.2094
"2018-04-20",28.2574
"2018-04-21",28.7239
"2018-04-22",28.2624
"2018-04-23",28.7022
"2018-04-24",28.3437
"2018-04-25",27.8654
"2018-04-26",27.4268
"2018-04-27",27.9352
"2018-04-28",27.2326
"2018-04-29",27.568
"2018-04-30",28.5889
"2018-05-01",29.0665
"2018-05-02",28.1217
"2018-05-03",27.8884
"2018-05-04",27.6688
"2018-05-05",27.4413
"2018-05-06",28.0921
"2018-05-07",27.5035
"2018-05-08",27.3488
"2018-05-09",27.24
"2018-05-10",27.2157
"2018-05-11",27.7292
"2018-05-12",27.1853
"2018-05-13",27.3948
"2018-05-14",27.2972
"2018-05-15",27.9267
"2018-05-16",27.05
"2018-05-17",26.5202
"2018-05-18",26.4471
"2018-05-19",27.6288
"2018-05-20",26.4586
"2018-05-21",25.7794
"2018-05-22",27.2952
"2018-05-23",25.7825
"2018-05-24",26.2603
"2018-05-25",25.954
"2018-05-26",26.8089
"2018-05-27",27.1563
"2018-05-28",28.044
"2018-05-29",28.7743
"2018-05-30",28.8772
"2018-05-31",28.2285
"2018-06-01",27.2411
"2018-06-02",27.087
"2018-06-03",27.4512
"2018-06-04",27.6253
"2018-06-05",27.9717
"2018-06-06",27.4289
"2018-06-07",26.975
"2018-06-08",27.9955
"2018-06-09",27.8154
"2018-06-10",27.8042
"2018-06-11",27.8984
"2018-06-12",28.035
"2018-06-13",27.1566
"2018-06-14",27.5395
"2018-06-15",27.4855
"2018-06-16",26.3589
"2018-06-17",27.6712
"2018-06-18",26.936
"2018-06-19",27.1136
"2018-06-20",27.1789
"2018-06-21",26.806
"2018-06-22",27.06
"2018-06-23",27.1152
"2018-06-24",27.1811
"2018-06-25",27.1655
"2018-06-26",27.3094
"2018-06-27",27.106
"2018-06-28",27.2314
"2018-06-29",26.968
"2018-06-30",27.0522
"2018-07-01",27.3643
"2018-07-02",26.9352
"2018-07-03",27.6106
"2018-07-04",27.8093
"2018-07-05",27.7277
"2018-07-06",27.6172
"2018-07-07",27.7367
"2018-07-08",27.5055
"2018-07-09",26.6723
"2018-07-10",26.5146
"2018-07-11",26.034
"2018-07-12",27.016
"2018-07-13",27.3136
"2018-07-14",27.3224
"2018-07-15",26.486
"2018-07-16",26.466
"2018-07-17",27.0076
"2018-07-18",27.0586
"2018-07-19",26.8255
"2018-07-20",27.129
"2018-07-21",27.2587
"2018-07-22",27.2024
"2018-07-23",27.221
"2018-07-24",26.906
"2018-07-25",26.77
"2018-07-26",26.9107
"2018-07-27",26.8535
"2018-07-28",26.8178
"2018-07-29",26.8829
"2018-07-30",26.6144
"2018-07-31",26.3092
"2018-08-01",26.4766
"2018-08-02",26.7631
"2018-08-03",27.0158
"2018-08-04",27.3103
"2018-08-05",27.2074
"2018-08-06",27.1289
"2018-08-07",26.7578
"2018-08-08",25.6629
"2018-08-09",26.4609
"2018-08-10",26.7955
"2018-08-11",27.1302
"2018-08-12",26.98
"2018-08-13",26.975
"2018-08-14",26.499
"2018-08-15",26.1625
"2018-08-16",26.5296
"2018-08-17",26.5904
"2018-08-18",26.4687
"2018-08-19",26.426
"2018-08-20",26.5068
"2018-08-21",26.4812
"2018-08-22",26.4617
"2018-08-23",26.6305
"2018-08-24",26.0569
"2018-08-25",26.5156
"2018-08-26",26.4679
"2018-08-27",26.7159
"2018-08-28",26.9501
"2018-08-29",26.5812
"2018-08-30",26.575
"2018-08-31",26.9382
"2018-09-01",26.6251
"2018-09-02",26.8166
"2018-09-03",26.8517
"2018-09-04",26.8038
"2018-09-05",27.024
"2018-09-06",27.7385
"2018-09-07",27.5981
"2018-09-08",27.2494
"2018-09-09",27.4441
"2018-09-10",27.2188
"2018-09-11",27.723
"2018-09-12",28.0243
"2018-09-13",27.7802
"2018-09-14",28.0596
"2018-09-15",27.798
"2018-09-16",28.1499
"2018-09-17",27.8149
"2018-09-18",27.9724
"2018-09-19",27.4316
"2018-09-20",26.8737
"2018-09-21",25.9806
"2018-09-22",26.9226
"2018-09-23",27.1412
"2018-09-24",25.8906
"2018-09-25",26.398
"2018-09-26",27.018
"2018-09-27",26.4997
"2018-09-28",26.4278
"2018-09-29",26.2407
"2018-09-30",26.4651
"2018-10-01",26.5814
"2018-10-02",26.4013
"2018-10-03",26.2944
"2018-10-04",27.2653
"2018-10-05",26.9987
"2018-10-06",26.0548
"2018-10-07",26.304
"2018-10-08",25.9067
"2018-10-09",26.2099
"2018-10-10",26.678
"2018-10-11",26.5306
"2018-10-12",26.361
"2018-10-13",26.2622
"2018-10-14",27.3172
"2018-10-15",27.2224
"2018-10-16",26.0116
"2018-10-17",26.2172
"2018-10-18",27.4799
"2018-10-19",27.0016
"2018-10-20",26.0941
"2018-10-21",26.8262
"2018-10-22",26.3457
"2018-10-23",26.5324
"2018-10-24",26.2292
"2018-10-25",26.2071
"2018-10-26",26.217
"2018-10-27",26.5293
"2018-10-28",26.4726
"2018-10-29",27.3165
"2018-10-30",27.8181
"2018-10-31",26.9754
"2018-11-01",25.7509
"2018-11-02",26.5515
"2018-11-03",26.1726
"2018-11-04",27.5017
"2018-11-05",25.9148
"2018-11-06",24.3303
"2018-11-07",26.073
"2018-11-08",26.3918
"2018-11-09",25.649
"2018-11-10",27.0593
"2018-11-11",27.0829
"2018-11-12",26.696
"2018-11-13",27.0294
"2018-11-14",27.446
"2018-11-15",27.5124
"2018-11-16",27.0826
"2018-11-17",26.79
"2018-11-18",26.3379
"2018-11-19",26.6132
"2018-11-20",25.8194
"2018-11-21",27.0178
"2018-11-22",27.612
"2018-11-23",26.9246
"2018-11-24",26.3702
"2018-11-25",26.8074
"2018-11-26",27.2281
"2018-11-27",27.206
"2018-11-28",26.2162
"2018-11-29",26.6292
"2018-11-30",26.9799
"2018-12-01",27.3048
"2018-12-02",27.3445
"2018-12-03",26.8027
"2018-12-04",27.2859
"2018-12-05",26.7638
"2018-12-06",27.0153
"2018-12-07",27.1444
"2018-12-08",27.5153
"2018-12-09",26.8346
"2018-12-10",26.5455
"2018-12-11",25.9468
"2018-12-12",26.1754
"2018-12-13",26.0365
"2018-12-14",26.5529
"2018-12-15",26.5817
"2018-12-16",26.1839
"2018-12-17",26.4488
"2018-12-18",26.7794
"2018-12-19",27.07
"2018-12-20",27.0677
"2018-12-21",25.6188
"2018-12-22",26.0777
"2018-12-23",26.3357
"2018-12-24",26.3675
"2018-12-25",27.1008
"2018-12-26",26.5532
"2018-12-27",26.7436
"2018-12-28",27.0028
"2018-12-29",27.1213
"2018-12-30",27.0019
"2018-12-31",26.8626
"2019-01-01",26.7096
"2019-01-02",26.352
"2019-01-03",26.6266
"2019-01-04",26.7881
"2019-01-05",27.051
"2019-01-06",27.076
"2019-01-07",27.3473
"2019-01-08",27.7977
"2019-01-09",28.0322
"2019-01-10",28.0137
"2019-01-11",27.8054
"2019-01-12",27.6141
"2019-01-13",27.4484
"2019-01-14",27.1995
"2019-01-15",27.7281
"2019-01-16",27.4299
"2019-01-17",26.9553
"2019-01-18",26.3228
"2019-01-19",25.9379
"2019-01-20",26.4046
"2019-01-21",26.6154
"2019-01-22",27.0192
"2019-01-23",27.5892
"2019-01-24",27.8726
"2019-01-25",28.1977
"2019-01-26",28.4398
"2019-01-27",27.6198
"2019-01-28",27.3087
"2019-01-29",27.995
"2019-01-30",28.2896
"2019-01-31",28.7817
"2019-02-01",28.6202
"2019-02-02",28.6402
"2019-02-03",28.6343
"2019-02-04",26.9571
"2019-02-05",26.9507
"2019-02-06",27.3347
"2019-02-07",28.0178
"2019-02-08",26.9921
"2019-02-09",26.0771
"2019-02-10",27.5204
"2019-02-11",28.0972
"2019-02-12",28.0547
"2019-02-13",28.3365
"2019-02-14",27.946
"2019-02-15",27.6187
"2019-02-16",26.9675
"2019-02-17",27.6806
"2019-02-18",27.9969
"2019-02-19",28.4673
"2019-02-20",28.0894
"2019-02-21",28.2563
"2019-02-22",28.2832
"2019-02-23",27.5629
"2019-02-24",27.7838
"2019-02-25",28.666
"2019-02-26",28.3581
