,"(mm) Precipitation (CHIRPS) at Matara, 2007-01-01 to 2025-12-31"
"2013-05-21",0.5689
"2013-05-22",0.0503
"2013-05-23",0
"2013-05-24",0.7673
"2013-05-25",0
"2013-05-26",0
"2013-05-27",6.07
"2013-05-28",0.9255
"2013-05-29",0
"2013-05-30",0.5849
"2013-05-31",47.3814
"2013-06-01",39.8219
"2013-06-02",8.5961
"2013-06-03",1.0074
"2013-06-04",5.6058
"2013-06-05",6.1845
"2013-06-06",5.2645
"2013-06-07",3.2804
"2013-06-08",76.1622
"2013-06-09",0.9967
"2013-06-10",0
"2013-06-11",15.5252
"2013-06-12",54.842
"2013-06-13",6.3733
"2013-06-14",0.6161
"2013-06-15",18.6978
"2013-06-16",8.5958
"2013-06-17",39.1368
"2013-06-18",12.0147
"2013-06-19",0
"2013-06-20",0
"2013-06-21",3.0278
"2013-06-22",35.6883
"2013-06-23",22.3289
"2013-06-24",0
"2013-06-25",0
"2013-06-26",1.2666
"2013-06-27",0
"2013-06-28",10.3837
"2013-06-29",40.17
"2013-06-30",1.4102
"2013-07-01",4.5731
"2013-07-02",0.6389
"2013-07-03",0
"2013-07-04",0
"2013-07-05",0
"2013-07-06",8.3702
"2013-07-07",3.7817
"2013-07-08",0.1058
"2013-07-09",7.0285
"2013-07-10",19.9472
"2013-07-11",0.1093
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0.9872
"2013-07-16",1.5702
"2013-07-17",9.7303
"2013-07-18",0.7182
"2013-07-19",0.4009
"2013-07-20",1.4263
"2013-07-21",37.5695
"2013-07-22",9.4867
"2013-07-23",0
"2013-07-24",13.2607
"2013-07-25",32.5187
"2013-07-26",50.0665
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",1.5311
"2013-08-03",0.8957
"2013-08-04",18.5099
"2013-08-05",0.2361
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0
"2013-08-09",0.1808
"2013-08-10",0.129
"2013-08-11",0.0911
"2013-08-12",0.0694
"2013-08-13",1.9622
"2013-08-14",0
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",2.6424
"2013-08-22",0.1478
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0.2357
"2013-08-27",0
"2013-08-28",4.9069
"2013-08-29",1.287
"2013-08-30",0.0554
"2013-08-31",3.7916
"2013-09-01",0.8412
"2013-09-02",0.8449
"2013-09-03",0
"2013-09-04",0.4457
"2013-09-05",12.8537
"2013-09-06",55.0851
"2013-09-07",14.9957
"2013-09-08",15.2962
"2013-09-09",0
"2013-09-10",31.975
"2013-09-11",44.9467
"2013-09-12",45.1225
"2013-09-13",0.2883
"2013-09-14",0.052
"2013-09-15",0
"2013-09-16",1.3895
"2013-09-17",0
"2013-09-18",58.8777
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",3.5948
"2013-10-05",0
"2013-10-06",0.0379
"2013-10-07",0
"2013-10-08",0
"2013-10-09",1.5125
"2013-10-10",11.1748
"2013-10-11",23.4997
"2013-10-12",47.3246
"2013-10-13",0
"2013-10-14",0
"2013-10-15",0
"2013-10-16",16.1955
"2013-10-17",17.9325
"2013-10-18",46.9223
"2013-10-19",16.3656
"2013-10-20",7.6762
"2013-10-21",0
"2013-10-22",1.2677
"2013-10-23",0.9775
"2013-10-24",0.179
"2013-10-25",22.0953
"2013-10-26",0
"2013-10-27",1.8432
"2013-10-28",2.668
"2013-10-29",13.1594
"2013-10-30",21.0316
"2013-10-31",7.7771
"2013-11-01",1.1868
"2013-11-02",29.8053
"2013-11-03",17.7717
"2013-11-04",4.9905
"2013-11-05",0.2541
"2013-11-06",6.9537
"2013-11-07",0.525
"2013-11-08",15.088
"2013-11-09",0.805
"2013-11-10",1.7475
"2013-11-11",10.0192
"2013-11-12",18.0713
"2013-11-13",0.1791
"2013-11-14",0.2284
"2013-11-15",0
"2013-11-16",11.6891
"2013-11-17",0
"2013-11-18",1.2881
"2013-11-19",14.1095
"2013-11-20",11.5465
"2013-11-21",3.3523
"2013-11-22",9.9605
"2013-11-23",17.4405
"2013-11-24",15.0213
"2013-11-25",16.0062
"2013-11-26",0.2857
"2013-11-27",3.2144
"2013-11-28",17.0251
"2013-11-29",15.3013
"2013-11-30",38.6969
"2013-12-01",10.0355
"2013-12-02",7.7538
"2013-12-03",6.4357
"2013-12-04",8.6336
"2013-12-05",16.6479
"2013-12-06",0
"2013-12-07",7.0258
"2013-12-08",2.372
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0
"2013-12-14",4.4483
"2013-12-15",13.9694
"2013-12-16",5.9108
"2013-12-17",5.7975
"2013-12-18",0
"2013-12-19",0.1453
"2013-12-20",0.6474
"2013-12-21",0.268
"2013-12-22",0
"2013-12-23",0
"2013-12-24",2.4844
"2013-12-25",13.4071
"2013-12-26",0
"2013-12-27",0.5146
"2013-12-28",2.8016
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0.6616
"2014-01-03",2.276
"2014-01-04",2.187
"2014-01-05",0
"2014-01-06",0
"2014-01-07",0
"2014-01-08",0
"2014-01-09",0.5779
"2014-01-10",0
"2014-01-11",0
"2014-01-12",10.4199
"2014-01-13",0
"2014-01-14",0.1677
"2014-01-15",25.0128
"2014-01-16",33.142
"2014-01-17",3.7048
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0.2968
"2014-01-30",4.9093
"2014-01-31",0.4629
"2014-02-01",0.2813
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.3373
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.1641
"2014-02-20",4.6859
"2014-02-21",14.7849
"2014-02-22",8.1402
"2014-02-23",5.1246
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",6.8294
"2014-02-28",2.7142
"2014-03-01",0
"2014-03-02",0.9526
"2014-03-03",4.3384
"2014-03-04",0.6997
"2014-03-05",7.8758
"2014-03-06",9.9463
"2014-03-07",22.6876
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",9.1301
"2014-03-15",1.8466
"2014-03-16",0
"2014-03-17",2.8649
"2014-03-18",7.9389
"2014-03-19",24.4991
"2014-03-20",3.134
"2014-03-21",7.8843
"2014-03-22",0
"2014-03-23",2.5671
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",2.5037
"2014-03-28",9.1732
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",3.2781
"2014-04-03",5.5123
"2014-04-04",0.8829
"2014-04-05",14.0044
"2014-04-06",4.799
"2014-04-07",0.2298
"2014-04-08",9.237
"2014-04-09",0
"2014-04-10",0.595
"2014-04-11",0.2827
"2014-04-12",6.0014
"2014-04-13",8.4771
"2014-04-14",16.6105
"2014-04-15",7.4764
"2014-04-16",2.2546
"2014-04-17",3.7879
"2014-04-18",2.8909
"2014-04-19",0
"2014-04-20",0.1708
"2014-04-21",5.2681
"2014-04-22",17.7646
"2014-04-23",2.5969
"2014-04-24",10.1929
"2014-04-25",2.9494
"2014-04-26",0.0692
"2014-04-27",5.4099
"2014-04-28",14.0982
"2014-04-29",2.1779
"2014-04-30",9.6038
"2014-05-01",0.6191
"2014-05-02",6.6421
"2014-05-03",27.7832
"2014-05-04",11.2133
"2014-05-05",18.3
"2014-05-06",16.0229
"2014-05-07",23.2522
"2014-05-08",5.8003
"2014-05-09",29.7117
"2014-05-10",18.1812
"2014-05-11",0
"2014-05-12",22.7647
"2014-05-13",17.3061
"2014-05-14",0
"2014-05-15",8.1938
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.2008
"2014-05-19",0
"2014-05-20",0
"2014-05-21",12.2352
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.1267
"2014-05-25",5.2782
"2014-05-26",0.0127
"2014-05-27",0.0635
"2014-05-28",19.0206
"2014-05-29",1.2217
"2014-05-30",18.0468
"2014-05-31",28.1995
"2014-06-01",40.5239
"2014-06-02",50.3244
"2014-06-03",57.4841
"2014-06-04",0
"2014-06-05",6.9207
"2014-06-06",0.3735
"2014-06-07",11.4482
"2014-06-08",39.7419
"2014-06-09",0.2601
"2014-06-10",0
"2014-06-11",0
"2014-06-12",2.1094
"2014-06-13",16.0927
"2014-06-14",0
"2014-06-15",0.0936
"2014-06-16",7.0045
"2014-06-17",3.2306
"2014-06-18",0.5287
"2014-06-19",6.1002
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",3.0948
"2014-07-01",42.1822
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0.1462
"2014-07-05",0.3946
"2014-07-06",15.6934
"2014-07-07",0.1661
"2014-07-08",0
"2014-07-09",0.2426
"2014-07-10",0.0467
"2014-07-11",0
"2014-07-12",2.2487
"2014-07-13",4.184
"2014-07-14",5.2133
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0
"2014-07-27",2.1085
"2014-07-28",0.159
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",0.6115
"2014-08-02",1.0415
"2014-08-03",0.0392
"2014-08-04",0.742
"2014-08-05",3.2766
"2014-08-06",3.7445
"2014-08-07",1.1664
"2014-08-08",3.4334
"2014-08-09",13.0997
"2014-08-10",0
"2014-08-11",0
"2014-08-12",4.1719
"2014-08-13",0
"2014-08-14",19.4389
"2014-08-15",0.8469
"2014-08-16",8.8233
"2014-08-17",66.2633
"2014-08-18",30.8807
"2014-08-19",0
"2014-08-20",0
"2014-08-21",0
"2014-08-22",83.1089
"2014-08-23",4.9081
"2014-08-24",0
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0.9178
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0
"2014-09-03",0.4591
"2014-09-04",0.6162
"2014-09-05",4.069
"2014-09-06",10.1047
"2014-09-07",4.0066
"2014-09-08",0
"2014-09-09",1.3962
"2014-09-10",0
"2014-09-11",2.333
"2014-09-12",0
"2014-09-13",16.362
"2014-09-14",15.7686
"2014-09-15",23.6371
"2014-09-16",0
"2014-09-17",10.9886
"2014-09-18",1.0974
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0
"2014-09-24",3.6746
"2014-09-25",21.8243
"2014-09-26",32.4161
"2014-09-27",0
"2014-09-28",4.2898
"2014-09-29",5.3454
"2014-09-30",37.8887
"2014-10-01",5.89
"2014-10-02",38.1022
"2014-10-03",43.5506
"2014-10-04",2.6924
"2014-10-05",21.0804
"2014-10-06",16.8947
"2014-10-07",16.1165
"2014-10-08",18.7568
"2014-10-09",5.728
"2014-10-10",31.5264
"2014-10-11",0.5502
"2014-10-12",11.0712
"2014-10-13",0
"2014-10-14",0
"2014-10-15",40.5585
"2014-10-16",15.4572
"2014-10-17",34.215
"2014-10-18",28.2995
"2014-10-19",13.475
"2014-10-20",25.8404
"2014-10-21",9.9567
"2014-10-22",2.729
"2014-10-23",0.4966
"2014-10-24",22.0605
"2014-10-25",1.6916
"2014-10-26",0.972
"2014-10-27",11.777
"2014-10-28",11.0407
"2014-10-29",40.8561
"2014-10-30",18.2294
"2014-10-31",5.3682
"2014-11-01",0
"2014-11-02",2.3374
"2014-11-03",33.6644
"2014-11-04",9.5714
"2014-11-05",10.7081
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",3.9783
"2014-11-11",13.0139
"2014-11-12",10.0681
"2014-11-13",4.1139
"2014-11-14",16.7822
"2014-11-15",1.7022
"2014-11-16",13.0543
"2014-11-17",2.1197
"2014-11-18",6.2002
"2014-11-19",25.5933
"2014-11-20",9.2835
"2014-11-21",8.6438
"2014-11-22",12.9619
"2014-11-23",12.832
"2014-11-24",38.4027
"2014-11-25",22.6552
"2014-11-26",39.0687
"2014-11-27",30.0191
"2014-11-28",1.9906
"2014-11-29",0
"2014-11-30",1.698
"2014-12-01",13.1659
"2014-12-02",5.0479
"2014-12-03",8.7803
"2014-12-04",13.6677
"2014-12-05",6.3871
"2014-12-06",4.2592
"2014-12-07",17.7958
"2014-12-08",7.3793
"2014-12-09",11.5366
"2014-12-10",17.3158
"2014-12-11",4.4896
"2014-12-12",13.7022
"2014-12-13",0.6794
"2014-12-14",0.0239
"2014-12-15",0
"2014-12-16",0.072
"2014-12-17",28.232
"2014-12-18",19.3842
"2014-12-19",25.4684
"2014-12-20",29.8148
"2014-12-21",8.3109
"2014-12-22",10.4942
"2014-12-23",29.8252
"2014-12-24",45.1076
"2014-12-25",40.023
"2014-12-26",42.7131
"2014-12-27",9.1512
"2014-12-28",28.5352
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0.062
"2015-01-04",0
"2015-01-05",0.315
"2015-01-06",5.1362
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0.1315
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",6.4443
"2015-01-25",2.418
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.1609
"2015-01-29",4.3202
"2015-01-30",0
"2015-01-31",25.2086
"2015-02-01",12.487
"2015-02-02",1.8686
"2015-02-03",0
"2015-02-04",0
"2015-02-05",0
"2015-02-06",4.4051
"2015-02-07",0
"2015-02-08",0.3706
"2015-02-09",15.5291
"2015-02-10",16.2344
"2015-02-11",0
"2015-02-12",0
"2015-02-13",14.3892
"2015-02-14",7.9155
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0.1921
"2015-02-23",4.1807
"2015-02-24",0.1006
"2015-02-25",0
"2015-02-26",22.8079
"2015-02-27",12.3775
"2015-02-28",13.3125
"2015-03-01",0
"2015-03-02",3.796
"2015-03-03",9.7815
"2015-03-04",14.8034
"2015-03-05",0.1651
"2015-03-06",0.141
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",4.3114
"2015-03-11",0
"2015-03-12",12.3651
"2015-03-13",25.2896
"2015-03-14",19.1023
"2015-03-15",0
"2015-03-16",3.218
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",5.8058
"2015-03-27",22.301
"2015-03-28",17.2898
"2015-03-29",9.7146
"2015-03-30",2.6589
"2015-03-31",13.2737
"2015-04-01",15.4427
"2015-04-02",4.2293
"2015-04-03",11.4517
"2015-04-04",2.6392
"2015-04-05",0.6081
"2015-04-06",0
"2015-04-07",10.5746
"2015-04-08",14.4057
"2015-04-09",8.3564
"2015-04-10",3.2543
"2015-04-11",2.6321
"2015-04-12",14.2239
"2015-04-13",15.908
"2015-04-14",0
"2015-04-15",7.4654
"2015-04-16",7.9698
"2015-04-17",3.9934
"2015-04-18",7.5467
"2015-04-19",16.4003
"2015-04-20",26.5073
"2015-04-21",10.0272
"2015-04-22",0
"2015-04-23",10.7024
"2015-04-24",20.4492
"2015-04-25",0.4813
"2015-04-26",0.0559
"2015-04-27",0.2959
"2015-04-28",2.0724
"2015-04-29",15.5216
"2015-04-30",7.2541
"2015-05-01",12.1545
"2015-05-02",2.4801
"2015-05-03",15.3207
"2015-05-04",3.4872
"2015-05-05",7.2282
"2015-05-06",5.6088
"2015-05-07",8.3201
"2015-05-08",5.0177
"2015-05-09",38.9402
"2015-05-10",11.7175
"2015-05-11",32.9857
"2015-05-12",1.7973
"2015-05-13",21.3434
"2015-05-14",70.5857
"2015-05-15",2.6675
"2015-05-16",11.2177
"2015-05-17",0.1355
"2015-05-18",14.7035
"2015-05-19",1.8474
"2015-05-20",0.3867
"2015-05-21",0.121
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",8.2218
"2015-05-28",0.0798
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0.1217
"2015-06-01",2.0253
"2015-06-02",6.0613
"2015-06-03",0
"2015-06-04",21.2648
"2015-06-05",6.2945
"2015-06-06",0
"2015-06-07",0
"2015-06-08",12.4386
"2015-06-09",0
"2015-06-10",0
"2015-06-11",9.4289
"2015-06-12",0.1255
"2015-06-13",0
"2015-06-14",0
"2015-06-15",25.9254
"2015-06-16",55.272
"2015-06-17",40.0926
"2015-06-18",1.6179
"2015-06-19",2.5758
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",2.5784
"2015-06-28",43.5488
"2015-06-29",9.6889
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0.8394
"2015-07-06",0
"2015-07-07",4.8138
"2015-07-08",0
"2015-07-09",0.4191
"2015-07-10",16.4429
"2015-07-11",5.5268
"2015-07-12",0.5419
"2015-07-13",0
"2015-07-14",2.7037
"2015-07-15",3.2695
"2015-07-16",22.4733
"2015-07-17",7.029
"2015-07-18",21.2481
"2015-07-19",0
"2015-07-20",22.7033
"2015-07-21",0.3998
"2015-07-22",37.4265
"2015-07-23",22.3142
"2015-07-24",11.3336
"2015-07-25",3.1229
"2015-07-26",1.3874
"2015-07-27",0
"2015-07-28",0
"2015-07-29",0.1618
"2015-07-30",0
"2015-07-31",0.7595
"2015-08-01",0
"2015-08-02",0
"2015-08-03",3.9946
"2015-08-04",36.1833
"2015-08-05",28.9922
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0.0859
"2015-08-09",1.2619
"2015-08-10",19.399
"2015-08-11",9.6946
"2015-08-12",1.0582
"2015-08-13",0.4478
"2015-08-14",2.37
"2015-08-15",0.8088
"2015-08-16",43.3343
"2015-08-17",14.4243
"2015-08-18",1.1726
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0
"2015-08-24",11.3351
"2015-08-25",14.1946
"2015-08-26",19.6144
"2015-08-27",49.1211
"2015-08-28",27.6161
"2015-08-29",3.873
"2015-08-30",0.7657
"2015-08-31",1.5716
"2015-09-01",6.0352
"2015-09-02",0
"2015-09-03",47.3156
"2015-09-04",20.5131
"2015-09-05",35.0114
"2015-09-06",4.9556
"2015-09-07",0
"2015-09-08",19.48
"2015-09-09",0
"2015-09-10",4.5235
"2015-09-11",20.3821
"2015-09-12",0
"2015-09-13",0
"2015-09-14",0
"2015-09-15",3.642
"2015-09-16",11.7479
"2015-09-17",32.3622
"2015-09-18",66.4811
"2015-09-19",31.282
"2015-09-20",13.6234
"2015-09-21",13.1342
"2015-09-22",0
"2015-09-23",22.4014
"2015-09-24",5.4942
"2015-09-25",13.8118
"2015-09-26",46.1598
"2015-09-27",26.3703
"2015-09-28",35.6279
"2015-09-29",74.1852
"2015-09-30",12.0881
"2015-10-01",0
"2015-10-02",0.1087
"2015-10-03",4.144
"2015-10-04",6.2821
"2015-10-05",37.9149
"2015-10-06",0
"2015-10-07",0
"2015-10-08",3.4066
"2015-10-09",0
"2015-10-10",0
"2015-10-11",4.1764
"2015-10-12",12.4585
"2015-10-13",15.6793
"2015-10-14",2.5519
"2015-10-15",13.5095
"2015-10-16",17.5369
"2015-10-17",12.6923
"2015-10-18",29.2389
"2015-10-19",18.6335
"2015-10-20",14.5615
"2015-10-21",10.3554
"2015-10-22",16.3244
"2015-10-23",33.5923
"2015-10-24",40.6913
"2015-10-25",31.4361
"2015-10-26",9.6123
"2015-10-27",11.5324
"2015-10-28",20.3866
"2015-10-29",21.2738
"2015-10-30",5.0856
"2015-10-31",0.8656
"2015-11-01",10.9239
"2015-11-02",17.6164
"2015-11-03",10.9003
"2015-11-04",10.8206
"2015-11-05",26.358
"2015-11-06",13.68
"2015-11-07",9.1055
"2015-11-08",22.5546
"2015-11-09",12.038
"2015-11-10",10.728
"2015-11-11",19.0905
"2015-11-12",19.0295
"2015-11-13",8.3482
"2015-11-14",14.9704
"2015-11-15",16.3611
"2015-11-16",0
"2015-11-17",0
"2015-11-18",1.5404
"2015-11-19",4.9119
"2015-11-20",8.37
"2015-11-21",0.816
"2015-11-22",3.7697
"2015-11-23",0
"2015-11-24",2.7967
"2015-11-25",11.6751
"2015-11-26",6.6907
"2015-11-27",7.2945
"2015-11-28",16.3463
"2015-11-29",47.4848
"2015-11-30",35.3037
"2015-12-01",6.1624
"2015-12-02",7.4272
"2015-12-03",14.8432
"2015-12-04",26.51
"2015-12-05",20.668
"2015-12-06",9.9678
"2015-12-07",21.4042
"2015-12-08",16.643
"2015-12-09",0
"2015-12-10",13.3728
"2015-12-11",16.3041
"2015-12-12",0
"2015-12-13",0
"2015-12-14",3.1064
"2015-12-15",9.1963
"2015-12-16",9.896
"2015-12-17",5.8448
"2015-12-18",0.0339
"2015-12-19",7.0216
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.6586
"2015-12-27",38.2003
"2015-12-28",0
"2015-12-29",0.6154
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0.4
"2016-01-05",0.8501
"2016-01-06",10.0371
"2016-01-07",0.2297
"2016-01-08",1.0639
"2016-01-09",6.6878
"2016-01-10",1.9548
"2016-01-11",4.6307
"2016-01-12",0
"2016-01-13",0
"2016-01-14",2.6033
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",1.3009
"2016-01-24",7.5389
"2016-01-25",15.0575
"2016-01-26",3.8784
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0.0183
"2016-01-30",5.0566
"2016-01-31",18.9474
"2016-02-01",6.1291
"2016-02-02",37.1405
"2016-02-03",0.9243
"2016-02-04",0.981
"2016-02-05",15.4404
"2016-02-06",0.8558
"2016-02-07",0.1602
"2016-02-08",0.909
"2016-02-09",9.8542
"2016-02-10",18.1683
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",3.5364
"2016-02-16",6.1801
"2016-02-17",18.1759
"2016-02-18",0
"2016-02-19",0.1316
"2016-02-20",0.3374
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",15.0546
"2016-02-26",0
"2016-02-27",0.1205
"2016-02-28",0
"2016-02-29",2.1898
"2016-03-01",1.8357
"2016-03-02",0
"2016-03-03",5.6311
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",1.1938
"2016-03-08",0.3388
"2016-03-09",0.5834
"2016-03-10",8.6008
"2016-03-11",28.175
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0.0958
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",1.3644
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0.3982
"2016-03-25",3.2043
"2016-03-26",0
"2016-03-27",2.8514
"2016-03-28",5.8288
"2016-03-29",0
"2016-03-30",14.2735
"2016-03-31",5.692
"2016-04-01",1.1143
"2016-04-02",1.4395
"2016-04-03",0.8719
"2016-04-04",5.6432
"2016-04-05",10.6572
"2016-04-06",11.5652
"2016-04-07",1.4279
"2016-04-08",0.0552
"2016-04-09",3.0456
"2016-04-10",4.2786
"2016-04-11",2.362
"2016-04-12",2.5526
"2016-04-13",0
"2016-04-14",1.1988
"2016-04-15",0.6732
"2016-04-16",2.5544
"2016-04-17",7.737
"2016-04-18",3.48
"2016-04-19",16.2572
"2016-04-20",6.5243
"2016-04-21",1.5324
"2016-04-22",6.5859
"2016-04-23",5.4285
"2016-04-24",0
"2016-04-25",0
"2016-04-26",5.1162
"2016-04-27",1.9058
"2016-04-28",0.8963
"2016-04-29",0
"2016-04-30",9.0063
"2016-05-01",19.4942
"2016-05-02",15.9577
"2016-05-03",16.8231
"2016-05-04",1.9443
"2016-05-05",2.6587
"2016-05-06",27.6008
"2016-05-07",26.5732
"2016-05-08",26.4331
"2016-05-09",14.0251
"2016-05-10",27.882
"2016-05-11",55.6372
"2016-05-12",63.0231
"2016-05-13",26.2963
"2016-05-14",91.5534
"2016-05-15",70.5051
"2016-05-16",54.491
"2016-05-17",92.9602
"2016-05-18",12.6737
"2016-05-19",5.446
"2016-05-20",1.0529
"2016-05-21",0
"2016-05-22",1.4936
"2016-05-23",2.0581
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",88.1032
"2016-05-28",31.818
"2016-05-29",1.1385
"2016-05-30",43.112
"2016-05-31",31.2123
"2016-06-01",0
"2016-06-02",0.7541
"2016-06-03",1.1875
"2016-06-04",0
"2016-06-05",0.177
"2016-06-06",0
"2016-06-07",0
"2016-06-08",2.423
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0.5266
"2016-06-16",24.5748
"2016-06-17",13.3209
"2016-06-18",3.268
"2016-06-19",8.7175
"2016-06-20",0
"2016-06-21",11.0918
"2016-06-22",17.4713
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",1.6734
"2016-06-28",27.3478
"2016-06-29",23.9042
"2016-06-30",20.0081
"2016-07-01",0.5071
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0.0094
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",8.4746
"2016-07-16",3.8985
"2016-07-17",4.7758
"2016-07-18",0
"2016-07-19",0
"2016-07-20",3.4477
"2016-07-21",0.4779
"2016-07-22",0
"2016-07-23",0
"2016-07-24",0.1175
"2016-07-25",14.1068
"2016-07-26",30.9277
"2016-07-27",2.3145
"2016-07-28",0.225
"2016-07-29",11.8661
"2016-07-30",26.4292
"2016-07-31",6.6456
"2016-08-01",4.2243
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0.9743
"2016-08-09",0
"2016-08-10",0
