,"(mm) Precipitation (CHIRPS) at Matara, 2007-01-01 to 2025-12-31"
"2022-12-29",0
"2022-12-30",0
"2022-12-31",0.4022
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0.0485
"2023-01-05",0
"2023-01-06",4.0523
"2023-01-07",12.004
"2023-01-08",0.0913
"2023-01-09",4.7131
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0
"2023-01-14",0.0954
"2023-01-15",1.1775
"2023-01-16",7.8809
"2023-01-17",16.2038
"2023-01-18",10.8839
"2023-01-19",0.0266
"2023-01-20",1.7656
"2023-01-21",24.521
"2023-01-22",3.6017
"2023-01-23",14.5612
"2023-01-24",11.8909
"2023-01-25",1.7957
"2023-01-26",3.026
"2023-01-27",10.1549
"2023-01-28",0
"2023-01-29",0
"2023-01-30",0
"2023-01-31",8.6119
"2023-02-01",11.0569
"2023-02-02",37.122
"2023-02-03",72.3023
"2023-02-04",19.0913
"2023-02-05",0
"2023-02-06",16.9992
"2023-02-07",0.5541
"2023-02-08",0.5023
"2023-02-09",0.8746
"2023-02-10",8.5392
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",3.2563
"2023-02-19",9.5648
"2023-02-20",18.0306
"2023-02-21",15.1345
"2023-02-22",0
"2023-02-23",0
"2023-02-24",10.6244
"2023-02-25",19.7107
"2023-02-26",0
"2023-02-27",0
"2023-02-28",0.27
"2023-03-01",22.2893
"2023-03-02",33.5664
"2023-03-03",4.9422
"2023-03-04",3.8451
"2023-03-05",0
"2023-03-06",37.8732
"2023-03-07",8.1441
"2023-03-08",0
"2023-03-09",12.9423
"2023-03-10",9.2845
"2023-03-11",15.7609
"2023-03-12",19.4927
"2023-03-13",20.9911
"2023-03-14",5.4688
"2023-03-15",7.962
"2023-03-16",22.2684
"2023-03-17",0
"2023-03-18",13.6276
"2023-03-19",20.9411
"2023-03-20",34.8121
"2023-03-21",12.7641
"2023-03-22",2.4909
"2023-03-23",5.0222
"2023-03-24",0.1528
"2023-03-25",0
"2023-03-26",0.7726
"2023-03-27",4.309
"2023-03-28",1.3607
"2023-03-29",0.903
"2023-03-30",8.6516
"2023-03-31",11.8441
"2023-04-01",6.7855
"2023-04-02",6.6439
"2023-04-03",2.184
"2023-04-04",5.2039
"2023-04-05",3.3122
"2023-04-06",8.0027
"2023-04-07",2.9852
"2023-04-08",11.2083
"2023-04-09",2.4062
"2023-04-10",2.3349
"2023-04-11",0
"2023-04-12",1.9304
"2023-04-13",0.89
"2023-04-14",1.3659
"2023-04-15",4.6928
"2023-04-16",0.5008
"2023-04-17",0
"2023-04-18",0
"2023-04-19",2.7293
"2023-04-20",0.1323
"2023-04-21",2.3711
"2023-04-22",5.4066
"2023-04-23",7.8094
"2023-04-24",6.8203
"2023-04-25",12.9254
"2023-04-26",25.8484
"2023-04-27",10.9812
"2023-04-28",22.5231
"2023-04-29",22.6396
"2023-04-30",5.438
"2023-05-01",72.6726
"2023-05-02",72.0305
"2023-05-03",23.6784
"2023-05-04",89.2913
"2023-05-05",36.1977
"2023-05-06",64.576
"2023-05-07",12.7091
"2023-05-08",39.5097
"2023-05-09",0.0165
"2023-05-10",36.3355
"2023-05-11",23.4757
"2023-05-12",4.0551
"2023-05-13",3.4823
"2023-05-14",107.3691
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0.5597
"2023-05-18",3.0382
"2023-05-19",70.4427
"2023-05-20",87.821
"2023-05-21",17.9941
"2023-05-22",0
"2023-05-23",0
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0
"2023-05-29",43.3632
"2023-05-30",57.3228
"2023-05-31",52.2917
"2023-06-01",89.1796
"2023-06-02",31.1683
"2023-06-03",2.3058
"2023-06-04",1.1253
"2023-06-05",27.679
"2023-06-06",1.1504
"2023-06-07",0
"2023-06-08",0.2706
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0.3113
"2023-06-12",0
"2023-06-13",10.1777
"2023-06-14",0
"2023-06-15",1.1823
"2023-06-16",0.2772
"2023-06-17",10.4387
"2023-06-18",0.1099
"2023-06-19",0
"2023-06-20",0
"2023-06-21",10.6203
"2023-06-22",0.6834
"2023-06-23",2.3996
"2023-06-24",16.3417
"2023-06-25",47.6385
"2023-06-26",2.8836
"2023-06-27",4.195
"2023-06-28",0
"2023-06-29",3.6043
"2023-06-30",0
"2023-07-01",7.7481
"2023-07-02",35.2259
"2023-07-03",32.0691
"2023-07-04",0.2142
"2023-07-05",0
"2023-07-06",0
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",26.7385
"2023-07-11",0
"2023-07-12",0
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0.0547
"2023-07-16",0
"2023-07-17",4.2809
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0.6183
"2023-07-21",0
"2023-07-22",0
"2023-07-23",4.2254
"2023-07-24",0.1768
"2023-07-25",19.7253
"2023-07-26",10.8433
"2023-07-27",8.2214
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0
"2023-08-06",0
"2023-08-07",0
"2023-08-08",0.8824
"2023-08-09",0
"2023-08-10",0.9953
"2023-08-11",0
"2023-08-12",0.6307
"2023-08-13",0
"2023-08-14",0.0184
"2023-08-15",0
"2023-08-16",0
"2023-08-17",26.8703
"2023-08-18",7.5982
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0.2097
"2023-08-22",0
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",8.0176
"2023-08-30",29.7988
"2023-08-31",92.184
"2023-09-01",57.5302
"2023-09-02",44.3134
"2023-09-03",12.8975
"2023-09-04",25.3382
"2023-09-05",22.5482
"2023-09-06",46.6932
"2023-09-07",19.2105
"2023-09-08",5.4752
"2023-09-09",8.8875
"2023-09-10",27.3447
"2023-09-11",6.8791
"2023-09-12",5.5072
"2023-09-13",31.4004
"2023-09-14",52.0198
"2023-09-15",28.6308
"2023-09-16",0.1123
"2023-09-17",21.0637
"2023-09-18",11.9659
"2023-09-19",26.4284
"2023-09-20",0
"2023-09-21",0
"2023-09-22",0.3388
"2023-09-23",0.0578
"2023-09-24",0.3076
"2023-09-25",0
"2023-09-26",15.9413
"2023-09-27",65.1572
"2023-09-28",49.0378
"2023-09-29",18.7433
"2023-09-30",26.176
"2023-10-01",44.4038
"2023-10-02",84.8966
"2023-10-03",42.9872
"2023-10-04",25.4554
"2023-10-05",18.0728
"2023-10-06",19.3402
"2023-10-07",71.583
"2023-10-08",0
"2023-10-09",1.7975
"2023-10-10",44.2974
"2023-10-11",39.9281
"2023-10-12",28.6234
"2023-10-13",32.2015
"2023-10-14",22.8413
"2023-10-15",10.418
"2023-10-16",5.0064
"2023-10-17",59.3699
"2023-10-18",41.5171
"2023-10-19",10.6576
"2023-10-20",6.8207
"2023-10-21",23.4016
"2023-10-22",43.7539
"2023-10-23",6.8985
"2023-10-24",7.3103
"2023-10-25",14.9404
"2023-10-26",16.4837
"2023-10-27",7.8447
"2023-10-28",33.7674
"2023-10-29",10.2862
"2023-10-30",16.0995
"2023-10-31",16.0167
"2023-11-01",20.5521
"2023-11-02",5.6574
"2023-11-03",25.1463
"2023-11-04",16.0469
"2023-11-05",11.9902
"2023-11-06",20.9995
"2023-11-07",24.2861
"2023-11-08",7.1872
"2023-11-09",38.3406
"2023-11-10",15.9448
"2023-11-11",9.1036
"2023-11-12",16.5217
"2023-11-13",22.7438
"2023-11-14",14.7946
"2023-11-15",1.3956
"2023-11-16",11.6746
"2023-11-17",7.9154
"2023-11-18",26.5862
"2023-11-19",14.3784
"2023-11-20",0.4581
"2023-11-21",13.9009
"2023-11-22",45.0584
"2023-11-23",4.2791
"2023-11-24",5.2915
"2023-11-25",2.9521
"2023-11-26",2.1416
"2023-11-27",8.2119
"2023-11-28",29.9183
"2023-11-29",7.6899
"2023-11-30",20.1943
"2023-12-01",38.219
"2023-12-02",4.6761
"2023-12-03",21.2677
"2023-12-04",35.5768
"2023-12-05",2.0632
"2023-12-06",12.327
"2023-12-07",10.311
"2023-12-08",22.7748
"2023-12-09",18.0505
"2023-12-10",21.0051
"2023-12-11",23.1165
"2023-12-12",18.953
"2023-12-13",3.8809
"2023-12-14",16.4033
"2023-12-15",29.3973
"2023-12-16",15.8477
"2023-12-17",0
"2023-12-18",15.4005
"2023-12-19",11.6912
"2023-12-20",9.0569
"2023-12-21",6.5765
"2023-12-22",0
"2023-12-23",0.025
"2023-12-24",0
"2023-12-25",0
"2023-12-26",1.1965
"2023-12-27",0.1786
"2023-12-28",11.3583
"2023-12-29",18.1902
"2023-12-30",11.8235
"2023-12-31",41.1577
"2024-01-01",58.927
"2024-01-02",10.3532
"2024-01-03",17.4992
"2024-01-04",16.7378
"2024-01-05",14.8606
"2024-01-06",12.7766
"2024-01-07",4.4425
"2024-01-08",50.4611
"2024-01-09",47.6842
"2024-01-10",40.8765
"2024-01-11",0
"2024-01-12",0.3438
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0.1927
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",0.6965
"2024-01-20",0.0746
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",10.6358
"2024-01-30",14.8699
"2024-01-31",17.8672
"2024-02-01",22.8708
"2024-02-02",0
"2024-02-03",0.1421
"2024-02-04",4.5871
"2024-02-05",0.1028
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0.3697
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",4.6873
"2024-02-15",0
"2024-02-16",0
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",2.5533
"2024-02-21",0
"2024-02-22",0
"2024-02-23",1.3905
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0
"2024-02-27",0
"2024-02-28",0
"2024-02-29",7.4614
"2024-03-01",7.86
"2024-03-02",6.4147
"2024-03-03",0.3896
"2024-03-04",0
"2024-03-05",0
"2024-03-06",1.2122
"2024-03-07",0
"2024-03-08",2.6568
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0
"2024-03-22",0.851
"2024-03-23",9.3412
"2024-03-24",17.0154
"2024-03-25",3.5883
"2024-03-26",1.4547
"2024-03-27",5.0608
"2024-03-28",21.0348
"2024-03-29",5.7019
"2024-03-30",0.2181
"2024-03-31",0.0808
"2024-04-01",11.5979
"2024-04-02",27.1755
"2024-04-03",5.5093
"2024-04-04",0.395
"2024-04-05",0.1604
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0.8552
"2024-04-09",0.0003
"2024-04-10",5.9054
"2024-04-11",9.4894
"2024-04-12",15.7496
"2024-04-13",2.8813
"2024-04-14",6.5174
"2024-04-15",11.9809
"2024-04-16",0.3816
"2024-04-17",0.9725
"2024-04-18",1.0618
"2024-04-19",0
"2024-04-20",0.0249
"2024-04-21",0.3876
"2024-04-22",3.4433
"2024-04-23",15.0711
"2024-04-24",7.3173
"2024-04-25",2.2479
"2024-04-26",4.6485
"2024-04-27",33.1702
"2024-04-28",11.5291
"2024-04-29",5.7295
"2024-04-30",0.244
"2024-05-01",0
"2024-05-02",3.9926
"2024-05-03",0
"2024-05-04",3.0264
"2024-05-05",0
"2024-05-06",14.936
"2024-05-07",11.9019
"2024-05-08",19.0618
"2024-05-09",31.2385
"2024-05-10",21.7841
"2024-05-11",10.242
"2024-05-12",18.9565
"2024-05-13",22.6642
"2024-05-14",14.2203
"2024-05-15",25.3826
"2024-05-16",14.9718
"2024-05-17",21.9897
"2024-05-18",26.0294
"2024-05-19",22.8269
"2024-05-20",6.8418
"2024-05-21",9.6233
"2024-05-22",7.8409
"2024-05-23",0.4842
"2024-05-24",3.3076
"2024-05-25",17.6326
"2024-05-26",8.1957
"2024-05-27",12.6367
"2024-05-28",0.0618
"2024-05-29",1.751
"2024-05-30",0
"2024-05-31",1.2423
"2024-06-01",41.3847
"2024-06-02",40.033
"2024-06-03",16.1739
"2024-06-04",0
"2024-06-05",0
"2024-06-06",4.757
"2024-06-07",0
"2024-06-08",0
"2024-06-09",0
"2024-06-10",0
"2024-06-11",1.857
"2024-06-12",1.7919
"2024-06-13",1.1538
"2024-06-14",0.8432
"2024-06-15",1.0837
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0.1745
"2024-06-21",0.2667
"2024-06-22",0.4596
"2024-06-23",0.4851
"2024-06-24",12.0221
"2024-06-25",38.4003
"2024-06-26",3.7357
"2024-06-27",0.1613
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.7214
"2024-07-02",0
"2024-07-03",0
"2024-07-04",6.548
"2024-07-05",20.8923
"2024-07-06",0.4957
"2024-07-07",6.8306
"2024-07-08",4.8579
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0.1329
"2024-07-13",14.6872
"2024-07-14",2.0363
"2024-07-15",0.2937
"2024-07-16",11.2814
"2024-07-17",2.0448
"2024-07-18",4.0332
"2024-07-19",4.7343
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",11.0835
"2024-07-27",0
"2024-07-28",12.1549
"2024-07-29",15.7192
"2024-07-30",0
"2024-07-31",0
"2024-08-01",0.9616
"2024-08-02",2.3377
"2024-08-03",0
"2024-08-04",0.1567
"2024-08-05",0.8724
"2024-08-06",0.2081
"2024-08-07",0
"2024-08-08",0.683
"2024-08-09",0.2103
"2024-08-10",2.6887
"2024-08-11",19.0026
"2024-08-12",24.307
"2024-08-13",21.735
"2024-08-14",0
"2024-08-15",0
"2024-08-16",36.3721
"2024-08-17",15.5302
"2024-08-18",13.7757
"2024-08-19",16.8047
"2024-08-20",20.6099
"2024-08-21",14.3131
"2024-08-22",3.2412
"2024-08-23",7.0751
"2024-08-24",7.0043
"2024-08-25",5.6071
"2024-08-26",4.0259
"2024-08-27",2.6601
"2024-08-28",4.0261
"2024-08-29",10.1347
"2024-08-30",19.2727
"2024-08-31",21.812
"2024-09-01",26.4782
"2024-09-02",19.3755
"2024-09-03",14.4036
"2024-09-04",1.4029
"2024-09-05",0
"2024-09-06",0
"2024-09-07",0
"2024-09-08",1.2314
"2024-09-09",0.2751
"2024-09-10",0.4303
"2024-09-11",4.2229
"2024-09-12",2.6042
"2024-09-13",2.9998
"2024-09-14",2.8217
"2024-09-15",3.8149
"2024-09-16",0
"2024-09-17",0.5478
"2024-09-18",5.6433
"2024-09-19",0
"2024-09-20",0.3458
"2024-09-21",2.0512
"2024-09-22",1.1639
"2024-09-23",0
"2024-09-24",3.2064
"2024-09-25",0
"2024-09-26",17.4362
"2024-09-27",17.0959
"2024-09-28",49.9054
"2024-09-29",36.0899
"2024-09-30",1.9132
"2024-10-01",5.8597
"2024-10-02",3.6507
"2024-10-03",1.6876
"2024-10-04",1.7795
"2024-10-05",3.4823
"2024-10-06",21.8834
"2024-10-07",22.0193
"2024-10-08",41.0523
"2024-10-09",9.698
"2024-10-10",5.4354
"2024-10-11",11.6627
"2024-10-12",1.773
"2024-10-13",41.8926
"2024-10-14",6.561
"2024-10-15",0
"2024-10-16",0.6625
"2024-10-17",0
"2024-10-18",0.0734
"2024-10-19",2.641
"2024-10-20",8.312
"2024-10-21",21.1805
"2024-10-22",21.6131
"2024-10-23",30.6463
"2024-10-24",0.3005
"2024-10-25",1.1499
"2024-10-26",0
"2024-10-27",1.1083
"2024-10-28",5.5573
"2024-10-29",16.809
"2024-10-30",20.2176
"2024-10-31",30.0253
"2024-11-01",18.6098
"2024-11-02",21.6584
"2024-11-03",17.9378
"2024-11-04",26.5738
"2024-11-05",29.236
"2024-11-06",0
"2024-11-07",0.4181
"2024-11-08",32.4043
"2024-11-09",7.1109
"2024-11-10",0
"2024-11-11",0
"2024-11-12",25.2977
"2024-11-13",2.7857
"2024-11-14",6.7046
"2024-11-15",18.5024
"2024-11-16",3.624
"2024-11-17",0.9914
"2024-11-18",8.4587
"2024-11-19",35.9544
"2024-11-20",10.0453
"2024-11-21",12.3908
"2024-11-22",23.3256
"2024-11-23",7.8423
"2024-11-24",21.3067
"2024-11-25",36.3286
"2024-11-26",44.837
"2024-11-27",6.6063
"2024-11-28",0.1404
"2024-11-29",3.3133
"2024-11-30",20.36
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",2.1019
"2024-12-05",0.2399
"2024-12-06",1.8839
"2024-12-07",3.03
"2024-12-08",2.1268
"2024-12-09",0
"2024-12-10",0
"2024-12-11",5.7117
"2024-12-12",1.4662
"2024-12-13",22.1926
"2024-12-14",36.9988
"2024-12-15",1.573
"2024-12-16",12.4755
"2024-12-17",7.3061
"2024-12-18",0
"2024-12-19",0
"2024-12-20",3.4777
"2024-12-21",29.9839
"2024-12-22",4.3521
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",3.4587
"2024-12-27",0
"2024-12-28",10.4725
"2024-12-29",4.097
"2024-12-30",14.3667
"2024-12-31",11.7078
"2025-01-01",20.675
"2025-01-02",15.2762
"2025-01-03",0.6603
"2025-01-04",0.3962
"2025-01-05",0.1887
"2025-01-06",0
"2025-01-07",0
"2025-01-08",0.4843
"2025-01-09",0.4468
"2025-01-10",9.8224
"2025-01-11",2.3843
"2025-01-12",17.0647
"2025-01-13",12.9973
"2025-01-14",27.8481
"2025-01-15",0
"2025-01-16",2.8841
"2025-01-17",0
"2025-01-18",17.2409
"2025-01-19",28.8848
"2025-01-20",0.0056
"2025-01-21",9.1517
"2025-01-22",34.102
"2025-01-23",16.6025
"2025-01-24",1.2885
"2025-01-25",6.4996
"2025-01-26",32.8059
"2025-01-27",21.6725
"2025-01-28",24.2688
"2025-01-29",21.073
"2025-01-30",1.9734
"2025-01-31",2.9237
"2025-02-01",5.639
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",1.1981
"2025-02-07",0.0949
"2025-02-08",0.0016
"2025-02-09",0.0106
"2025-02-10",3.2739
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",10.3873
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",12.741
"2025-02-26",22.4915
"2025-02-27",19.0683
"2025-02-28",60.3038
"2025-03-01",8.9788
"2025-03-02",37.0655
"2025-03-03",33.7788
"2025-03-04",18.4355
"2025-03-05",0
"2025-03-06",5.1103
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",14.9671
"2025-03-11",81.3816
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0.223
"2025-03-15",4.4955
"2025-03-16",4.0521
"2025-03-17",12.4927
"2025-03-18",10.458
"2025-03-19",15.5258
"2025-03-20",2.3459
"2025-03-21",4.4278
"2025-03-22",7.3665
"2025-03-23",13.602
"2025-03-24",17.3835
"2025-03-25",10.0338
"2025-03-26",6.3066
"2025-03-27",31.9197
"2025-03-28",8.3385
"2025-03-29",1.059
"2025-03-30",0.654
"2025-03-31",14.7047
"2025-04-01",8.6586
"2025-04-02",0.4333
"2025-04-03",7.6355
"2025-04-04",26.22
"2025-04-05",24.4976
"2025-04-06",23.1456
"2025-04-07",12.4619
"2025-04-08",16.4024
"2025-04-09",25.1361
"2025-04-10",20.9593
"2025-04-11",33.8777
"2025-04-12",0
"2025-04-13",0
"2025-04-14",7.6043
"2025-04-15",12.2587
"2025-04-16",1.3142
"2025-04-17",4.7141
"2025-04-18",0.6699
"2025-04-19",0.6928
"2025-04-20",0.7383
"2025-04-21",12.2904
"2025-04-22",1.2762
"2025-04-23",5.8496
"2025-04-24",13.4199
"2025-04-25",3.5713
"2025-04-26",4.5674
"2025-04-27",3.4025
"2025-04-28",21.4502
"2025-04-29",21.2759
"2025-04-30",29.4531
"2025-05-01",1.4949
"2025-05-02",14.7561
"2025-05-03",13.8572
"2025-05-04",7.5201
"2025-05-05",0.6396
"2025-05-06",15.1088
"2025-05-07",15.744
"2025-05-08",5.2898
"2025-05-09",4.0199
"2025-05-10",5.619
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0.1156
"2025-05-14",3.5482
"2025-05-15",8.4214
"2025-05-16",4.111
"2025-05-17",4.0497
"2025-05-18",6.939
"2025-05-19",12.0318
"2025-05-20",9.7413
"2025-05-21",0
"2025-05-22",6.2222
"2025-05-23",0.448
"2025-05-24",12.6222
"2025-05-25",0.8051
"2025-05-26",0.4841
"2025-05-27",17.3812
"2025-05-28",45.5607
"2025-05-29",0.599
"2025-05-30",13.9737
"2025-05-31",14.595
"2025-06-01",1.0549
"2025-06-02",0
"2025-06-03",0
"2025-06-04",0
"2025-06-05",0
"2025-06-06",0
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",64.0179
"2025-06-11",23.5129
"2025-06-12",15.2493
"2025-06-13",17.1074
"2025-06-14",17.4798
"2025-06-15",11.3605
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0
"2025-06-23",4.5182
"2025-06-24",0.8434
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0.3819
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.8634
"2025-07-02",0.4739
"2025-07-03",1.9664
"2025-07-04",1.027
"2025-07-05",1.2186
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",1.3292
"2025-07-11",0
"2025-07-12",0
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.9403
"2025-07-16",8.6417
"2025-07-17",3.8262
"2025-07-18",0
"2025-07-19",0.0865
"2025-07-20",3.31
"2025-07-21",22.9545
"2025-07-22",0.0027
"2025-07-23",8.9745
"2025-07-24",4.0425
"2025-07-25",6.7003
"2025-07-26",0
"2025-07-27",0
"2025-07-28",0.002
"2025-07-29",0
"2025-07-30",0
"2025-07-31",1.8157
"2025-08-01",6.4024
"2025-08-02",1.9818
"2025-08-03",38.4695
"2025-08-04",0
"2025-08-05",0
"2025-08-06",0
"2025-08-07",0
"2025-08-08",0
"2025-08-09",0.5738
"2025-08-10",0
"2025-08-11",0
"2025-08-12",0
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0
"2025-08-16",0.1219
"2025-08-17",8.5705
"2025-08-18",18.9054
"2025-08-19",5.3916
"2025-08-20",0
"2025-08-21",3.5492
"2025-08-22",0
"2025-08-23",0
"2025-08-24",0
"2025-08-25",0
"2025-08-26",0
"2025-08-27",0.2701
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.239
"2025-09-01",3.5902
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",0.1604
"2025-09-07",0.1387
"2025-09-08",21.4548
"2025-09-09",1.42
"2025-09-10",0.2211
"2025-09-11",0.0091
"2025-09-12",0.3745
"2025-09-13",0.1428
"2025-09-14",3.7053
"2025-09-15",0
"2025-09-16",0
"2025-09-17",14.7404
"2025-09-18",17.8409
"2025-09-19",0
"2025-09-20",0
"2025-09-21",0.1637
"2025-09-22",0.1705
"2025-09-23",0.1347
"2025-09-24",46.3262
"2025-09-25",41.7906
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.55
"2025-09-29",3.0062
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",4.3397
"2025-10-04",24.0931
"2025-10-05",14.7541
"2025-10-06",2.2165
"2025-10-07",4.9261
"2025-10-08",9.1821
"2025-10-09",5.6464
"2025-10-10",5.2146
"2025-10-11",2.5023
"2025-10-12",6.8517
"2025-10-13",7.2805
"2025-10-14",10.4304
"2025-10-15",24.6728
"2025-10-16",20.7709
"2025-10-17",6.5033
"2025-10-18",33.1914
"2025-10-19",34.9507
"2025-10-20",39.3259
"2025-10-21",19.319
"2025-10-22",5.4834
"2025-10-23",0
"2025-10-24",55.2549
"2025-10-25",30.5617
"2025-10-26",0.3356
"2025-10-27",6.9686
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",3.7716
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0
"2025-11-05",0
"2025-11-06",0.0496
"2025-11-07",13.2108
"2025-11-08",7.9633
"2025-11-09",5.1105
"2025-11-10",0.0347
"2025-11-11",20.2715
"2025-11-12",33.6997
"2025-11-13",14.9115
"2025-11-14",18.0838
"2025-11-15",6.2253
"2025-11-16",31.4802
"2025-11-17",67.3966
"2025-11-18",35.3509
"2025-11-19",0.7779
"2025-11-20",16.3858
"2025-11-21",17.3688
"2025-11-22",23.4773
"2025-11-23",17.3895
"2025-11-24",29.2112
"2025-11-25",54.2515
"2025-11-26",101.8537
"2025-11-27",36.4611
"2025-11-28",2.1473
"2025-11-29",0.3361
"2025-11-30",5.3933
"2025-12-01",1.1983
"2025-12-02",0
"2025-12-03",3.9581
"2025-12-04",8.144
"2025-12-05",7.2296
"2025-12-06",6.7828
"2025-12-07",8.7438
"2025-12-08",3.7299
"2025-12-09",18.1884
"2025-12-10",28.365
"2025-12-11",0
"2025-12-12",2.4121
"2025-12-13",31.3098
"2025-12-14",0.9754
"2025-12-15",0
"2025-12-16",0
"2025-12-17",42.3386
"2025-12-18",31.1972
"2025-12-19",20.1616
"2025-12-20",3.6801
"2025-12-21",7.9061
"2025-12-22",0.6076
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",4.7323
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0.1071
"2025-12-31",4.2498
