,"(mm) Precipitation (CHIRPS) at Puttalam, 2007-01-01 to 2025-12-31"
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0.3153
"2013-05-28",0.1575
"2013-05-29",0
"2013-05-30",1.5877
"2013-05-31",20.3065
"2013-06-01",10.0583
"2013-06-02",1.1215
"2013-06-03",0.0002
"2013-06-04",0.0918
"2013-06-05",1.1086
"2013-06-06",2.6867
"2013-06-07",0.3287
"2013-06-08",4.673
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0.6515
"2013-06-12",3.0479
"2013-06-13",0.1926
"2013-06-14",0
"2013-06-15",0.3919
"2013-06-16",0.4966
"2013-06-17",7.9876
"2013-06-18",0.4516
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0
"2013-06-22",3.8321
"2013-06-23",7.124
"2013-06-24",0.232
"2013-06-25",0.2053
"2013-06-26",0.1331
"2013-06-27",0.1588
"2013-06-28",2.546
"2013-06-29",1.7437
"2013-06-30",2.7886
"2013-07-01",0.351
"2013-07-02",0.3467
"2013-07-03",0
"2013-07-04",0.0006
"2013-07-05",3.5885
"2013-07-06",5.468
"2013-07-07",0.5307
"2013-07-08",0.0285
"2013-07-09",0.0289
"2013-07-10",1.0112
"2013-07-11",0.8765
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0.7321
"2013-07-16",2.0576
"2013-07-17",0.1595
"2013-07-18",1.7301
"2013-07-19",0
"2013-07-20",0.2066
"2013-07-21",1.2572
"2013-07-22",2.4979
"2013-07-23",0.4932
"2013-07-24",2.7389
"2013-07-25",0.0244
"2013-07-26",0.2652
"2013-07-27",0
"2013-07-28",0.0015
"2013-07-29",0.0282
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",1.1358
"2013-08-03",1.2676
"2013-08-04",3.6427
"2013-08-05",0.4481
"2013-08-06",0
"2013-08-07",0
"2013-08-08",2.2386
"2013-08-09",3.423
"2013-08-10",7.1596
"2013-08-11",2.2703
"2013-08-12",2.0256
"2013-08-13",1.3038
"2013-08-14",2.3594
"2013-08-15",0.1342
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.1041
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0.0294
"2013-08-25",0
"2013-08-26",3.5725
"2013-08-27",10.3071
"2013-08-28",6.8182
"2013-08-29",4.2279
"2013-08-30",3.3476
"2013-08-31",8.9839
"2013-09-01",10.5262
"2013-09-02",8.0325
"2013-09-03",1.3668
"2013-09-04",0.2231
"2013-09-05",2.9427
"2013-09-06",31.0757
"2013-09-07",28.1187
"2013-09-08",1.0839
"2013-09-09",1.3244
"2013-09-10",5.5852
"2013-09-11",0.0024
"2013-09-12",31.959
"2013-09-13",2.206
"2013-09-14",2.3582
"2013-09-15",0.2593
"2013-09-16",0.0736
"2013-09-17",1.8587
"2013-09-18",2.1971
"2013-09-19",0.0522
"2013-09-20",0.6564
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0.055
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.8676
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0.1611
"2013-10-09",0.0376
"2013-10-10",2.5886
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",8.4786
"2013-10-15",2.9817
"2013-10-16",28.3053
"2013-10-17",15.3429
"2013-10-18",23.0059
"2013-10-19",20.7893
"2013-10-20",12.9767
"2013-10-21",2.4162
"2013-10-22",0.0017
"2013-10-23",0.022
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0.1889
"2013-10-27",0.2004
"2013-10-28",5.448
"2013-10-29",6.2317
"2013-10-30",11.1355
"2013-10-31",11.9771
"2013-11-01",7.4336
"2013-11-02",13.2342
"2013-11-03",2.3309
"2013-11-04",10.9241
"2013-11-05",1.7773
"2013-11-06",25.3866
"2013-11-07",6.4739
"2013-11-08",2.1946
"2013-11-09",8.1267
"2013-11-10",16.264
"2013-11-11",12.2837
"2013-11-12",0.0394
"2013-11-13",4.4435
"2013-11-14",1.4319
"2013-11-15",5.1766
"2013-11-16",0.0018
"2013-11-17",10.1834
"2013-11-18",3.9401
"2013-11-19",20.3156
"2013-11-20",0
"2013-11-21",1.8116
"2013-11-22",5.2074
"2013-11-23",20.3395
"2013-11-24",0.8669
"2013-11-25",2.5113
"2013-11-26",25.5926
"2013-11-27",0
"2013-11-28",2.9904
"2013-11-29",0.5966
"2013-11-30",8.0242
"2013-12-01",23.4856
"2013-12-02",10.692
"2013-12-03",2.5281
"2013-12-04",3.3984
"2013-12-05",7.7407
"2013-12-06",0.0844
"2013-12-07",8.6482
"2013-12-08",0.5346
"2013-12-09",0.5427
"2013-12-10",0
"2013-12-11",0.0265
"2013-12-12",0.0035
"2013-12-13",0
"2013-12-14",0.7494
"2013-12-15",0.0779
"2013-12-16",0.0915
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0.3979
"2013-12-21",0.132
"2013-12-22",0
"2013-12-23",0.0028
"2013-12-24",0.9707
"2013-12-25",0.6313
"2013-12-26",0.1396
"2013-12-27",0
"2013-12-28",0.0697
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0.0595
"2014-01-04",8.8762
"2014-01-05",0.5981
"2014-01-06",19.0469
"2014-01-07",38.3825
"2014-01-08",0
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",0.416
"2014-01-13",2.3044
"2014-01-14",0.282
"2014-01-15",10.8916
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0.0023
"2014-01-30",0.0019
"2014-01-31",0.002
"2014-02-01",0.5969
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0.3352
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0.0088
"2014-02-13",0.2647
"2014-02-14",0.5167
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",0
"2014-02-21",0.2441
"2014-02-22",0
"2014-02-23",9.4391
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0.0016
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",1.5411
"2014-03-06",1.7622
"2014-03-07",5.8027
"2014-03-08",0
"2014-03-09",1.9609
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.0137
"2014-03-15",0
"2014-03-16",0
"2014-03-17",3.468
"2014-03-18",1.4136
"2014-03-19",10.5498
"2014-03-20",3.3606
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",6.831
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.5981
"2014-04-03",2.4305
"2014-04-04",6.2853
"2014-04-05",12.6003
"2014-04-06",15.5724
"2014-04-07",12.3639
"2014-04-08",21.5521
"2014-04-09",0
"2014-04-10",7.9702
"2014-04-11",0
"2014-04-12",0
"2014-04-13",0.0945
"2014-04-14",8.8751
"2014-04-15",0.3906
"2014-04-16",4.1555
"2014-04-17",0
"2014-04-18",0.327
"2014-04-19",0.3899
"2014-04-20",6.2829
"2014-04-21",12.6606
"2014-04-22",15.9707
"2014-04-23",9.9624
"2014-04-24",10.4937
"2014-04-25",0.0844
"2014-04-26",8.747
"2014-04-27",15.6182
"2014-04-28",25.847
"2014-04-29",33.7706
"2014-04-30",26.6522
"2014-05-01",6.6852
"2014-05-02",16.909
"2014-05-03",34.9855
"2014-05-04",28.9645
"2014-05-05",39.9649
"2014-05-06",9.4749
"2014-05-07",7.827
"2014-05-08",12.0898
"2014-05-09",9.2744
"2014-05-10",1.2406
"2014-05-11",0
"2014-05-12",2.9373
"2014-05-13",0.0755
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0.0174
"2014-05-18",0
"2014-05-19",0.0115
"2014-05-20",0.7305
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",0.0768
"2014-05-26",0
"2014-05-27",1.345
"2014-05-28",10.3517
"2014-05-29",1.8074
"2014-05-30",0.3554
"2014-05-31",0.1842
"2014-06-01",0.2367
"2014-06-02",10.4134
"2014-06-03",11.243
"2014-06-04",1.5846
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",2.7522
"2014-06-09",0.0066
"2014-06-10",0
"2014-06-11",0.2554
"2014-06-12",1.4037
"2014-06-13",0.087
"2014-06-14",1.045
"2014-06-15",0.0159
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",2.3702
"2014-06-20",0.5073
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",2.3622
"2014-06-26",0.2638
"2014-06-27",0
"2014-06-28",1.1097
"2014-06-29",0
"2014-06-30",0
"2014-07-01",1.1751
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",1.0418
"2014-07-06",4.3787
"2014-07-07",0
"2014-07-08",0.008
"2014-07-09",0
"2014-07-10",2.1864
"2014-07-11",0
"2014-07-12",0.165
"2014-07-13",0
"2014-07-14",0.454
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0.6007
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.1914
"2014-07-25",0
"2014-07-26",1.064
"2014-07-27",0.6743
"2014-07-28",0.2197
"2014-07-29",0
"2014-07-30",0.0084
"2014-07-31",0
"2014-08-01",2.1024
"2014-08-02",0.0028
"2014-08-03",0.0264
"2014-08-04",0.9334
"2014-08-05",0.5197
"2014-08-06",0.1029
"2014-08-07",2.0063
"2014-08-08",4.7771
"2014-08-09",0.3729
"2014-08-10",1.0101
"2014-08-11",0.1953
"2014-08-12",0
"2014-08-13",0.0548
"2014-08-14",0
"2014-08-15",1.7788
"2014-08-16",4.9079
"2014-08-17",6.1231
"2014-08-18",4.5327
"2014-08-19",3.2787
"2014-08-20",1.6248
"2014-08-21",4.9398
"2014-08-22",7.9729
"2014-08-23",0
"2014-08-24",0.7031
"2014-08-25",0.5073
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0.0004
"2014-08-29",0.0008
"2014-08-30",0.1478
"2014-08-31",0.2021
"2014-09-01",0
"2014-09-02",0.4131
"2014-09-03",1.5473
"2014-09-04",3.3865
"2014-09-05",1.339
"2014-09-06",0.0162
"2014-09-07",0.1595
"2014-09-08",0.1651
"2014-09-09",0.0332
"2014-09-10",2.0691
"2014-09-11",1.7894
"2014-09-12",2.8385
"2014-09-13",0.0242
"2014-09-14",2.133
"2014-09-15",0.0013
"2014-09-16",0
"2014-09-17",1.3031
"2014-09-18",5.3313
"2014-09-19",0
"2014-09-20",0
"2014-09-21",1.2754
"2014-09-22",1.0975
"2014-09-23",10.9646
"2014-09-24",17.1206
"2014-09-25",18.7055
"2014-09-26",29.8417
"2014-09-27",24.6435
"2014-09-28",26.2714
"2014-09-29",22.095
"2014-09-30",25.3839
"2014-10-01",17.577
"2014-10-02",7.5871
"2014-10-03",20.8387
"2014-10-04",15.914
"2014-10-05",2.0995
"2014-10-06",2.7163
"2014-10-07",1.2585
"2014-10-08",1.7249
"2014-10-09",13.1721
"2014-10-10",1.6696
"2014-10-11",0
"2014-10-12",0.0326
"2014-10-13",0
"2014-10-14",11.0967
"2014-10-15",14.4211
"2014-10-16",10.9573
"2014-10-17",14.513
"2014-10-18",15.0869
"2014-10-19",10.8712
"2014-10-20",21.5387
"2014-10-21",6.2817
"2014-10-22",5.4534
"2014-10-23",4.402
"2014-10-24",18.0749
"2014-10-25",12.7608
"2014-10-26",4.5356
"2014-10-27",4.9593
"2014-10-28",6.2711
"2014-10-29",4.7379
"2014-10-30",26.3582
"2014-10-31",14.3845
"2014-11-01",9.3924
"2014-11-02",13.6353
"2014-11-03",22.8871
"2014-11-04",7.0123
"2014-11-05",2.5928
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",2.3061
"2014-11-11",3.6042
"2014-11-12",12.673
"2014-11-13",13.0758
"2014-11-14",5.9763
"2014-11-15",0.9481
"2014-11-16",10.8036
"2014-11-17",3.3824
"2014-11-18",7.3356
"2014-11-19",11.2475
"2014-11-20",18.8934
"2014-11-21",5.3677
"2014-11-22",5.2098
"2014-11-23",12.2495
"2014-11-24",6.2992
"2014-11-25",21.1829
"2014-11-26",46.5045
"2014-11-27",43.0756
"2014-11-28",8.868
"2014-11-29",0.0046
"2014-11-30",0.6516
"2014-12-01",14.4176
"2014-12-02",8.2356
"2014-12-03",16.2447
"2014-12-04",0
"2014-12-05",0
"2014-12-06",1.0612
"2014-12-07",0.0091
"2014-12-08",12.4676
"2014-12-09",9.4515
"2014-12-10",12.8391
"2014-12-11",17.9627
"2014-12-12",9.5898
"2014-12-13",0.3845
"2014-12-14",0.5732
"2014-12-15",4.0458
"2014-12-16",7.8116
"2014-12-17",26.893
"2014-12-18",17.9749
"2014-12-19",11.0604
"2014-12-20",31.4605
"2014-12-21",10.6634
"2014-12-22",29.3054
"2014-12-23",11.6154
"2014-12-24",20.3892
"2014-12-25",24.4888
"2014-12-26",51.5782
"2014-12-27",26.8792
"2014-12-28",20.2536
"2014-12-29",0.0042
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0.0124
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",3.3273
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",1.5066
"2015-01-15",0
"2015-01-16",0.6758
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0.5882
"2015-01-24",0.3537
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",2.9543
"2015-01-29",3.9854
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0
"2015-02-02",0.157
"2015-02-03",1.8745
"2015-02-04",0.8493
"2015-02-05",0.0279
"2015-02-06",0.3439
"2015-02-07",0
"2015-02-08",0
"2015-02-09",8.4085
"2015-02-10",13.4876
"2015-02-11",0.0028
"2015-02-12",0.0023
"2015-02-13",0.0024
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",0.8084
"2015-02-25",0.1125
"2015-02-26",0
"2015-02-27",0
"2015-02-28",0
"2015-03-01",3.8644
"2015-03-02",1.2069
"2015-03-03",0
"2015-03-04",8.4533
"2015-03-05",0.1739
"2015-03-06",0.0074
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",4.4114
"2015-03-13",8.9466
"2015-03-14",3.6771
"2015-03-15",3.2974
"2015-03-16",0.1315
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",4.2501
"2015-03-27",1.0333
"2015-03-28",4.7531
"2015-03-29",7.2546
"2015-03-30",11.1294
"2015-03-31",13.7942
"2015-04-01",23.001
"2015-04-02",15.4047
"2015-04-03",5.7505
"2015-04-04",1.0232
"2015-04-05",0
"2015-04-06",0.7852
"2015-04-07",12.7183
"2015-04-08",2.1858
"2015-04-09",7.0017
"2015-04-10",9.7855
"2015-04-11",7.4335
"2015-04-12",3.4386
"2015-04-13",22.7078
"2015-04-14",0
"2015-04-15",3.5497
"2015-04-16",2.6227
"2015-04-17",0.2499
"2015-04-18",1.3444
"2015-04-19",5.8954
"2015-04-20",14.0236
"2015-04-21",18.6287
"2015-04-22",0
"2015-04-23",5.3318
"2015-04-24",13.7411
"2015-04-25",12.3975
"2015-04-26",20.3731
"2015-04-27",5.4356
"2015-04-28",3.2724
"2015-04-29",13.7865
"2015-04-30",0.1497
"2015-05-01",2.9964
"2015-05-02",0
"2015-05-03",0.6414
"2015-05-04",0.8518
"2015-05-05",5.1085
"2015-05-06",7.7085
"2015-05-07",7.2876
"2015-05-08",7.8964
"2015-05-09",36.4348
"2015-05-10",18.1623
"2015-05-11",22.5518
"2015-05-12",22.389
"2015-05-13",28.5129
"2015-05-14",16.6922
"2015-05-15",1.4189
"2015-05-16",15.2669
"2015-05-17",22.4458
"2015-05-18",8.4838
"2015-05-19",2.0811
"2015-05-20",0.7016
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0.0275
"2015-05-26",0.1459
"2015-05-27",0
"2015-05-28",0.9637
"2015-05-29",0
"2015-05-30",0.2102
"2015-05-31",4.611
"2015-06-01",1.1289
"2015-06-02",1.7559
"2015-06-03",2.1054
"2015-06-04",6.4821
"2015-06-05",3.2696
"2015-06-06",0.1309
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",5.4299
"2015-06-12",0.1467
"2015-06-13",0
"2015-06-14",0
"2015-06-15",4.1263
"2015-06-16",6.9465
"2015-06-17",0.6997
"2015-06-18",0.3771
"2015-06-19",0.5863
"2015-06-20",0.0165
"2015-06-21",0.2397
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0.1087
"2015-06-26",1.1189
"2015-06-27",0.6206
"2015-06-28",1.2727
"2015-06-29",6.6328
"2015-06-30",0.3126
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0.0688
"2015-07-12",0.0784
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0.0427
"2015-07-16",0
"2015-07-17",0.386
"2015-07-18",0.1772
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.3984
"2015-07-22",1.5087
"2015-07-23",1.4143
"2015-07-24",0.0033
"2015-07-25",1.7527
"2015-07-26",0.0142
"2015-07-27",0.008
"2015-07-28",0.6904
"2015-07-29",1.9693
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0.0772
"2015-08-06",0
"2015-08-07",0.14
"2015-08-08",0.5618
"2015-08-09",0.8361
"2015-08-10",0.0402
"2015-08-11",2.122
"2015-08-12",0
"2015-08-13",0
"2015-08-14",3.8032
"2015-08-15",4.7389
"2015-08-16",5.1838
"2015-08-17",2.153
"2015-08-18",4.8907
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0.1344
"2015-08-22",0.6178
"2015-08-23",2
"2015-08-24",0.1329
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0.4923
"2015-08-28",0.9129
"2015-08-29",0.0107
"2015-08-30",0.0188
"2015-08-31",0.4577
"2015-09-01",6.9544
"2015-09-02",11.6368
"2015-09-03",26.9396
"2015-09-04",16.8054
"2015-09-05",13.5069
"2015-09-06",3.8054
"2015-09-07",2.6559
"2015-09-08",3.9485
"2015-09-09",0.0013
"2015-09-10",7.4922
"2015-09-11",1.041
"2015-09-12",0.3119
"2015-09-13",1.2579
"2015-09-14",0.2642
"2015-09-15",0.6023
"2015-09-16",0.4283
"2015-09-17",0.0013
"2015-09-18",2.5111
"2015-09-19",0.9498
"2015-09-20",0.5267
"2015-09-21",1.2387
"2015-09-22",3.6306
"2015-09-23",6.0369
"2015-09-24",5.6164
"2015-09-25",2.7321
"2015-09-26",13.3503
"2015-09-27",15.5343
"2015-09-28",12.3313
"2015-09-29",12.5242
"2015-09-30",12.5945
"2015-10-01",1.0679
"2015-10-02",6.2311
"2015-10-03",0
"2015-10-04",1.6539
"2015-10-05",10.1498
"2015-10-06",1.6499
"2015-10-07",2.0851
"2015-10-08",0.7054
"2015-10-09",1.2706
"2015-10-10",0.0971
"2015-10-11",9.1061
"2015-10-12",10.4746
"2015-10-13",22.2835
"2015-10-14",15.5712
"2015-10-15",14.9411
"2015-10-16",12.8226
"2015-10-17",12.9454
"2015-10-18",14.7399
"2015-10-19",15.218
"2015-10-20",12.8936
"2015-10-21",10.7016
"2015-10-22",13.7231
"2015-10-23",8.4801
"2015-10-24",15.7879
"2015-10-25",25.7289
"2015-10-26",0.6858
"2015-10-27",8.1545
"2015-10-28",5.4209
"2015-10-29",3.5065
"2015-10-30",12.3766
"2015-10-31",10.7816
"2015-11-01",27.0318
"2015-11-02",24.4587
"2015-11-03",1.7126
"2015-11-04",5.8074
"2015-11-05",21.2851
"2015-11-06",21.223
"2015-11-07",8.8612
"2015-11-08",8.2214
"2015-11-09",3.5747
"2015-11-10",3.6873
"2015-11-11",13.2061
"2015-11-12",17.1488
"2015-11-13",29.6015
"2015-11-14",35.17
"2015-11-15",45.6183
"2015-11-16",6.642
"2015-11-17",10.0261
"2015-11-18",16.7394
"2015-11-19",21.668
"2015-11-20",5.4309
"2015-11-21",19.9488
"2015-11-22",10.2831
"2015-11-23",7.6783
"2015-11-24",1.163
"2015-11-25",0.2375
"2015-11-26",0
"2015-11-27",0.5056
"2015-11-28",3.3907
"2015-11-29",19.7988
"2015-11-30",18.7373
"2015-12-01",12.2173
"2015-12-02",16.0233
"2015-12-03",4.6185
"2015-12-04",24.3081
"2015-12-05",10.1681
"2015-12-06",11.6207
"2015-12-07",10.4532
"2015-12-08",22.0681
"2015-12-09",2.8155
"2015-12-10",9.967
"2015-12-11",8.9811
"2015-12-12",1.0893
"2015-12-13",14.0039
"2015-12-14",18.7018
"2015-12-15",0.1907
"2015-12-16",0
"2015-12-17",5.0395
"2015-12-18",3.8966
"2015-12-19",0.0212
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",25.2727
"2015-12-28",1.5758
"2015-12-29",7.7516
"2015-12-30",1.3072
"2015-12-31",0
"2016-01-01",0.0016
"2016-01-02",0.0024
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.0021
"2016-01-06",0.5859
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",2.0356
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0
"2016-01-16",0.6686
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.0018
"2016-01-24",0.0981
"2016-01-25",0.0018
"2016-01-26",6.1693
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0.149
"2016-01-30",1.6835
"2016-01-31",9.2921
"2016-02-01",0.4967
"2016-02-02",1.8358
"2016-02-03",0.9809
"2016-02-04",0.4022
"2016-02-05",13.7949
"2016-02-06",0
"2016-02-07",0.7523
"2016-02-08",0.0147
"2016-02-09",0
"2016-02-10",0.7412
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",4.5689
"2016-02-16",0
"2016-02-17",2.3604
"2016-02-18",0.9089
"2016-02-19",0.0092
"2016-02-20",3.2982
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0.0092
"2016-02-25",5.1823
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.0926
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0.0252
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",5.876
"2016-03-09",8.979
"2016-03-10",0.8425
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0.0946
"2016-03-16",0
"2016-03-17",0.7667
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",3.6797
"2016-03-22",0
"2016-03-23",1.3873
"2016-03-24",0.1323
"2016-03-25",0.0997
"2016-03-26",0
"2016-03-27",0
"2016-03-28",0.8995
"2016-03-29",0.0543
"2016-03-30",3.8008
"2016-03-31",0.0516
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0
"2016-04-06",2.4328
"2016-04-07",7.2526
"2016-04-08",3.7411
"2016-04-09",6.9555
"2016-04-10",7.8922
"2016-04-11",5.3179
"2016-04-12",0.8457
"2016-04-13",0
"2016-04-14",0.7807
"2016-04-15",6.0193
"2016-04-16",1.8971
"2016-04-17",0
"2016-04-18",0.0987
"2016-04-19",16.2511
"2016-04-20",4.8068
"2016-04-21",4.8109
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",8.2252
"2016-04-27",0.3604
"2016-04-28",0.4633
"2016-04-29",4.5006
"2016-04-30",10.5991
"2016-05-01",0.4181
"2016-05-02",0.611
"2016-05-03",2.36
"2016-05-04",7.215
"2016-05-05",18.7935
"2016-05-06",12.0809
"2016-05-07",8.7468
"2016-05-08",25.9202
"2016-05-09",13.6853
"2016-05-10",23.1272
"2016-05-11",28.6527
"2016-05-12",12.9919
"2016-05-13",18.8098
"2016-05-14",47.507
"2016-05-15",67.0139
"2016-05-16",56.9222
"2016-05-17",37.0716
"2016-05-18",2.4641
"2016-05-19",24.0043
"2016-05-20",11.239
"2016-05-21",3.5581
"2016-05-22",0.0825
"2016-05-23",0
"2016-05-24",0.5592
"2016-05-25",0
"2016-05-26",0
"2016-05-27",11.0067
"2016-05-28",3.9657
"2016-05-29",3.7202
"2016-05-30",2.8103
"2016-05-31",7.7476
"2016-06-01",0.0396
"2016-06-02",0
"2016-06-03",0.0001
"2016-06-04",0
"2016-06-05",0
"2016-06-06",1.256
"2016-06-07",0.2111
"2016-06-08",0.8685
"2016-06-09",2.6829
"2016-06-10",4.4822
"2016-06-11",0
"2016-06-12",1.984
"2016-06-13",0
"2016-06-14",0.0998
"2016-06-15",0
"2016-06-16",1.5284
"2016-06-17",2.9701
"2016-06-18",3.3911
"2016-06-19",0.6472
"2016-06-20",0.6209
"2016-06-21",5.5924
"2016-06-22",2.5803
"2016-06-23",7.1725
"2016-06-24",0
"2016-06-25",0.6297
"2016-06-26",0
"2016-06-27",2.0165
"2016-06-28",5.0723
"2016-06-29",8.1904
"2016-06-30",0.0597
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",1.7664
"2016-07-08",1.5459
"2016-07-09",0
"2016-07-10",0.4518
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.4489
"2016-07-15",2.0947
"2016-07-16",1.9924
"2016-07-17",3.3217
"2016-07-18",0
"2016-07-19",0.0345
"2016-07-20",0.9413
"2016-07-21",0.6759
"2016-07-22",0
"2016-07-23",0.1088
"2016-07-24",0.84
"2016-07-25",2.1815
"2016-07-26",3.7164
"2016-07-27",4.4914
"2016-07-28",2.6922
"2016-07-29",0.8199
"2016-07-30",0
"2016-07-31",0
"2016-08-01",0.0347
