,"(mm) Precipitation (CHIRPS) at Ratnapura, 2007-01-01 to 2025-12-31"
"2013-03-28",11.2618
"2013-03-29",15.8611
"2013-03-30",0.179
"2013-03-31",0.1933
"2013-04-01",1.1045
"2013-04-02",1.8255
"2013-04-03",0
"2013-04-04",10.486
"2013-04-05",2.5385
"2013-04-06",0.3999
"2013-04-07",1.7107
"2013-04-08",6.2458
"2013-04-09",10.3643
"2013-04-10",7.047
"2013-04-11",2.0149
"2013-04-12",16.501
"2013-04-13",16.4398
"2013-04-14",11.8788
"2013-04-15",11.069
"2013-04-16",0
"2013-04-17",0.0842
"2013-04-18",0.0172
"2013-04-19",0
"2013-04-20",0
"2013-04-21",0
"2013-04-22",11.0393
"2013-04-23",3.5519
"2013-04-24",13.4672
"2013-04-25",16.4856
"2013-04-26",7.8091
"2013-04-27",5.2893
"2013-04-28",5.0864
"2013-04-29",5.5663
"2013-04-30",14.1386
"2013-05-01",8.0879
"2013-05-02",11.1047
"2013-05-03",25.4529
"2013-05-04",16.7881
"2013-05-05",16.9916
"2013-05-06",29.9528
"2013-05-07",1.3184
"2013-05-08",22.9353
"2013-05-09",1.534
"2013-05-10",17.1927
"2013-05-11",0.0431
"2013-05-12",26.6833
"2013-05-13",51.9232
"2013-05-14",1.6443
"2013-05-15",7.0161
"2013-05-16",0
"2013-05-17",6.9938
"2013-05-18",3.4029
"2013-05-19",11.9916
"2013-05-20",30.8373
"2013-05-21",0.7105
"2013-05-22",0
"2013-05-23",0
"2013-05-24",2.9404
"2013-05-25",1.3947
"2013-05-26",0
"2013-05-27",4.1639
"2013-05-28",3.9602
"2013-05-29",0
"2013-05-30",13.7649
"2013-05-31",40.7338
"2013-06-01",27.8669
"2013-06-02",20.808
"2013-06-03",4.0351
"2013-06-04",7.062
"2013-06-05",22.1269
"2013-06-06",0.8818
"2013-06-07",0.0004
"2013-06-08",70.3873
"2013-06-09",0.9306
"2013-06-10",0
"2013-06-11",19.2856
"2013-06-12",44.4762
"2013-06-13",21.7986
"2013-06-14",2.7129
"2013-06-15",16.6483
"2013-06-16",5.6369
"2013-06-17",44.8397
"2013-06-18",38.9712
"2013-06-19",11.7938
"2013-06-20",0
"2013-06-21",4.0632
"2013-06-22",45.6152
"2013-06-23",24.8372
"2013-06-24",0.4872
"2013-06-25",0
"2013-06-26",0.1087
"2013-06-27",0.0553
"2013-06-28",4.7767
"2013-06-29",21.0417
"2013-06-30",10.1799
"2013-07-01",9.4898
"2013-07-02",1.698
"2013-07-03",0.1494
"2013-07-04",0.7591
"2013-07-05",7.2042
"2013-07-06",10.5029
"2013-07-07",13.7084
"2013-07-08",0.0106
"2013-07-09",10.8592
"2013-07-10",27.644
"2013-07-11",2.7358
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",9.9731
"2013-07-16",1.9482
"2013-07-17",6.1059
"2013-07-18",2.1891
"2013-07-19",0.0113
"2013-07-20",3.6567
"2013-07-21",35.3609
"2013-07-22",6.6708
"2013-07-23",1.4414
"2013-07-24",9.9075
"2013-07-25",13.4878
"2013-07-26",11.6368
"2013-07-27",0
"2013-07-28",0.6225
"2013-07-29",2.9965
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",3.7363
"2013-08-03",11.7066
"2013-08-04",22.9721
"2013-08-05",1.7333
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0.1352
"2013-08-09",9.4204
"2013-08-10",10.7687
"2013-08-11",0
"2013-08-12",12.9244
"2013-08-13",2.1925
"2013-08-14",1.0855
"2013-08-15",0.4646
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0.032
"2013-08-19",0
"2013-08-20",0
"2013-08-21",1.9223
"2013-08-22",0.4757
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",6.6238
"2013-08-27",0.0289
"2013-08-28",10.368
"2013-08-29",10.1209
"2013-08-30",9.2161
"2013-08-31",2.4375
"2013-09-01",5.6146
"2013-09-02",10.8849
"2013-09-03",0.5463
"2013-09-04",0
"2013-09-05",12.6444
"2013-09-06",40.1604
"2013-09-07",50.0833
"2013-09-08",9.9332
"2013-09-09",0
"2013-09-10",15.8142
"2013-09-11",30.2942
"2013-09-12",33.255
"2013-09-13",1.3784
"2013-09-14",1.4653
"2013-09-15",0.0011
"2013-09-16",0.2774
"2013-09-17",0.0623
"2013-09-18",20.4595
"2013-09-19",0.3841
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0.4613
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0.3031
"2013-10-08",2.9764
"2013-10-09",3.052
"2013-10-10",8.5039
"2013-10-11",13.8152
"2013-10-12",9.0664
"2013-10-13",0.0481
"2013-10-14",0.9867
"2013-10-15",0
"2013-10-16",23.1822
"2013-10-17",16.9953
"2013-10-18",41.1427
"2013-10-19",21.6629
"2013-10-20",2.3611
"2013-10-21",0.2479
"2013-10-22",0.0061
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0.0963
"2013-10-26",0
"2013-10-27",10.8259
"2013-10-28",12.5785
"2013-10-29",16.3828
"2013-10-30",19.1557
"2013-10-31",19.956
"2013-11-01",5.7224
"2013-11-02",19.6432
"2013-11-03",14.0598
"2013-11-04",4.0558
"2013-11-05",2.8596
"2013-11-06",8.4904
"2013-11-07",5.0984
"2013-11-08",6.1304
"2013-11-09",9.1104
"2013-11-10",5.5282
"2013-11-11",12.0235
"2013-11-12",12.4827
"2013-11-13",2.6836
"2013-11-14",0
"2013-11-15",2.2335
"2013-11-16",22.47
"2013-11-17",2.4891
"2013-11-18",7.9436
"2013-11-19",22.3164
"2013-11-20",15.2239
"2013-11-21",12.2686
"2013-11-22",13.5485
"2013-11-23",20.065
"2013-11-24",16.511
"2013-11-25",15.4796
"2013-11-26",8.6356
"2013-11-27",4.2246
"2013-11-28",1.2132
"2013-11-29",16.2206
"2013-11-30",28.4877
"2013-12-01",10.4103
"2013-12-02",6.5041
"2013-12-03",10.5277
"2013-12-04",7.1096
"2013-12-05",10.4343
"2013-12-06",1.0583
"2013-12-07",8.6468
"2013-12-08",1.4985
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0.0471
"2013-12-13",0
"2013-12-14",0.8888
"2013-12-15",15.1563
"2013-12-16",3.9097
"2013-12-17",4.9046
"2013-12-18",0
"2013-12-19",0.2911
"2013-12-20",1.5086
"2013-12-21",0.6399
"2013-12-22",0
"2013-12-23",0
"2013-12-24",1.1919
"2013-12-25",10.9929
"2013-12-26",0
"2013-12-27",0
"2013-12-28",1.9067
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",1.7821
"2014-01-03",5.5564
"2014-01-04",1.9817
"2014-01-05",0
"2014-01-06",4.5915
"2014-01-07",3.6035
"2014-01-08",1.0108
"2014-01-09",0.9742
"2014-01-10",0.13
"2014-01-11",0
"2014-01-12",11.3357
"2014-01-13",0.5691
"2014-01-14",5.8062
"2014-01-15",18.3741
"2014-01-16",32.8039
"2014-01-17",0.4205
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.0007
"2014-01-21",0.3035
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",3.2012
"2014-01-30",4.7476
"2014-01-31",0
"2014-02-01",0.4898
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",16.4839
"2014-02-21",8.3202
"2014-02-22",7.6312
"2014-02-23",9.9519
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",5.9875
"2014-02-28",5.1712
"2014-03-01",0.5185
"2014-03-02",3.0577
"2014-03-03",3.4914
"2014-03-04",0.2959
"2014-03-05",12.986
"2014-03-06",16.0479
"2014-03-07",17.1374
"2014-03-08",0
"2014-03-09",0.0737
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",6.5087
"2014-03-15",0.8445
"2014-03-16",0
"2014-03-17",1.3837
"2014-03-18",4.1115
"2014-03-19",16.838
"2014-03-20",4.9326
"2014-03-21",11.2435
"2014-03-22",0
"2014-03-23",0.0279
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",11.1448
"2014-03-28",0.948
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",2.0912
"2014-04-02",6.9524
"2014-04-03",10.9551
"2014-04-04",7.1571
"2014-04-05",16.3698
"2014-04-06",6.7713
"2014-04-07",4.1105
"2014-04-08",17.0373
"2014-04-09",0.5018
"2014-04-10",8.9208
"2014-04-11",4.8041
"2014-04-12",7.7576
"2014-04-13",12.4649
"2014-04-14",18.5694
"2014-04-15",0.3535
"2014-04-16",4.1087
"2014-04-17",11.4164
"2014-04-18",6.6379
"2014-04-19",2.7824
"2014-04-20",1.8017
"2014-04-21",9.2515
"2014-04-22",22.8017
"2014-04-23",10.8618
"2014-04-24",14.8668
"2014-04-25",8.376
"2014-04-26",3.9028
"2014-04-27",8.7511
"2014-04-28",26.0082
"2014-04-29",15.5725
"2014-04-30",18.8256
"2014-05-01",6.9599
"2014-05-02",17.6925
"2014-05-03",25.5474
"2014-05-04",12.905
"2014-05-05",13.6977
"2014-05-06",6.841
"2014-05-07",12.5529
"2014-05-08",20.9316
"2014-05-09",25.2475
"2014-05-10",5.5826
"2014-05-11",0.0102
"2014-05-12",20.2914
"2014-05-13",11.3481
"2014-05-14",0.002
"2014-05-15",0.328
"2014-05-16",0
"2014-05-17",0.2594
"2014-05-18",0.366
"2014-05-19",5.325
"2014-05-20",3.086
"2014-05-21",14.9231
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.682
"2014-05-25",9.7691
"2014-05-26",1.2579
"2014-05-27",8.3063
"2014-05-28",2.7431
"2014-05-29",11.826
"2014-05-30",2.7503
"2014-05-31",15.0076
"2014-06-01",25.2853
"2014-06-02",45.5392
"2014-06-03",53.2515
"2014-06-04",6.2815
"2014-06-05",1.7897
"2014-06-06",5.9972
"2014-06-07",0.1693
"2014-06-08",48.7169
"2014-06-09",4.3329
"2014-06-10",0
"2014-06-11",7.1436
"2014-06-12",35.8219
"2014-06-13",9.7555
"2014-06-14",0
"2014-06-15",0.9392
"2014-06-16",5.9283
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",1.9837
"2014-06-26",6.1162
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0.1561
"2014-06-30",15.867
"2014-07-01",8.5881
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",14.3813
"2014-07-06",18.4433
"2014-07-07",6.9604
"2014-07-08",0
"2014-07-09",0.2826
"2014-07-10",0.3578
"2014-07-11",0
"2014-07-12",0.4794
"2014-07-13",2.4461
"2014-07-14",6.3284
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0.0162
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0.054
"2014-07-23",0
"2014-07-24",0.2319
"2014-07-25",3.7254
"2014-07-26",1.8445
"2014-07-27",24.7979
"2014-07-28",0.2121
"2014-07-29",0
"2014-07-30",1.0353
"2014-07-31",0
"2014-08-01",8.4886
"2014-08-02",9.917
"2014-08-03",5.2569
"2014-08-04",8.1314
"2014-08-05",8.8256
"2014-08-06",11.082
"2014-08-07",10.1813
"2014-08-08",20.283
"2014-08-09",13.4067
"2014-08-10",4.1423
"2014-08-11",7.6455
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0
"2014-08-15",11.0535
"2014-08-16",13.0781
"2014-08-17",62.4527
"2014-08-18",32.585
"2014-08-19",2.1062
"2014-08-20",12.623
"2014-08-21",10.2183
"2014-08-22",28.2773
"2014-08-23",0.2002
"2014-08-24",0.8586
"2014-08-25",5.5662
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",1.8188
"2014-09-03",3.3182
"2014-09-04",6.2743
"2014-09-05",23.3695
"2014-09-06",7.2669
"2014-09-07",10.9614
"2014-09-08",0
"2014-09-09",15.4528
"2014-09-10",2.1345
"2014-09-11",18.6464
"2014-09-12",12.7316
"2014-09-13",0
"2014-09-14",12.9367
"2014-09-15",0.9277
"2014-09-16",0
"2014-09-17",24.2211
"2014-09-18",4.4739
"2014-09-19",0.0877
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",1.5649
"2014-09-24",16.3516
"2014-09-25",17.8104
"2014-09-26",35.3803
"2014-09-27",22.8129
"2014-09-28",27.4308
"2014-09-29",21.8673
"2014-09-30",33.8402
"2014-10-01",20.4857
"2014-10-02",32.0757
"2014-10-03",33.0321
"2014-10-04",16.7005
"2014-10-05",25.6325
"2014-10-06",22.4501
"2014-10-07",16.3901
"2014-10-08",22.1893
"2014-10-09",10.1655
"2014-10-10",28.0631
"2014-10-11",0
"2014-10-12",0.1226
"2014-10-13",0
"2014-10-14",16.5338
"2014-10-15",33.8837
"2014-10-16",17.2528
"2014-10-17",19.5596
"2014-10-18",31.7655
"2014-10-19",13.0507
"2014-10-20",25.1662
"2014-10-21",12.0997
"2014-10-22",6.2922
"2014-10-23",3.0139
"2014-10-24",31.4583
"2014-10-25",7.014
"2014-10-26",14.7355
"2014-10-27",7.1794
"2014-10-28",21.0755
"2014-10-29",32.9984
"2014-10-30",23.2433
"2014-10-31",9.8119
"2014-11-01",1.8188
"2014-11-02",1.8156
"2014-11-03",14.8679
"2014-11-04",1.0951
"2014-11-05",0.2443
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0.0641
"2014-11-10",5.5497
"2014-11-11",14.1537
"2014-11-12",13.3105
"2014-11-13",9.0301
"2014-11-14",18.7843
"2014-11-15",3.2362
"2014-11-16",12.3905
"2014-11-17",6.0708
"2014-11-18",2.4231
"2014-11-19",24.824
"2014-11-20",16.9536
"2014-11-21",17.9906
"2014-11-22",7.2351
"2014-11-23",15.3388
"2014-11-24",32.3287
"2014-11-25",18.7039
"2014-11-26",36.3429
"2014-11-27",27.2428
"2014-11-28",9.3314
"2014-11-29",1.2967
"2014-11-30",9.307
"2014-12-01",22.4501
"2014-12-02",14.8628
"2014-12-03",7.6123
"2014-12-04",5.733
"2014-12-05",5.0161
"2014-12-06",8.7024
"2014-12-07",13.0201
"2014-12-08",8.6775
"2014-12-09",12.2497
"2014-12-10",18.3492
"2014-12-11",10.8103
"2014-12-12",13.6694
"2014-12-13",3.299
"2014-12-14",2.9414
"2014-12-15",1.1616
"2014-12-16",1.5237
"2014-12-17",19.1509
"2014-12-18",20.9264
"2014-12-19",22.5264
"2014-12-20",27.0278
"2014-12-21",6.8077
"2014-12-22",16.2759
"2014-12-23",29.706
"2014-12-24",38.8501
"2014-12-25",38.2741
"2014-12-26",43.0086
"2014-12-27",17.0397
"2014-12-28",25.7695
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0.6167
"2015-01-04",0.2204
"2015-01-05",0
"2015-01-06",2.5662
"2015-01-07",0.0656
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0.2164
"2015-01-24",6.4768
"2015-01-25",1.6817
"2015-01-26",0
"2015-01-27",0
"2015-01-28",5.6684
"2015-01-29",8.3229
"2015-01-30",1.2399
"2015-01-31",12.4886
"2015-02-01",13.8579
"2015-02-02",4.6681
"2015-02-03",0.589
"2015-02-04",0
"2015-02-05",2.6314
"2015-02-06",15.2801
"2015-02-07",0.3331
"2015-02-08",0.1231
"2015-02-09",7.5473
"2015-02-10",13.0367
"2015-02-11",10.4573
"2015-02-12",4.0721
"2015-02-13",18.6922
"2015-02-14",2.3802
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0.1003
"2015-02-23",7.8644
"2015-02-24",4.9082
"2015-02-25",0
"2015-02-26",26.8506
"2015-02-27",8.8739
"2015-02-28",13.5613
"2015-03-01",5.2887
"2015-03-02",4.2689
"2015-03-03",9.2198
"2015-03-04",12.0626
"2015-03-05",2.884
"2015-03-06",2.6617
"2015-03-07",0.0031
"2015-03-08",0
"2015-03-09",1.3767
"2015-03-10",0.3554
"2015-03-11",0.1857
"2015-03-12",11.3586
"2015-03-13",14.4273
"2015-03-14",7.5501
"2015-03-15",1.5814
"2015-03-16",0.6638
"2015-03-17",6.0623
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",12.3461
"2015-03-27",13.8517
"2015-03-28",17.9558
"2015-03-29",11.2122
"2015-03-30",13.6207
"2015-03-31",11.8517
"2015-04-01",16.751
"2015-04-02",13.0125
"2015-04-03",14.0018
"2015-04-04",6.2998
"2015-04-05",1.5605
"2015-04-06",2.5311
"2015-04-07",13.6083
"2015-04-08",16.4116
"2015-04-09",6.2682
"2015-04-10",8.8977
"2015-04-11",8.8597
"2015-04-12",17.7164
"2015-04-13",16.6367
"2015-04-14",0.6718
"2015-04-15",17.8981
"2015-04-16",10.8028
"2015-04-17",8.3682
"2015-04-18",10.3609
"2015-04-19",17.8439
"2015-04-20",25.0526
"2015-04-21",7.7854
"2015-04-22",0.7301
"2015-04-23",19.2909
"2015-04-24",20.3577
"2015-04-25",8.6059
"2015-04-26",3.733
"2015-04-27",6.841
"2015-04-28",5.2621
"2015-04-29",14.5312
"2015-04-30",9.6533
"2015-05-01",9.7678
"2015-05-02",4.0125
"2015-05-03",14.1602
"2015-05-04",6.9189
"2015-05-05",8.8664
"2015-05-06",3.2316
"2015-05-07",13.3196
"2015-05-08",20.1734
"2015-05-09",38.4799
"2015-05-10",22.3311
"2015-05-11",28.6162
"2015-05-12",1.3458
"2015-05-13",24.3766
"2015-05-14",39.0973
"2015-05-15",5.7147
"2015-05-16",11.5203
"2015-05-17",0.3639
"2015-05-18",7.6437
"2015-05-19",1.2113
"2015-05-20",10.3503
"2015-05-21",0.735
"2015-05-22",0
"2015-05-23",0.7056
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",8.3718
"2015-05-28",9.7016
"2015-05-29",0.0647
"2015-05-30",0.016
"2015-05-31",4.1568
"2015-06-01",11.3501
"2015-06-02",7.0774
"2015-06-03",0.4498
"2015-06-04",19.75
"2015-06-05",10.505
"2015-06-06",4.0307
"2015-06-07",8.3004
"2015-06-08",9.9523
"2015-06-09",0
"2015-06-10",0
"2015-06-11",1.7791
"2015-06-12",0.4732
"2015-06-13",1.2228
"2015-06-14",0.2122
"2015-06-15",54.9861
"2015-06-16",39.1884
"2015-06-17",50.7901
"2015-06-18",13.8099
"2015-06-19",6.1558
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0.043
"2015-06-27",0.4665
"2015-06-28",29.2869
"2015-06-29",30.3146
"2015-06-30",1.4924
"2015-07-01",1.6619
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0.0936
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0.0374
"2015-07-08",0
"2015-07-09",1.5457
"2015-07-10",0.953
"2015-07-11",2.7947
"2015-07-12",0
"2015-07-13",0
"2015-07-14",6.4914
"2015-07-15",3.4746
"2015-07-16",26.0499
"2015-07-17",8.8926
"2015-07-18",17.0654
"2015-07-19",0
"2015-07-20",11.5203
"2015-07-21",1.5778
"2015-07-22",22.3319
"2015-07-23",22.4026
"2015-07-24",2.3028
"2015-07-25",7.8641
"2015-07-26",2.6726
"2015-07-27",0
"2015-07-28",0.0666
"2015-07-29",3.9342
"2015-07-30",0
"2015-07-31",0.1106
"2015-08-01",4.8932
"2015-08-02",0
"2015-08-03",0
"2015-08-04",12.2518
"2015-08-05",26.1336
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0.6831
"2015-08-09",0.3467
"2015-08-10",2.7747
"2015-08-11",4.7986
"2015-08-12",1.4884
"2015-08-13",0.0035
"2015-08-14",8.0752
"2015-08-15",9.3398
"2015-08-16",32.3081
"2015-08-17",18.6317
"2015-08-18",0.0115
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0.6827
"2015-08-24",5.2914
"2015-08-25",4.7766
"2015-08-26",2.5491
"2015-08-27",16.462
"2015-08-28",25.564
"2015-08-29",0
"2015-08-30",0.0908
"2015-08-31",13.775
"2015-09-01",6.8808
"2015-09-02",0
"2015-09-03",46.9623
"2015-09-04",16.0033
"2015-09-05",26.3726
"2015-09-06",4.8262
"2015-09-07",0.1078
"2015-09-08",14.8221
"2015-09-09",0
"2015-09-10",13.4003
"2015-09-11",17.4911
"2015-09-12",7.5472
"2015-09-13",10.8949
"2015-09-14",0.7134
"2015-09-15",1.392
"2015-09-16",10.2057
"2015-09-17",5.2751
"2015-09-18",32.2444
"2015-09-19",26.9385
"2015-09-20",11.472
"2015-09-21",19.0261
"2015-09-22",3.178
"2015-09-23",21.7096
"2015-09-24",18.3708
"2015-09-25",10.3975
"2015-09-26",10.9962
"2015-09-27",20.2369
"2015-09-28",34.7775
"2015-09-29",10.6679
"2015-09-30",1.1408
"2015-10-01",0
"2015-10-02",7.654
"2015-10-03",9.7877
"2015-10-04",12.466
"2015-10-05",29.1936
"2015-10-06",6.4623
"2015-10-07",4.4503
"2015-10-08",14.1259
"2015-10-09",4.2298
"2015-10-10",0.313
"2015-10-11",14.2229
"2015-10-12",24.4087
"2015-10-13",21.2979
"2015-10-14",16.1122
"2015-10-15",15.0246
"2015-10-16",24.1654
"2015-10-17",16.4748
"2015-10-18",25.9806
"2015-10-19",24.9141
"2015-10-20",21.8652
"2015-10-21",13.9713
"2015-10-22",15.7468
"2015-10-23",24.4818
"2015-10-24",30.4673
"2015-10-25",31.9288
"2015-10-26",11.7093
"2015-10-27",11.1152
"2015-10-28",17.8922
"2015-10-29",7.6199
"2015-10-30",13.3261
"2015-10-31",1.1237
"2015-11-01",6.4745
"2015-11-02",30.2784
"2015-11-03",12.404
"2015-11-04",8.4614
"2015-11-05",30.4195
"2015-11-06",13.5452
"2015-11-07",17.2998
"2015-11-08",20.059
"2015-11-09",5.736
"2015-11-10",3.9148
"2015-11-11",21.273
"2015-11-12",19.7123
"2015-11-13",16.569
"2015-11-14",20.369
"2015-11-15",11.5892
"2015-11-16",1.0493
"2015-11-17",0.3436
"2015-11-18",6.3655
"2015-11-19",11.1237
"2015-11-20",5.3822
"2015-11-21",2.3323
"2015-11-22",1.7712
"2015-11-23",5.0696
"2015-11-24",3.3001
"2015-11-25",12.5929
"2015-11-26",7.4281
"2015-11-27",0.5337
"2015-11-28",15.9973
"2015-11-29",40.9921
"2015-11-30",28.1013
"2015-12-01",5.1906
"2015-12-02",13.9916
"2015-12-03",13.9267
"2015-12-04",22.283
"2015-12-05",16.9197
"2015-12-06",9.9713
"2015-12-07",22.1076
"2015-12-08",16.3007
"2015-12-09",0.0384
"2015-12-10",10.5125
"2015-12-11",9.0674
"2015-12-12",3.5461
"2015-12-13",0.7871
"2015-12-14",21.8742
"2015-12-15",2.4712
"2015-12-16",1.4637
"2015-12-17",7.1736
"2015-12-18",0.8631
"2015-12-19",6.4957
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.1264
"2015-12-27",39.465
"2015-12-28",0.0247
"2015-12-29",2.7855
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0.2666
"2016-01-05",2.8581
"2016-01-06",7.698
"2016-01-07",0
"2016-01-08",13.9073
"2016-01-09",4.348
"2016-01-10",3.8781
"2016-01-11",2.221
"2016-01-12",0
"2016-01-13",0.0317
"2016-01-14",2.1919
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",2.9736
"2016-01-24",6.2176
"2016-01-25",6.5747
"2016-01-26",1.3878
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0.0048
"2016-01-30",6.8672
"2016-01-31",10.4839
"2016-02-01",4.9024
"2016-02-02",17.1144
"2016-02-03",0.737
"2016-02-04",1.7635
"2016-02-05",9.6313
"2016-02-06",0
"2016-02-07",3.9342
"2016-02-08",1.727
"2016-02-09",8.3507
"2016-02-10",10.4893
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",5.6551
"2016-02-16",0
"2016-02-17",10.7442
"2016-02-18",0.2003
"2016-02-19",0.5024
"2016-02-20",5.9015
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",19.6728
"2016-02-26",0
"2016-02-27",0.0703
"2016-02-28",0
"2016-02-29",8.1688
"2016-03-01",1.4089
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0.0343
"2016-03-06",0
"2016-03-07",0.0006
"2016-03-08",2.2519
"2016-03-09",1.8023
"2016-03-10",23.9777
"2016-03-11",14.0021
"2016-03-12",0.3587
"2016-03-13",0
"2016-03-14",0.0886
"2016-03-15",1.5934
"2016-03-16",3.2601
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",3.7853
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",1.7053
"2016-03-26",0
"2016-03-27",7.6374
"2016-03-28",30.094
"2016-03-29",4.7819
"2016-03-30",9.0791
"2016-03-31",1.1326
"2016-04-01",2.2694
"2016-04-02",3.5021
"2016-04-03",2.4714
"2016-04-04",7.5401
"2016-04-05",4.776
"2016-04-06",12.2361
"2016-04-07",4.1337
"2016-04-08",1.4748
"2016-04-09",7.5561
"2016-04-10",8.6864
"2016-04-11",5.6542
"2016-04-12",6.9144
"2016-04-13",0.0028
"2016-04-14",5.2686
"2016-04-15",8.7448
"2016-04-16",4.3535
"2016-04-17",9.2144
"2016-04-18",5.0346
"2016-04-19",15.6197
"2016-04-20",8.2191
"2016-04-21",7.4312
"2016-04-22",3.9457
"2016-04-23",3.1717
"2016-04-24",0
"2016-04-25",0
"2016-04-26",11.2146
"2016-04-27",8.4361
"2016-04-28",7.1424
"2016-04-29",5.2074
"2016-04-30",12.4881
"2016-05-01",21.6345
"2016-05-02",15.5256
"2016-05-03",14.2931
"2016-05-04",12.8095
"2016-05-05",7.0526
"2016-05-06",24.0803
"2016-05-07",21.8268
"2016-05-08",20.2395
"2016-05-09",13.3063
"2016-05-10",25.031
"2016-05-11",43.3627
"2016-05-12",49.2056
"2016-05-13",36.1251
"2016-05-14",60.9866
"2016-05-15",85.614
"2016-05-16",64.8632
