,"(mm) Precipitation (CHIRPS) at Kegalle, 2007-01-01 to 2025-12-31"
"2013-05-06",18.178
"2013-05-07",7.7319
"2013-05-08",20.4902
"2013-05-09",0.6554
"2013-05-10",2.6733
"2013-05-11",10.1325
"2013-05-12",24.1434
"2013-05-13",55.306
"2013-05-14",5.8188
"2013-05-15",5.2219
"2013-05-16",0
"2013-05-17",6.1783
"2013-05-18",6.2366
"2013-05-19",9.4784
"2013-05-20",17.4473
"2013-05-21",3.6773
"2013-05-22",0
"2013-05-23",0.0518
"2013-05-24",0
"2013-05-25",0.1943
"2013-05-26",0
"2013-05-27",2.8329
"2013-05-28",6.0896
"2013-05-29",0
"2013-05-30",13.4746
"2013-05-31",41.2327
"2013-06-01",33.9996
"2013-06-02",36.7782
"2013-06-03",1.2639
"2013-06-04",0.4014
"2013-06-05",11.1463
"2013-06-06",15.6123
"2013-06-07",2.7418
"2013-06-08",43.4809
"2013-06-09",0
"2013-06-10",0
"2013-06-11",25.2823
"2013-06-12",32.9707
"2013-06-13",22.7482
"2013-06-14",0
"2013-06-15",3.7482
"2013-06-16",3.1703
"2013-06-17",42.9547
"2013-06-18",48.1772
"2013-06-19",7.478
"2013-06-20",0
"2013-06-21",12.2944
"2013-06-22",46.0253
"2013-06-23",32.8521
"2013-06-24",4.239
"2013-06-25",0
"2013-06-26",4.6351
"2013-06-27",4.5057
"2013-06-28",8.2472
"2013-06-29",17.6072
"2013-06-30",16.3385
"2013-07-01",4.197
"2013-07-02",13.1438
"2013-07-03",0
"2013-07-04",6.7022
"2013-07-05",32.9624
"2013-07-06",20.2508
"2013-07-07",13.5073
"2013-07-08",0.9155
"2013-07-09",9.5257
"2013-07-10",27.7618
"2013-07-11",1.0024
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0.5619
"2013-07-15",21.206
"2013-07-16",1.1422
"2013-07-17",6.7383
"2013-07-18",7.4561
"2013-07-19",2.4433
"2013-07-20",0.6332
"2013-07-21",36.0448
"2013-07-22",10.1306
"2013-07-23",3.128
"2013-07-24",16.7082
"2013-07-25",0
"2013-07-26",0.8359
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",2.3894
"2013-08-03",22.1594
"2013-08-04",22.3552
"2013-08-05",3.7585
"2013-08-06",0
"2013-08-07",0
"2013-08-08",10.1204
"2013-08-09",4.193
"2013-08-10",23.3064
"2013-08-11",10.7501
"2013-08-12",13.7224
"2013-08-13",3.0988
"2013-08-14",4.9273
"2013-08-15",1.4676
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0.2015
"2013-08-19",0
"2013-08-20",0
"2013-08-21",2.4744
"2013-08-22",0.1094
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",5.9442
"2013-08-27",17.9561
"2013-08-28",15.8015
"2013-08-29",20.4363
"2013-08-30",14.2587
"2013-08-31",11.2388
"2013-09-01",16.6005
"2013-09-02",10.6262
"2013-09-03",4.4546
"2013-09-04",0.0686
"2013-09-05",11.6927
"2013-09-06",44.7055
"2013-09-07",60.6124
"2013-09-08",3.3326
"2013-09-09",0
"2013-09-10",12.6042
"2013-09-11",10.8616
"2013-09-12",118.7583
"2013-09-13",0.2493
"2013-09-14",4.3745
"2013-09-15",0
"2013-09-16",18.6478
"2013-09-17",5.0438
"2013-09-18",4.3267
"2013-09-19",0.1305
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0.0223
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0.2312
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0.0298
"2013-10-06",0
"2013-10-07",0.6772
"2013-10-08",10.136
"2013-10-09",3.737
"2013-10-10",14.0974
"2013-10-11",6.6534
"2013-10-12",0
"2013-10-13",0.2142
"2013-10-14",5.1968
"2013-10-15",5.3527
"2013-10-16",36.5819
"2013-10-17",21.3346
"2013-10-18",52.8014
"2013-10-19",46.4597
"2013-10-20",8.3625
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0.1081
"2013-10-26",0
"2013-10-27",15.1155
"2013-10-28",13.4701
"2013-10-29",14.1155
"2013-10-30",25.9511
"2013-10-31",25.5591
"2013-11-01",6.0581
"2013-11-02",9.7566
"2013-11-03",2.199
"2013-11-04",5.9932
"2013-11-05",4.9707
"2013-11-06",8.5279
"2013-11-07",0.8736
"2013-11-08",1.4925
"2013-11-09",17.2845
"2013-11-10",5.439
"2013-11-11",10.8445
"2013-11-12",3.8312
"2013-11-13",4.2664
"2013-11-14",0
"2013-11-15",0
"2013-11-16",6.8202
"2013-11-17",5.3284
"2013-11-18",12.9733
"2013-11-19",33.0801
"2013-11-20",10.7223
"2013-11-21",4.591
"2013-11-22",18.9081
"2013-11-23",20.7663
"2013-11-24",9.557
"2013-11-25",12.0313
"2013-11-26",10.831
"2013-11-27",3.863
"2013-11-28",5.2646
"2013-11-29",7.0575
"2013-11-30",12.1382
"2013-12-01",11.0129
"2013-12-02",5.8459
"2013-12-03",8.4069
"2013-12-04",3.728
"2013-12-05",8.7734
"2013-12-06",0.0637
"2013-12-07",6.9066
"2013-12-08",1.7158
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0
"2013-12-15",14.8112
"2013-12-16",0.6795
"2013-12-17",2.6492
"2013-12-18",0
"2013-12-19",0
"2013-12-20",2.0656
"2013-12-21",1.8402
"2013-12-22",0
"2013-12-23",0
"2013-12-24",3.0873
"2013-12-25",2.697
"2013-12-26",0
"2013-12-27",0
"2013-12-28",1.9089
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0.3314
"2014-01-04",4.3157
"2014-01-05",0
"2014-01-06",7.8424
"2014-01-07",8.2478
"2014-01-08",0.7764
"2014-01-09",1.5335
"2014-01-10",0
"2014-01-11",0
"2014-01-12",3.7843
"2014-01-13",0.2276
"2014-01-14",7.7289
"2014-01-15",15.4474
"2014-01-16",17.6788
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0.215
"2014-01-30",0.1276
"2014-01-31",0
"2014-02-01",0.1459
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",10.3005
"2014-02-21",7.2176
"2014-02-22",0
"2014-02-23",17.4069
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",4.2316
"2014-02-28",0.1009
"2014-03-01",0
"2014-03-02",0.7518
"2014-03-03",0
"2014-03-04",0.2017
"2014-03-05",21.9226
"2014-03-06",6.9003
"2014-03-07",11.4778
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",2.3058
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0.2377
"2014-03-18",1.9873
"2014-03-19",16.3128
"2014-03-20",6.9371
"2014-03-21",6.9697
"2014-03-22",0
"2014-03-23",2.5752
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0.0284
"2014-03-27",13.7681
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",1.321
"2014-04-02",5.4062
"2014-04-03",16.1314
"2014-04-04",12.202
"2014-04-05",18.7497
"2014-04-06",16.4534
"2014-04-07",16.8901
"2014-04-08",20.2659
"2014-04-09",0.0655
"2014-04-10",3.9203
"2014-04-11",3.1969
"2014-04-12",6.3771
"2014-04-13",16.088
"2014-04-14",14.3428
"2014-04-15",0.7875
"2014-04-16",5.8195
"2014-04-17",11.1311
"2014-04-18",8.3047
"2014-04-19",10.6158
"2014-04-20",7.5779
"2014-04-21",16.4175
"2014-04-22",22.8622
"2014-04-23",18.8565
"2014-04-24",19.8355
"2014-04-25",7.7618
"2014-04-26",8.8039
"2014-04-27",17.928
"2014-04-28",36.7697
"2014-04-29",24.7946
"2014-04-30",36.9882
"2014-05-01",6.3065
"2014-05-02",17.1074
"2014-05-03",23.2647
"2014-05-04",18.5107
"2014-05-05",21.4053
"2014-05-06",12.7397
"2014-05-07",14.9062
"2014-05-08",24.8275
"2014-05-09",20.9999
"2014-05-10",12.2386
"2014-05-11",0
"2014-05-12",15.7419
"2014-05-13",1.5331
"2014-05-14",0.2503
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0
"2014-05-19",10.5375
"2014-05-20",4.9903
"2014-05-21",5.8453
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",3.8329
"2014-05-26",0.1766
"2014-05-27",15.1601
"2014-05-28",11.13
"2014-05-29",16.4823
"2014-05-30",0.0635
"2014-05-31",4.2444
"2014-06-01",17.6615
"2014-06-02",45.1798
"2014-06-03",46.9864
"2014-06-04",10.8089
"2014-06-05",0.8544
"2014-06-06",11.8473
"2014-06-07",0
"2014-06-08",37.5356
"2014-06-09",6.7582
"2014-06-10",0.8914
"2014-06-11",1.9553
"2014-06-12",46.4251
"2014-06-13",0
"2014-06-14",0
"2014-06-15",21.9073
"2014-06-16",0
"2014-06-17",1.6827
"2014-06-18",0
"2014-06-19",12.2969
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",1.1504
"2014-06-26",4.3037
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",8.6608
"2014-07-01",12.2818
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",12.0599
"2014-07-06",18.4277
"2014-07-07",0.15
"2014-07-08",0.3958
"2014-07-09",0.1082
"2014-07-10",7.8661
"2014-07-11",0
"2014-07-12",1.4096
"2014-07-13",8.3085
"2014-07-14",11.9547
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",6.386
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.0488
"2014-07-25",0
"2014-07-26",2.1898
"2014-07-27",43.0711
"2014-07-28",0
"2014-07-29",0.3212
"2014-07-30",0
"2014-07-31",0
"2014-08-01",6.5624
"2014-08-02",1.0282
"2014-08-03",15.7937
"2014-08-04",12.377
"2014-08-05",4.0266
"2014-08-06",1.495
"2014-08-07",17.1667
"2014-08-08",27.3462
"2014-08-09",4.7821
"2014-08-10",4.6551
"2014-08-11",11.9769
"2014-08-12",0
"2014-08-13",0
"2014-08-14",7.2404
"2014-08-15",12.3692
"2014-08-16",15.5106
"2014-08-17",49.116
"2014-08-18",16.1344
"2014-08-19",13.4921
"2014-08-20",11.1007
"2014-08-21",17.2599
"2014-08-22",20.281
"2014-08-23",10.9846
"2014-08-24",22.9026
"2014-08-25",15.7351
"2014-08-26",0.5245
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",1.2246
"2014-08-31",0
"2014-09-01",0
"2014-09-02",10.1707
"2014-09-03",13.0592
"2014-09-04",1.9046
"2014-09-05",14.891
"2014-09-06",0
"2014-09-07",9.7288
"2014-09-08",0.0049
"2014-09-09",4.1793
"2014-09-10",2.3837
"2014-09-11",14.9884
"2014-09-12",30.401
"2014-09-13",0
"2014-09-14",6.4719
"2014-09-15",0.7785
"2014-09-16",0
"2014-09-17",13.6152
"2014-09-18",2.2592
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",8.8152
"2014-09-24",16.8884
"2014-09-25",18.5454
"2014-09-26",43.1364
"2014-09-27",43.1364
"2014-09-28",36.188
"2014-09-29",34.134
"2014-09-30",44.2565
"2014-10-01",33.7705
"2014-10-02",27.1185
"2014-10-03",37.9743
"2014-10-04",40.732
"2014-10-05",23.4186
"2014-10-06",24.1545
"2014-10-07",19.7951
"2014-10-08",33.3953
"2014-10-09",27.8191
"2014-10-10",23.2188
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",24.9305
"2014-10-15",32.6477
"2014-10-16",12.5864
"2014-10-17",18.9411
"2014-10-18",33.8093
"2014-10-19",22.5365
"2014-10-20",34.9926
"2014-10-21",16.1793
"2014-10-22",10.2909
"2014-10-23",5.8838
"2014-10-24",38.0908
"2014-10-25",32.5915
"2014-10-26",14.1987
"2014-10-27",10.8948
"2014-10-28",18.9448
"2014-10-29",21.4229
"2014-10-30",49.5611
"2014-10-31",10.6046
"2014-11-01",0.3307
"2014-11-02",4.0821
"2014-11-03",30.5342
"2014-11-04",2.7153
"2014-11-05",1.4382
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",4.3476
"2014-11-11",15.2803
"2014-11-12",9.5564
"2014-11-13",15.0662
"2014-11-14",15.889
"2014-11-15",0.9238
"2014-11-16",11.8005
"2014-11-17",1.1147
"2014-11-18",3.8274
"2014-11-19",15.1713
"2014-11-20",16.1816
"2014-11-21",15.7858
"2014-11-22",8.3449
"2014-11-23",21.8722
"2014-11-24",21.8704
"2014-11-25",24.9427
"2014-11-26",40.5989
"2014-11-27",31.6494
"2014-11-28",11.4102
"2014-11-29",6.1249
"2014-11-30",9.6739
"2014-12-01",18.9008
"2014-12-02",16.6541
"2014-12-03",5.093
"2014-12-04",0.9187
"2014-12-05",2.8202
"2014-12-06",4.4756
"2014-12-07",1.5967
"2014-12-08",6.3339
"2014-12-09",20.1565
"2014-12-10",20.526
"2014-12-11",19.0922
"2014-12-12",13.6829
"2014-12-13",0.728
"2014-12-14",0.1779
"2014-12-15",3.8492
"2014-12-16",4.7532
"2014-12-17",13.9814
"2014-12-18",22.5005
"2014-12-19",20.6768
"2014-12-20",23.1403
"2014-12-21",1.7604
"2014-12-22",19.8365
"2014-12-23",24.4218
"2014-12-24",35.2494
"2014-12-25",37.3033
"2014-12-26",48.427
"2014-12-27",27.2511
"2014-12-28",27.1141
"2014-12-29",0
"2014-12-30",0
"2014-12-31",1.039
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0.4414
"2015-01-04",0
"2015-01-05",0
"2015-01-06",0.1061
"2015-01-07",0.1131
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",1.4534
"2015-01-24",1.8823
"2015-01-25",1.6012
"2015-01-26",0
"2015-01-27",0
"2015-01-28",7.4987
"2015-01-29",12.5328
"2015-01-30",6.316
"2015-01-31",0.9668
"2015-02-01",0.7737
"2015-02-02",1.7186
"2015-02-03",1.6864
"2015-02-04",0
"2015-02-05",20.3678
"2015-02-06",12.994
"2015-02-07",0
"2015-02-08",0
"2015-02-09",9.9477
"2015-02-10",16.3263
"2015-02-11",13.0259
"2015-02-12",4.2119
"2015-02-13",10.7283
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",8.3232
"2015-02-24",14.7594
"2015-02-25",4.896
"2015-02-26",2.3582
"2015-02-27",15.7683
"2015-02-28",0
"2015-03-01",9.0644
"2015-03-02",4.1042
"2015-03-03",3.0657
"2015-03-04",19.1128
"2015-03-05",1.723
"2015-03-06",0.8869
"2015-03-07",0
"2015-03-08",0
"2015-03-09",4.0256
"2015-03-10",0
"2015-03-11",0
"2015-03-12",13.5896
"2015-03-13",12.3885
"2015-03-14",5.1193
"2015-03-15",8.2832
"2015-03-16",0.1694
"2015-03-17",3.1615
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",9.9105
"2015-03-27",10.4033
"2015-03-28",17.7166
"2015-03-29",15.3647
"2015-03-30",10.0841
"2015-03-31",17.7166
"2015-04-01",21.4852
"2015-04-02",18.4535
"2015-04-03",20.4844
"2015-04-04",4.42
"2015-04-05",0
"2015-04-06",5.8302
"2015-04-07",10.8121
"2015-04-08",11.7531
"2015-04-09",8.6405
"2015-04-10",10.0075
"2015-04-11",11.0982
"2015-04-12",15.9674
"2015-04-13",16.4042
"2015-04-14",0.1105
"2015-04-15",16.3214
"2015-04-16",7.4555
"2015-04-17",5.987
"2015-04-18",12.9121
"2015-04-19",16.427
"2015-04-20",20.3799
"2015-04-21",15.2479
"2015-04-22",3.5498
"2015-04-23",20.8631
"2015-04-24",21.065
"2015-04-25",12.4343
"2015-04-26",13.7162
"2015-04-27",14.9565
"2015-04-28",8.5661
"2015-04-29",14.2093
"2015-04-30",10.6751
"2015-05-01",6.9589
"2015-05-02",0.5747
"2015-05-03",8.7873
"2015-05-04",4.1386
"2015-05-05",6.8797
"2015-05-06",5.9501
"2015-05-07",20.8375
"2015-05-08",25.2286
"2015-05-09",34.2441
"2015-05-10",22.9347
"2015-05-11",27.0301
"2015-05-12",7.7374
"2015-05-13",14.83
"2015-05-14",16.1107
"2015-05-15",0
"2015-05-16",8.3782
"2015-05-17",3.8212
"2015-05-18",6.2849
"2015-05-19",0.7978
"2015-05-20",1.8515
"2015-05-21",0.2148
"2015-05-22",0
"2015-05-23",0.9705
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0.2124
"2015-05-27",0.0992
"2015-05-28",0.1194
"2015-05-29",4.9216
"2015-05-30",3.3784
"2015-05-31",13.0922
"2015-06-01",2.7544
"2015-06-02",3.1508
"2015-06-03",4.6939
"2015-06-04",14.7674
"2015-06-05",11.3483
"2015-06-06",9.6547
"2015-06-07",11.0109
"2015-06-08",0
"2015-06-09",0.082
"2015-06-10",0
"2015-06-11",5.392
"2015-06-12",1.5921
"2015-06-13",0
"2015-06-14",0
"2015-06-15",38.1409
"2015-06-16",34.5612
"2015-06-17",21.2594
"2015-06-18",14.6615
"2015-06-19",2.0152
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",7.8323
"2015-06-27",2.6482
"2015-06-28",8.4819
"2015-06-29",28.4859
"2015-06-30",0
"2015-07-01",10.8213
"2015-07-02",0
"2015-07-03",0.7488
"2015-07-04",0.4597
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",3.8878
"2015-07-11",0.1937
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",7.2681
"2015-07-17",19.0544
"2015-07-18",1.8201
"2015-07-19",0.2124
"2015-07-20",0.0152
"2015-07-21",2.9772
"2015-07-22",7.5707
"2015-07-23",19.2502
"2015-07-24",0
"2015-07-25",0.279
"2015-07-26",11.4593
"2015-07-27",0
"2015-07-28",1.7694
"2015-07-29",8.4298
"2015-07-30",0.7525
"2015-07-31",5.8014
"2015-08-01",2.3664
"2015-08-02",0
"2015-08-03",1.6276
"2015-08-04",3.876
"2015-08-05",0.0588
"2015-08-06",0
"2015-08-07",0
"2015-08-08",6.0999
"2015-08-09",0.0921
"2015-08-10",0.4301
"2015-08-11",7.4903
"2015-08-12",0
"2015-08-13",0
"2015-08-14",13.9576
"2015-08-15",10.8386
"2015-08-16",26.4431
"2015-08-17",26.7138
"2015-08-18",0
"2015-08-19",0
"2015-08-20",1.8087
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0
"2015-08-24",4.9894
"2015-08-25",0.1181
"2015-08-26",0
"2015-08-27",7.6554
"2015-08-28",9.8514
"2015-08-29",0.4406
"2015-08-30",3.3677
"2015-08-31",15.2735
"2015-09-01",29.3921
"2015-09-02",7.8903
"2015-09-03",37.812
"2015-09-04",32.0331
"2015-09-05",19.8117
"2015-09-06",14.848
"2015-09-07",7.112
"2015-09-08",15.2089
"2015-09-09",0.1673
"2015-09-10",20.9012
"2015-09-11",23.0555
"2015-09-12",3.4287
"2015-09-13",12.5467
"2015-09-14",1.4024
"2015-09-15",0.7247
"2015-09-16",9.0135
"2015-09-17",0
"2015-09-18",31.1655
"2015-09-19",2.0942
"2015-09-20",13.5995
"2015-09-21",15.6634
"2015-09-22",8.0163
"2015-09-23",8.7118
"2015-09-24",12.3067
"2015-09-25",12.0067
"2015-09-26",3.648
"2015-09-27",24.8487
"2015-09-28",20.4499
"2015-09-29",4.4566
"2015-09-30",17.4799
"2015-10-01",11.8271
"2015-10-02",13.5582
"2015-10-03",3.6117
"2015-10-04",16.693
"2015-10-05",20.9334
"2015-10-06",12.6526
"2015-10-07",7.2357
"2015-10-08",9.9543
"2015-10-09",9.5781
"2015-10-10",0.1249
"2015-10-11",15.5054
"2015-10-12",25.2072
"2015-10-13",28.6175
"2015-10-14",23.9515
"2015-10-15",22.303
"2015-10-16",23.8522
"2015-10-17",21.6078
"2015-10-18",21.8974
"2015-10-19",26.4592
"2015-10-20",26.2779
"2015-10-21",14.4335
"2015-10-22",11.983
"2015-10-23",20.5722
"2015-10-24",30.7581
"2015-10-25",35.4558
"2015-10-26",16.2909
"2015-10-27",12.8886
"2015-10-28",10.7078
"2015-10-29",13.0823
"2015-10-30",29.3909
"2015-10-31",12.5204
"2015-11-01",19.381
"2015-11-02",31.007
"2015-11-03",22.6611
"2015-11-04",1.0651
"2015-11-05",30.1499
"2015-11-06",15.2885
"2015-11-07",12.3152
"2015-11-08",12.7689
"2015-11-09",6.7801
"2015-11-10",6.4537
"2015-11-11",20.7565
"2015-11-12",27.0589
"2015-11-13",27.0046
"2015-11-14",17.7219
"2015-11-15",14.5468
"2015-11-16",5.3061
"2015-11-17",6.2995
"2015-11-18",10.1927
"2015-11-19",17.6344
"2015-11-20",3.8923
"2015-11-21",4.7829
"2015-11-22",9.0097
"2015-11-23",11.956
"2015-11-24",6.0357
"2015-11-25",9.0072
"2015-11-26",0.0765
"2015-11-27",0
"2015-11-28",2.9501
"2015-11-29",38.2211
"2015-11-30",31.814
"2015-12-01",9.8976
"2015-12-02",20.7937
"2015-12-03",6.4175
"2015-12-04",29.3573
"2015-12-05",5.7052
"2015-12-06",15.0625
"2015-12-07",25.2199
"2015-12-08",16.0703
"2015-12-09",3.2925
"2015-12-10",17.791
"2015-12-11",5.5262
"2015-12-12",16.1972
"2015-12-13",11.3543
"2015-12-14",18.9058
"2015-12-15",4.0683
"2015-12-16",0
"2015-12-17",4.1104
"2015-12-18",2.67
"2015-12-19",8.7309
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.0872
"2015-12-27",35.2138
"2015-12-28",0
"2015-12-29",0.1283
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",2.4207
"2016-01-06",8.7946
"2016-01-07",0
"2016-01-08",9.8812
"2016-01-09",0.1525
"2016-01-10",0
"2016-01-11",0.0291
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0.1406
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.1491
"2016-01-24",5.4991
"2016-01-25",0.1163
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0.9565
"2016-01-31",10.8331
"2016-02-01",1.9786
"2016-02-02",8.6701
"2016-02-03",1.4657
"2016-02-04",1.2419
"2016-02-05",11.7176
"2016-02-06",0
"2016-02-07",4.6127
"2016-02-08",0
"2016-02-09",4.9828
"2016-02-10",2.7711
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0.6666
"2016-02-16",0
"2016-02-17",0
"2016-02-18",0.5663
"2016-02-19",0
"2016-02-20",0.4818
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",19.6936
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.6469
"2016-02-29",8.2301
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0.0928
"2016-03-06",0.221
"2016-03-07",0
"2016-03-08",8.3828
"2016-03-09",17.1612
"2016-03-10",26.2179
"2016-03-11",3.6759
"2016-03-12",0
"2016-03-13",0
"2016-03-14",1.4459
"2016-03-15",0
"2016-03-16",7.7197
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",5.8377
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0.1079
"2016-03-25",0
"2016-03-26",0
"2016-03-27",5.9592
"2016-03-28",20.7619
"2016-03-29",3.5759
"2016-03-30",11.5119
"2016-03-31",0
"2016-04-01",0.3241
"2016-04-02",0.1052
"2016-04-03",0.2522
"2016-04-04",0.2531
"2016-04-05",8.229
"2016-04-06",13.1668
"2016-04-07",14.6408
"2016-04-08",1.4596
"2016-04-09",7.3585
"2016-04-10",12.607
"2016-04-11",11.3873
"2016-04-12",12.2788
"2016-04-13",0.0231
"2016-04-14",7.3283
"2016-04-15",16.5785
"2016-04-16",2.8269
"2016-04-17",6.7178
"2016-04-18",7.8951
"2016-04-19",20.4372
"2016-04-20",13.3302
"2016-04-21",5.6876
"2016-04-22",0.0457
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",14.2632
"2016-04-27",14.2496
"2016-04-28",14.2496
"2016-04-29",14.7847
"2016-04-30",14.6985
"2016-05-01",14.5304
"2016-05-02",5.7509
"2016-05-03",13.1154
"2016-05-04",15.3208
"2016-05-05",12.3592
"2016-05-06",17.4714
"2016-05-07",14.9285
"2016-05-08",15.2465
"2016-05-09",13.1884
"2016-05-10",17.7175
"2016-05-11",44.8705
"2016-05-12",24.5533
"2016-05-13",25.8105
"2016-05-14",59.9203
"2016-05-15",78.5527
"2016-05-16",76.2275
"2016-05-17",78.4683
"2016-05-18",0
"2016-05-19",90.2886
"2016-05-20",0.4281
"2016-05-21",10.467
"2016-05-22",5.2624
"2016-05-23",0.5796
"2016-05-24",19.2421
"2016-05-25",4.653
"2016-05-26",0
"2016-05-27",71.0128
"2016-05-28",18.0202
"2016-05-29",17.7879
"2016-05-30",31.0175
"2016-05-31",28.516
"2016-06-01",0.2936
"2016-06-02",0.1551
"2016-06-03",1.7263
"2016-06-04",0
"2016-06-05",1.2198
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.1262
"2016-06-09",4.6914
"2016-06-10",1.4957
"2016-06-11",0
"2016-06-12",4.7848
"2016-06-13",0
"2016-06-14",1.3207
"2016-06-15",1.1853
"2016-06-16",16.5668
"2016-06-17",0
"2016-06-18",27.5458
"2016-06-19",3.0999
"2016-06-20",0.2485
"2016-06-21",15.4222
"2016-06-22",0.1852
"2016-06-23",6.7308
"2016-06-24",10.4942
"2016-06-25",3.8466
"2016-06-26",0
"2016-06-27",7.6058
"2016-06-28",13.7619
"2016-06-29",37.0285
"2016-06-30",16.6969
"2016-07-01",0.2436
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0.1065
"2016-07-05",0
"2016-07-06",0
"2016-07-07",11.5642
"2016-07-08",0.624
