,"(mm) Precipitation (CHIRPS) at Kurunegala, 2007-01-01 to 2025-12-31"
"2016-07-16",4.484
"2016-07-17",5.4227
"2016-07-18",0
"2016-07-19",0.012
"2016-07-20",1.7212
"2016-07-21",1.4308
"2016-07-22",0.0266
"2016-07-23",0.0233
"2016-07-24",2.1211
"2016-07-25",4.2747
"2016-07-26",10.3017
"2016-07-27",7.0506
"2016-07-28",6.9512
"2016-07-29",3.1909
"2016-07-30",1.8808
"2016-07-31",0
"2016-08-01",0.0029
"2016-08-02",0.091
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0.0252
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0.0602
"2016-08-09",2.3422
"2016-08-10",0.2314
"2016-08-11",0
"2016-08-12",0.1004
"2016-08-13",0.2061
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.1503
"2016-08-20",0
"2016-08-21",1.3727
"2016-08-22",4.1167
"2016-08-23",1.6063
"2016-08-24",0.7009
"2016-08-25",0
"2016-08-26",0.3545
"2016-08-27",4.8269
"2016-08-28",0.0336
"2016-08-29",0
"2016-08-30",0.3137
"2016-08-31",0
"2016-09-01",0
"2016-09-02",2.261
"2016-09-03",0.0222
"2016-09-04",0.1048
"2016-09-05",0
"2016-09-06",0
"2016-09-07",2.498
"2016-09-08",0.3537
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.3923
"2016-09-15",4.4584
"2016-09-16",0.0015
"2016-09-17",0.0255
"2016-09-18",4.3949
"2016-09-19",0.2663
"2016-09-20",2.8194
"2016-09-21",0
"2016-09-22",0.0433
"2016-09-23",0.0266
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0.8094
"2016-10-03",0
"2016-10-04",3.3693
"2016-10-05",4.3282
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",7.3355
"2016-10-14",4.0587
"2016-10-15",1.5666
"2016-10-16",1.5064
"2016-10-17",0
"2016-10-18",3.5868
"2016-10-19",4.3109
"2016-10-20",6.2108
"2016-10-21",5.4285
"2016-10-22",1.3727
"2016-10-23",4.3485
"2016-10-24",14.2834
"2016-10-25",6.9094
"2016-10-26",0.4469
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0.2573
"2016-10-30",7.1771
"2016-10-31",19.4305
"2016-11-01",29.144
"2016-11-02",30.5965
"2016-11-03",14.9083
"2016-11-04",15.7889
"2016-11-05",0.0681
"2016-11-06",6.4205
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0.1146
"2016-11-10",0
"2016-11-11",0.3584
"2016-11-12",10.3099
"2016-11-13",3.249
"2016-11-14",8.0763
"2016-11-15",4.1109
"2016-11-16",5.8896
"2016-11-17",16.964
"2016-11-18",31.3132
"2016-11-19",13.3104
"2016-11-20",21.6154
"2016-11-21",14.8882
"2016-11-22",9.2696
"2016-11-23",1.5779
"2016-11-24",0
"2016-11-25",3.5073
"2016-11-26",4.9026
"2016-11-27",4.2542
"2016-11-28",3.2099
"2016-11-29",0.5291
"2016-11-30",9.1798
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0.0709
"2016-12-08",4.7223
"2016-12-09",2.353
"2016-12-10",7.5285
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",1.834
"2016-12-18",0
"2016-12-19",6.0733
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",19.4024
"2016-12-28",1.7634
"2016-12-29",0
"2016-12-30",0
"2016-12-31",6.2092
"2017-01-01",0.0368
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.3177
"2017-01-21",0.2653
"2017-01-22",1.6706
"2017-01-23",21.3627
"2017-01-24",20.3504
"2017-01-25",11.4608
"2017-01-26",14.7402
"2017-01-27",33.215
"2017-01-28",4.3069
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",0.8793
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",2.0203
"2017-02-25",13.5738
"2017-02-26",17.6076
"2017-02-27",3.4115
"2017-02-28",18.373
"2017-03-01",30.1035
"2017-03-02",0.0096
"2017-03-03",16.395
"2017-03-04",14.0108
"2017-03-05",0
"2017-03-06",11.5459
"2017-03-07",22.3447
"2017-03-08",8.5861
"2017-03-09",8.8045
"2017-03-10",13.3843
"2017-03-11",19.6979
"2017-03-12",13.4737
"2017-03-13",18.7766
"2017-03-14",21.7164
"2017-03-15",14.3047
"2017-03-16",8.514
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",13.3036
"2017-03-29",22.9632
"2017-03-30",17.0053
"2017-03-31",0.0018
"2017-04-01",3.6232
"2017-04-02",12.0946
"2017-04-03",11.671
"2017-04-04",4.786
"2017-04-05",0
"2017-04-06",2.2231
"2017-04-07",0
"2017-04-08",0.114
"2017-04-09",0.7325
"2017-04-10",0.3873
"2017-04-11",17.9308
"2017-04-12",10.2997
"2017-04-13",14.9977
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0.0075
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0.0114
"2017-05-01",1.454
"2017-05-02",3.1293
"2017-05-03",2.0135
"2017-05-04",2.2906
"2017-05-05",4.8381
"2017-05-06",23.892
"2017-05-07",21.8954
"2017-05-08",9.0688
"2017-05-09",10.6736
"2017-05-10",15.214
"2017-05-11",15.1463
"2017-05-12",7.284
"2017-05-13",6.9573
"2017-05-14",3.6069
"2017-05-15",0.0619
"2017-05-16",3.9975
"2017-05-17",0.4164
"2017-05-18",13.5743
"2017-05-19",9.8682
"2017-05-20",5.1247
"2017-05-21",47.7647
"2017-05-22",12.6728
"2017-05-23",21.477
"2017-05-24",21.1543
"2017-05-25",21.4625
"2017-05-26",31.3072
"2017-05-27",0
"2017-05-28",2.2529
"2017-05-29",4.1058
"2017-05-30",2.2079
"2017-05-31",0
"2017-06-01",15.9856
"2017-06-02",0.292
"2017-06-03",0
"2017-06-04",0
"2017-06-05",2.077
"2017-06-06",0.8813
"2017-06-07",14.8294
"2017-06-08",0
"2017-06-09",2.6204
"2017-06-10",1.3678
"2017-06-11",3.5136
"2017-06-12",0
"2017-06-13",0
"2017-06-14",5.4136
"2017-06-15",8.9681
"2017-06-16",0.9407
"2017-06-17",2.6266
"2017-06-18",2.8405
"2017-06-19",9.2414
"2017-06-20",5.6024
"2017-06-21",0.1401
"2017-06-22",0.1552
"2017-06-23",0
"2017-06-24",7.6646
"2017-06-25",21.4408
"2017-06-26",8.1846
"2017-06-27",0.8744
"2017-06-28",17.2845
"2017-06-29",0
"2017-06-30",0
"2017-07-01",1.155
"2017-07-02",0.5174
"2017-07-03",0.4841
"2017-07-04",0
"2017-07-05",0.0101
"2017-07-06",0.4909
"2017-07-07",0.7809
"2017-07-08",9.9816
"2017-07-09",2.3562
"2017-07-10",0.3247
"2017-07-11",0
"2017-07-12",3.2028
"2017-07-13",0.0864
"2017-07-14",0.1422
"2017-07-15",0.7083
"2017-07-16",1.1492
"2017-07-17",2.196
"2017-07-18",5.0766
"2017-07-19",0.3887
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.1513
"2017-07-25",1.5065
"2017-07-26",0
"2017-07-27",10.3072
"2017-07-28",2.307
"2017-07-29",6.7259
"2017-07-30",8.3272
"2017-07-31",5.4437
"2017-08-01",3.2671
"2017-08-02",1.2126
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0.0099
"2017-08-06",3.0653
"2017-08-07",9.9949
"2017-08-08",7.1269
"2017-08-09",3.5872
"2017-08-10",13.0277
"2017-08-11",1.7514
"2017-08-12",8.1527
"2017-08-13",5.6697
"2017-08-14",12.7402
"2017-08-15",0.3573
"2017-08-16",0.3254
"2017-08-17",2.2232
"2017-08-18",17.939
"2017-08-19",3.2152
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.1721
"2017-08-23",1.6736
"2017-08-24",7.6928
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",7.4569
"2017-08-31",13.6586
"2017-09-01",8.118
"2017-09-02",3.3191
"2017-09-03",15.8958
"2017-09-04",7.3
"2017-09-05",8.5808
"2017-09-06",11.4445
"2017-09-07",7.3305
"2017-09-08",16.8717
"2017-09-09",1.0246
"2017-09-10",0.4422
"2017-09-11",11.6825
"2017-09-12",10.4878
"2017-09-13",11.8145
"2017-09-14",3.0069
"2017-09-15",1.1506
"2017-09-16",3.6012
"2017-09-17",5.0043
"2017-09-18",0.1026
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",2.0334
"2017-09-24",3.9944
"2017-09-25",4.6349
"2017-09-26",7.1651
"2017-09-27",3.3179
"2017-09-28",0.2704
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",1.6913
"2017-10-03",3.4323
"2017-10-04",6.7841
"2017-10-05",7.0839
"2017-10-06",4.6328
"2017-10-07",6.2197
"2017-10-08",2.0958
"2017-10-09",2.4929
"2017-10-10",8.0367
"2017-10-11",20.784
"2017-10-12",17.2358
"2017-10-13",12.1962
"2017-10-14",16.8402
"2017-10-15",0.3453
"2017-10-16",4.4415
"2017-10-17",6.2048
"2017-10-18",0.5615
"2017-10-19",1.0714
"2017-10-20",0.9446
"2017-10-21",0.0291
"2017-10-22",0.1468
"2017-10-23",9.9067
"2017-10-24",16.403
"2017-10-25",10.3391
"2017-10-26",17.5933
"2017-10-27",3.9091
"2017-10-28",19.8419
"2017-10-29",15.734
"2017-10-30",12.46
"2017-10-31",11.632
"2017-11-01",19.7933
"2017-11-02",19.2729
"2017-11-03",11.786
"2017-11-04",31.4609
"2017-11-05",8.4437
"2017-11-06",13.275
"2017-11-07",5.7537
"2017-11-08",9.5257
"2017-11-09",1.8793
"2017-11-10",10.3502
"2017-11-11",1.9961
"2017-11-12",0.4154
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0.1547
"2017-11-18",2.2108
"2017-11-19",5.9266
"2017-11-20",15.6663
"2017-11-21",2.1515
"2017-11-22",2.8127
"2017-11-23",4.0125
"2017-11-24",15.8786
"2017-11-25",24.8308
"2017-11-26",18.158
"2017-11-27",22.8333
"2017-11-28",27.7006
"2017-11-29",14.7574
"2017-11-30",10.8774
"2017-12-01",8.1884
"2017-12-02",12.1624
"2017-12-03",4.4887
"2017-12-04",2.6962
"2017-12-05",3.6864
"2017-12-06",2.1099
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",5.8483
"2017-12-13",13.8293
"2017-12-14",5.1603
"2017-12-15",9.5336
"2017-12-16",0.7692
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0.1166
"2017-12-20",25.6751
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0.0115
"2017-12-26",0.1711
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.2731
"2018-01-11",1.1187
"2018-01-12",3.6325
"2018-01-13",0.0005
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0.3735
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.0155
"2018-01-20",0.5315
"2018-01-21",0
"2018-01-22",1.4553
"2018-01-23",4.0075
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",4.2753
"2018-01-28",0
"2018-01-29",1.7037
"2018-01-30",8.2715
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",10.5167
"2018-02-07",6.5469
"2018-02-08",1.5663
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.0262
"2018-02-15",0.1645
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0.0061
"2018-02-22",1.7963
"2018-02-23",0
"2018-02-24",0
"2018-02-25",9.3273
"2018-02-26",12.4205
"2018-02-27",15.3798
"2018-02-28",4.7775
"2018-03-01",0.3759
"2018-03-02",4.8234
"2018-03-03",1.8941
"2018-03-04",0.7502
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0.0714
"2018-03-09",9.89
"2018-03-10",3.9584
"2018-03-11",16.377
"2018-03-12",24.3859
"2018-03-13",1.2153
"2018-03-14",3.111
"2018-03-15",7.4114
"2018-03-16",10.3742
"2018-03-17",1.1268
"2018-03-18",0
"2018-03-19",0.2309
"2018-03-20",0.057
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",3.4979
"2018-03-26",11.1514
"2018-03-27",11.5738
"2018-03-28",4.529
"2018-03-29",3.8111
"2018-03-30",0
"2018-03-31",0
"2018-04-01",1.9683
"2018-04-02",2.2279
"2018-04-03",0
"2018-04-04",1.846
"2018-04-05",1.8934
"2018-04-06",4.3557
"2018-04-07",9.994
"2018-04-08",8.0341
"2018-04-09",16.3888
"2018-04-10",8.7858
"2018-04-11",14.4118
"2018-04-12",13.358
"2018-04-13",15.841
"2018-04-14",12.6976
"2018-04-15",8.9176
"2018-04-16",1.1971
"2018-04-17",1.8958
"2018-04-18",9.4148
"2018-04-19",0.1143
"2018-04-20",0.1807
"2018-04-21",0
"2018-04-22",0.9159
"2018-04-23",11.1539
"2018-04-24",8.3728
"2018-04-25",4.3722
"2018-04-26",9.2026
"2018-04-27",13.636
"2018-04-28",15.0252
"2018-04-29",8.196
"2018-04-30",0.0379
"2018-05-01",0.1055
"2018-05-02",8.2902
"2018-05-03",8.8279
"2018-05-04",10.1019
"2018-05-05",18.6832
"2018-05-06",16.6142
"2018-05-07",11.7986
"2018-05-08",7.0194
"2018-05-09",17.6337
"2018-05-10",12.1468
"2018-05-11",14.0271
"2018-05-12",18.3836
"2018-05-13",9.5005
"2018-05-14",14.6928
"2018-05-15",18.455
"2018-05-16",16.9631
"2018-05-17",8.0945
"2018-05-18",19.3429
"2018-05-19",12.6045
"2018-05-20",35.0344
"2018-05-21",19.2324
"2018-05-22",9.8844
"2018-05-23",15.2187
"2018-05-24",16.2576
"2018-05-25",16.2809
"2018-05-26",4.6258
"2018-05-27",12.4318
"2018-05-28",3.1507
"2018-05-29",1.7222
"2018-05-30",0.8379
"2018-05-31",0.3801
"2018-06-01",1.8026
"2018-06-02",20.0038
"2018-06-03",5.1786
"2018-06-04",12.828
"2018-06-05",0.8621
"2018-06-06",9.4919
"2018-06-07",18.2741
"2018-06-08",0.7752
"2018-06-09",10.047
"2018-06-10",0.1141
"2018-06-11",0
"2018-06-12",1.2515
"2018-06-13",1.482
"2018-06-14",3.22
"2018-06-15",0.1752
"2018-06-16",10.9649
"2018-06-17",8.2454
"2018-06-18",3.4647
"2018-06-19",0
"2018-06-20",2.2685
"2018-06-21",0.1177
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0.6922
"2018-06-25",1.1693
"2018-06-26",0.0323
"2018-06-27",1.5915
"2018-06-28",3.2416
"2018-06-29",5.7197
"2018-06-30",7.6677
"2018-07-01",2.4947
"2018-07-02",3.5823
"2018-07-03",0
"2018-07-04",0
"2018-07-05",1.0056
"2018-07-06",4.8492
"2018-07-07",0.3986
"2018-07-08",0.233
"2018-07-09",2.7326
"2018-07-10",2.8161
"2018-07-11",0.6638
"2018-07-12",0.1975
"2018-07-13",0.3761
"2018-07-14",0.0387
"2018-07-15",5.7234
"2018-07-16",8.8839
"2018-07-17",0.0706
"2018-07-18",0
"2018-07-19",3.1544
"2018-07-20",0.9941
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",1.5404
"2018-07-25",1.659
"2018-07-26",0
"2018-07-27",2.9283
"2018-07-28",0.2079
"2018-07-29",0
"2018-07-30",0.8036
"2018-07-31",1.777
"2018-08-01",0.3371
"2018-08-02",0
"2018-08-03",0.0086
"2018-08-04",1.1427
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0.0239
"2018-08-08",0.0331
"2018-08-09",0.6865
"2018-08-10",1.765
"2018-08-11",2.8188
"2018-08-12",1.716
"2018-08-13",1.0727
"2018-08-14",7.6818
"2018-08-15",6.3208
"2018-08-16",3.6499
"2018-08-17",1.932
"2018-08-18",2.3865
"2018-08-19",1.5355
"2018-08-20",0.9027
"2018-08-21",0
"2018-08-22",0.3125
"2018-08-23",7.4903
"2018-08-24",11.3782
"2018-08-25",0.4223
"2018-08-26",2.4417
"2018-08-27",0.2575
"2018-08-28",6.0756
"2018-08-29",2.47
"2018-08-30",7.1025
"2018-08-31",0.7076
"2018-09-01",0.5396
"2018-09-02",0
"2018-09-03",0.059
"2018-09-04",0.8588
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",2.6592
"2018-09-10",3.904
"2018-09-11",0.3012
"2018-09-12",0.3508
"2018-09-13",5.3984
"2018-09-14",3.8064
"2018-09-15",0.5674
"2018-09-16",1.7437
"2018-09-17",1.0719
"2018-09-18",5.7677
"2018-09-19",1.171
"2018-09-20",3.072
"2018-09-21",1.9704
"2018-09-22",2.6944
"2018-09-23",3.379
"2018-09-24",11.3684
"2018-09-25",7.3799
"2018-09-26",10.3731
"2018-09-27",10.5896
"2018-09-28",13.4505
"2018-09-29",13.0347
"2018-09-30",5.1918
"2018-10-01",11.1443
"2018-10-02",22.1178
"2018-10-03",29.4577
"2018-10-04",27.4331
"2018-10-05",19.016
"2018-10-06",14.4201
"2018-10-07",26.1461
"2018-10-08",26.4853
"2018-10-09",35.236
"2018-10-10",3.0415
"2018-10-11",1.7362
"2018-10-12",1.9898
"2018-10-13",6.5488
"2018-10-14",6.7289
"2018-10-15",2.6721
"2018-10-16",14.3831
"2018-10-17",9.0204
"2018-10-18",1.4155
"2018-10-19",19.1376
"2018-10-20",25.4151
"2018-10-21",9.0459
"2018-10-22",13.0057
"2018-10-23",8.7657
"2018-10-24",10.4325
"2018-10-25",7.8311
"2018-10-26",22.5668
"2018-10-27",5.8927
"2018-10-28",32.19
"2018-10-29",6.9769
"2018-10-30",1.5542
"2018-10-31",19.2003
"2018-11-01",16.7102
"2018-11-02",13.8374
"2018-11-03",4.4983
"2018-11-04",7.2478
"2018-11-05",25.6341
"2018-11-06",25.5453
"2018-11-07",18.0411
"2018-11-08",7.5657
"2018-11-09",5.03
"2018-11-10",0.0722
"2018-11-11",0
"2018-11-12",0.0085
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",11.4423
"2018-11-17",14.5356
"2018-11-18",6.921
"2018-11-19",14.0977
"2018-11-20",2.6068
"2018-11-21",4.2876
"2018-11-22",28.0647
"2018-11-23",12.5607
"2018-11-24",3.2795
"2018-11-25",10.0836
"2018-11-26",1.031
"2018-11-27",1.1116
"2018-11-28",7.2936
"2018-11-29",6.0735
"2018-11-30",0
"2018-12-01",2.7057
"2018-12-02",0
"2018-12-03",2.0156
"2018-12-04",0.6841
"2018-12-05",3.7685
"2018-12-06",4.3274
"2018-12-07",0.3919
"2018-12-08",0.1608
"2018-12-09",4.1456
"2018-12-10",1.2366
"2018-12-11",2.6991
"2018-12-12",0.3078
"2018-12-13",1.5103
"2018-12-14",1.6663
"2018-12-15",3.1038
"2018-12-16",0.8758
"2018-12-17",0
"2018-12-18",0.7932
"2018-12-19",0
"2018-12-20",10.3768
"2018-12-21",4.4405
"2018-12-22",3.5638
"2018-12-23",2.5821
"2018-12-24",5.0115
"2018-12-25",3.5734
"2018-12-26",14.7857
"2018-12-27",0.0138
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0.8913
"2019-01-13",0.2803
"2019-01-14",5.0403
"2019-01-15",0
"2019-01-16",1.694
"2019-01-17",0
"2019-01-18",0.0656
"2019-01-19",0.7452
"2019-01-20",3.9312
"2019-01-21",0.8609
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.246
"2019-01-26",0.2115
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",2.2639
"2019-02-04",3.8028
"2019-02-05",1.77
"2019-02-06",0
"2019-02-07",0
"2019-02-08",31.8495
"2019-02-09",20.1141
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0.0036
"2019-02-14",1.8261
"2019-02-15",3.4094
"2019-02-16",15.9816
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0.5911
"2019-02-27",0.0636
"2019-02-28",0.128
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0.2163
"2019-03-04",1.9504
"2019-03-05",2.3673
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0.1335
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0.0841
"2019-03-14",0
"2019-03-15",0
"2019-03-16",2.9765
"2019-03-17",3.0807
"2019-03-18",3.886
"2019-03-19",0
"2019-03-20",0
"2019-03-21",5.1
"2019-03-22",0.5785
"2019-03-23",11.0489
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0.019
"2019-04-08",0.0144
"2019-04-09",0.4476
"2019-04-10",1.0728
"2019-04-11",1.7923
"2019-04-12",5.3951
"2019-04-13",9.6124
"2019-04-14",4.2017
"2019-04-15",10.3416
"2019-04-16",10.2622
"2019-04-17",15.2902
"2019-04-18",10.7239
"2019-04-19",11.7234
"2019-04-20",12.3211
"2019-04-21",34.9314
"2019-04-22",8.8962
"2019-04-23",3.1368
"2019-04-24",1.2206
"2019-04-25",5.9061
"2019-04-26",2.4694
"2019-04-27",4.249
"2019-04-28",3.7681
"2019-04-29",7.7914
"2019-04-30",9.6547
"2019-05-01",1.9462
"2019-05-02",5.593
"2019-05-03",8.024
"2019-05-04",3.8038
"2019-05-05",0.0016
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0.0191
"2019-05-11",0
"2019-05-12",0.0296
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0.0205
"2019-05-18",1.7595
"2019-05-19",2.5211
"2019-05-20",0
"2019-05-21",14.3823
"2019-05-22",8.1306
"2019-05-23",7.652
"2019-05-24",2.0246
"2019-05-25",4.0082
"2019-05-26",0
"2019-05-27",0.1038
"2019-05-28",0
"2019-05-29",0.481
"2019-05-30",4.9286
"2019-05-31",0.9976
"2019-06-01",2.4991
"2019-06-02",0.3781
"2019-06-03",12.5534
"2019-06-04",22.0252
"2019-06-05",14.6263
"2019-06-06",7.8359
"2019-06-07",6.5663
"2019-06-08",0.0215
"2019-06-09",16.8074
"2019-06-10",10.9813
"2019-06-11",2.8006
"2019-06-12",4.2084
"2019-06-13",4.0121
"2019-06-14",4.6633
"2019-06-15",6.8482
"2019-06-16",8.7969
"2019-06-17",4.2387
"2019-06-18",0
"2019-06-19",0.1876
"2019-06-20",6.6468
"2019-06-21",3.3397
"2019-06-22",1.8102
"2019-06-23",0.1682
"2019-06-24",0.1131
"2019-06-25",12.7705
"2019-06-26",7.7407
"2019-06-27",0
"2019-06-28",0.0352
"2019-06-29",0
"2019-06-30",6.9421
"2019-07-01",0.6606
"2019-07-02",0.9418
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0.0199
"2019-07-07",0
"2019-07-08",0
"2019-07-09",5.4035
"2019-07-10",3.8315
"2019-07-11",0
"2019-07-12",7.8048
"2019-07-13",1.8183
"2019-07-14",2.9231
"2019-07-15",3.4029
"2019-07-16",4.2537
"2019-07-17",12.4053
"2019-07-18",2.2757
"2019-07-19",0.637
"2019-07-20",1.1426
"2019-07-21",3.93
"2019-07-22",3.2221
"2019-07-23",0.75
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0.0048
"2019-07-28",0
"2019-07-29",0.6679
"2019-07-30",0.0014
"2019-07-31",0.6264
"2019-08-01",1.7244
"2019-08-02",0.6841
"2019-08-03",0
"2019-08-04",0.5317
"2019-08-05",13.4264
"2019-08-06",8.5377
"2019-08-07",13.3575
"2019-08-08",21.9312
"2019-08-09",3.5059
"2019-08-10",0.848
"2019-08-11",0
"2019-08-12",0
"2019-08-13",5.2362
"2019-08-14",0.0293
"2019-08-15",2.185
"2019-08-16",9.6299
"2019-08-17",10.3757
"2019-08-18",7.9572
"2019-08-19",6.8512
"2019-08-20",0
"2019-08-21",0.6859
"2019-08-22",16.8816
"2019-08-23",3.9599
"2019-08-24",0.1764
"2019-08-25",1.1287
"2019-08-26",0.2872
"2019-08-27",0
"2019-08-28",0.6472
"2019-08-29",0.2436
"2019-08-30",7.8682
"2019-08-31",0
"2019-09-01",1.1835
"2019-09-02",0.2661
"2019-09-03",0.0299
"2019-09-04",5.9997
"2019-09-05",8.2668
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",3.6541
"2019-09-11",7.1099
"2019-09-12",3.6593
"2019-09-13",11.6591
"2019-09-14",11.2735
"2019-09-15",13.978
"2019-09-16",12.3136
"2019-09-17",0.294
"2019-09-18",1.2409
"2019-09-19",16.4826
"2019-09-20",4.7162
"2019-09-21",5.5853
"2019-09-22",13.7478
"2019-09-23",13.3115
"2019-09-24",1.7366
