,"(mm) Precipitation (CHIRPS) at Kurunegala, 2007-01-01 to 2025-12-31"
"2013-05-09",0
"2013-05-10",1.063
"2013-05-11",11.923
"2013-05-12",11.8225
"2013-05-13",26.6674
"2013-05-14",0.2169
"2013-05-15",1.8693
"2013-05-16",0
"2013-05-17",0
"2013-05-18",0.5247
"2013-05-19",3.7843
"2013-05-20",9.5289
"2013-05-21",0.0202
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0.2419
"2013-05-28",1.9974
"2013-05-29",0
"2013-05-30",3.2051
"2013-05-31",26.6418
"2013-06-01",17.3248
"2013-06-02",8.8205
"2013-06-03",0
"2013-06-04",0.1477
"2013-06-05",3.0449
"2013-06-06",6.1988
"2013-06-07",3.9383
"2013-06-08",10.325
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0.7592
"2013-06-12",12.421
"2013-06-13",5.1443
"2013-06-14",0
"2013-06-15",0.2428
"2013-06-16",0.7993
"2013-06-17",21.1182
"2013-06-18",2.3083
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0.4842
"2013-06-22",17.7791
"2013-06-23",13.0235
"2013-06-24",0.6178
"2013-06-25",0.66
"2013-06-26",0.3558
"2013-06-27",1.5562
"2013-06-28",6.2335
"2013-06-29",5.0922
"2013-06-30",7.9109
"2013-07-01",0.4115
"2013-07-02",1.5849
"2013-07-03",0
"2013-07-04",1.5605
"2013-07-05",9.6206
"2013-07-06",13.4321
"2013-07-07",0.7348
"2013-07-08",0
"2013-07-09",0.2559
"2013-07-10",2.0826
"2013-07-11",0.4169
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0.0409
"2013-07-15",0.6902
"2013-07-16",6.2666
"2013-07-17",1.0431
"2013-07-18",4.493
"2013-07-19",0.0404
"2013-07-20",0.7655
"2013-07-21",8.9715
"2013-07-22",2.3023
"2013-07-23",0.0524
"2013-07-24",8.8791
"2013-07-25",0.3272
"2013-07-26",0.1747
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0.0003
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",1.0654
"2013-08-03",5.4155
"2013-08-04",8.4337
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",4.709
"2013-08-09",2.9562
"2013-08-10",9.479
"2013-08-11",4.9424
"2013-08-12",4.315
"2013-08-13",2.0653
"2013-08-14",1.764
"2013-08-15",0.164
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.4197
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0.7688
"2013-08-27",12.6876
"2013-08-28",7.5649
"2013-08-29",7.5976
"2013-08-30",6.2041
"2013-08-31",10.6983
"2013-09-01",9.5664
"2013-09-02",5.3983
"2013-09-03",4.3745
"2013-09-04",0.0819
"2013-09-05",6.6996
"2013-09-06",25.7025
"2013-09-07",32.025
"2013-09-08",1.135
"2013-09-09",0.0131
"2013-09-10",6.3487
"2013-09-11",6.6036
"2013-09-12",35.0581
"2013-09-13",3.5473
"2013-09-14",1.0279
"2013-09-15",0
"2013-09-16",0.245
"2013-09-17",0.9543
"2013-09-18",1.7025
"2013-09-19",0.3622
"2013-09-20",0.0899
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.9638
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",1.0101
"2013-10-06",0
"2013-10-07",0
"2013-10-08",2.6374
"2013-10-09",0.3425
"2013-10-10",3.8894
"2013-10-11",0.0346
"2013-10-12",0
"2013-10-13",0
"2013-10-14",11.6494
"2013-10-15",6.385
"2013-10-16",35.1657
"2013-10-17",18.3936
"2013-10-18",29.2694
"2013-10-19",24.525
"2013-10-20",13.362
"2013-10-21",0.3866
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",1.9269
"2013-10-28",8.7212
"2013-10-29",7.8588
"2013-10-30",13.6387
"2013-10-31",15.9041
"2013-11-01",0.8372
"2013-11-02",11.0827
"2013-11-03",0.4944
"2013-11-04",12.3696
"2013-11-05",0.9591
"2013-11-06",15.507
"2013-11-07",11.9354
"2013-11-08",0.0007
"2013-11-09",4.7665
"2013-11-10",2.4788
"2013-11-11",8.8908
"2013-11-12",0.1971
"2013-11-13",2.5645
"2013-11-14",0.3465
"2013-11-15",0.4883
"2013-11-16",3.6778
"2013-11-17",9.6991
"2013-11-18",5.0985
"2013-11-19",26.4707
"2013-11-20",0.3139
"2013-11-21",3.7731
"2013-11-22",9.5301
"2013-11-23",19.0086
"2013-11-24",2.8072
"2013-11-25",3.9722
"2013-11-26",18.3583
"2013-11-27",0
"2013-11-28",5.1519
"2013-11-29",1.5674
"2013-11-30",11.8923
"2013-12-01",20.1113
"2013-12-02",7.4145
"2013-12-03",3.1759
"2013-12-04",3.4892
"2013-12-05",8.3573
"2013-12-06",0.7649
"2013-12-07",6.9331
"2013-12-08",0.3073
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0.6004
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0.3537
"2013-12-15",8.3438
"2013-12-16",0.0752
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0.4062
"2013-12-21",1.9569
"2013-12-22",0
"2013-12-23",0.0735
"2013-12-24",1.7914
"2013-12-25",2.8996
"2013-12-26",0
"2013-12-27",0
"2013-12-28",0.3775
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0.1856
"2014-01-04",10.3575
"2014-01-05",0.0396
"2014-01-06",12.5918
"2014-01-07",20.5601
"2014-01-08",0
"2014-01-09",0.0361
"2014-01-10",0
"2014-01-11",0
"2014-01-12",2.1322
"2014-01-13",0.1145
"2014-01-14",6.7582
"2014-01-15",21.5446
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.0153
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",0
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.0965
"2014-02-20",0.5114
"2014-02-21",1.0426
"2014-02-22",0
"2014-02-23",19.975
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0.6484
"2014-02-28",0.2567
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",6.4288
"2014-03-06",4.7584
"2014-03-07",12.6818
"2014-03-08",0.1165
"2014-03-09",0.5049
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",3.4055
"2014-03-18",2.4136
"2014-03-19",7.6195
"2014-03-20",5.1724
"2014-03-21",0.3772
"2014-03-22",0
"2014-03-23",0.0382
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0.0026
"2014-03-27",7.4275
"2014-03-28",0.1188
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0.0006
"2014-04-02",1.6396
"2014-04-03",3.5203
"2014-04-04",2.4731
"2014-04-05",12.1792
"2014-04-06",10.6571
"2014-04-07",12.0068
"2014-04-08",23.2861
"2014-04-09",0
"2014-04-10",2.5545
"2014-04-11",0
"2014-04-12",0.1034
"2014-04-13",6.4994
"2014-04-14",7.2334
"2014-04-15",0.9604
"2014-04-16",8.729
"2014-04-17",2.7375
"2014-04-18",2.6187
"2014-04-19",7.559
"2014-04-20",9.2638
"2014-04-21",14.1994
"2014-04-22",14.5054
"2014-04-23",11.9695
"2014-04-24",14.9354
"2014-04-25",3.0864
"2014-04-26",12.9922
"2014-04-27",15.2225
"2014-04-28",27.5761
"2014-04-29",31.7988
"2014-04-30",32.8807
"2014-05-01",14.8968
"2014-05-02",23.3201
"2014-05-03",40.973
"2014-05-04",33.8376
"2014-05-05",44.5784
"2014-05-06",9.5759
"2014-05-07",8.9517
"2014-05-08",20.4134
"2014-05-09",15.4108
"2014-05-10",6.5781
"2014-05-11",0.0563
"2014-05-12",5.8243
"2014-05-13",0.7346
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0.1461
"2014-05-18",0
"2014-05-19",1.01
"2014-05-20",3.0313
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.0665
"2014-05-25",0.0084
"2014-05-26",2.665
"2014-05-27",6.3299
"2014-05-28",14.2661
"2014-05-29",5.6872
"2014-05-30",0.0686
"2014-05-31",0.0148
"2014-06-01",0.9891
"2014-06-02",23.6403
"2014-06-03",23.4237
"2014-06-04",5.8738
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",4.6754
"2014-06-09",0.6001
"2014-06-10",0
"2014-06-11",0.8053
"2014-06-12",2.9008
"2014-06-13",1.4757
"2014-06-14",0.1898
"2014-06-15",0.3547
"2014-06-16",0
"2014-06-17",0.5122
"2014-06-18",0.4834
"2014-06-19",3.7281
"2014-06-20",0.4837
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",2.3257
"2014-06-26",0.0002
"2014-06-27",0
"2014-06-28",4.8037
"2014-06-29",0
"2014-06-30",0.5553
"2014-07-01",3.1523
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",5.7775
"2014-07-06",9.1588
"2014-07-07",0
"2014-07-08",2.1087
"2014-07-09",0.0354
"2014-07-10",3.9749
"2014-07-11",0
"2014-07-12",1.0588
"2014-07-13",0.0648
"2014-07-14",1.4444
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",4.7567
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.1011
"2014-07-25",0
"2014-07-26",0.5869
"2014-07-27",1.6295
"2014-07-28",0
"2014-07-29",0
"2014-07-30",0.1232
"2014-07-31",0
"2014-08-01",4.8759
"2014-08-02",0
"2014-08-03",1.1701
"2014-08-04",2.0896
"2014-08-05",1.3391
"2014-08-06",0.9092
"2014-08-07",3.8231
"2014-08-08",11.8524
"2014-08-09",1.9415
"2014-08-10",1.6494
"2014-08-11",2.0974
"2014-08-12",0
"2014-08-13",0.0057
"2014-08-14",0.2607
"2014-08-15",3.0225
"2014-08-16",6.3464
"2014-08-17",11.4257
"2014-08-18",7.6757
"2014-08-19",7.0835
"2014-08-20",3.4827
"2014-08-21",9.5585
"2014-08-22",9.5648
"2014-08-23",0
"2014-08-24",4.2791
"2014-08-25",2.9839
"2014-08-26",0.0031
"2014-08-27",0
"2014-08-28",0.3439
"2014-08-29",0.0446
"2014-08-30",0.5175
"2014-08-31",0.1944
"2014-09-01",0
"2014-09-02",2.4331
"2014-09-03",2.4492
"2014-09-04",2.3013
"2014-09-05",1.212
"2014-09-06",0
"2014-09-07",0.0027
"2014-09-08",0.1956
"2014-09-09",0.009
"2014-09-10",4.4447
"2014-09-11",2.0039
"2014-09-12",3.6471
"2014-09-13",0
"2014-09-14",5.3248
"2014-09-15",0
"2014-09-16",0
"2014-09-17",3.025
"2014-09-18",3.6768
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",2.2455
"2014-09-23",8.1675
"2014-09-24",17.5219
"2014-09-25",17.663
"2014-09-26",35.2983
"2014-09-27",20.3668
"2014-09-28",29.5823
"2014-09-29",24.2549
"2014-09-30",30.4918
"2014-10-01",21.4422
"2014-10-02",8.0879
"2014-10-03",28.8329
"2014-10-04",27.4218
"2014-10-05",5.7841
"2014-10-06",0.6673
"2014-10-07",2.6653
"2014-10-08",3.3799
"2014-10-09",14.3731
"2014-10-10",9.4392
"2014-10-11",0
"2014-10-12",0
"2014-10-13",4.0708
"2014-10-14",13.9147
"2014-10-15",19.4931
"2014-10-16",16.5816
"2014-10-17",14.9873
"2014-10-18",21.0639
"2014-10-19",16.7839
"2014-10-20",28.4979
"2014-10-21",9.6284
"2014-10-22",7.6962
"2014-10-23",6.0844
"2014-10-24",28.0509
"2014-10-25",20.0027
"2014-10-26",7.855
"2014-10-27",6.2929
"2014-10-28",12.9032
"2014-10-29",9.4823
"2014-10-30",40.3795
"2014-10-31",9.9001
"2014-11-01",11.6478
"2014-11-02",10.9248
"2014-11-03",24.5524
"2014-11-04",6.2427
"2014-11-05",2.1452
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",1.3334
"2014-11-11",4.8045
"2014-11-12",13.3583
"2014-11-13",14.1669
"2014-11-14",7.2249
"2014-11-15",0
"2014-11-16",11.0134
"2014-11-17",2.0948
"2014-11-18",10.1084
"2014-11-19",8.9172
"2014-11-20",16.6155
"2014-11-21",12.9167
"2014-11-22",9.7144
"2014-11-23",17.3149
"2014-11-24",12.0182
"2014-11-25",18.3717
"2014-11-26",43.7872
"2014-11-27",41.5052
"2014-11-28",13.4965
"2014-11-29",0.0078
"2014-11-30",0.9365
"2014-12-01",18.7823
"2014-12-02",5.7649
"2014-12-03",29.0753
"2014-12-04",0
"2014-12-05",0
"2014-12-06",1.6284
"2014-12-07",0.1203
"2014-12-08",8.8783
"2014-12-09",16.0919
"2014-12-10",19.9662
"2014-12-11",23.2294
"2014-12-12",13.9757
"2014-12-13",0.2452
"2014-12-14",0.0188
"2014-12-15",0.9747
"2014-12-16",1.7518
"2014-12-17",23.7286
"2014-12-18",29.039
"2014-12-19",22.4958
"2014-12-20",31.8157
"2014-12-21",6.818
"2014-12-22",31.0618
"2014-12-23",18.5267
"2014-12-24",25.5923
"2014-12-25",33.0262
"2014-12-26",58.5409
"2014-12-27",38.4343
"2014-12-28",24.2611
"2014-12-29",0
"2014-12-30",0
"2014-12-31",1.2443
"2015-01-01",0.3208
"2015-01-02",1.8693
"2015-01-03",0.0204
"2015-01-04",0
"2015-01-05",0.0859
"2015-01-06",1.4857
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0.0738
"2015-01-15",0
"2015-01-16",0.2478
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0.7678
"2015-01-24",0.1857
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",5.2787
"2015-01-29",5.3162
"2015-01-30",1.6547
"2015-01-31",0
"2015-02-01",0
"2015-02-02",4.6729
"2015-02-03",3.9763
"2015-02-04",0.0039
"2015-02-05",1.6671
"2015-02-06",1.7363
"2015-02-07",0
"2015-02-08",0
"2015-02-09",4.5674
"2015-02-10",23.1523
"2015-02-11",0.4839
"2015-02-12",0.7198
"2015-02-13",2.0938
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0.0942
"2015-02-24",12.8046
"2015-02-25",3.3828
"2015-02-26",4.328
"2015-02-27",1.8153
"2015-02-28",0
"2015-03-01",5.2437
"2015-03-02",0.9577
"2015-03-03",0
"2015-03-04",9.573
"2015-03-05",0.0008
"2015-03-06",0.3168
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",3.4962
"2015-03-13",10.0774
"2015-03-14",0.7302
"2015-03-15",5.9838
"2015-03-16",1.0236
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",10.1696
"2015-03-27",2.2176
"2015-03-28",12.7891
"2015-03-29",11.0474
"2015-03-30",7.1876
"2015-03-31",11.9751
"2015-04-01",25.2427
"2015-04-02",15.157
"2015-04-03",15.3151
"2015-04-04",1.0069
"2015-04-05",0
"2015-04-06",0.3575
"2015-04-07",11.5835
"2015-04-08",5.4855
"2015-04-09",7.3657
"2015-04-10",8.6337
"2015-04-11",8.85
"2015-04-12",10.3662
"2015-04-13",17.3103
"2015-04-14",0.6378
"2015-04-15",10.6297
"2015-04-16",5.9936
"2015-04-17",1.0586
"2015-04-18",6.6623
"2015-04-19",9.0738
"2015-04-20",11.6332
"2015-04-21",15.738
"2015-04-22",0
"2015-04-23",14.1137
"2015-04-24",11.7165
"2015-04-25",7.8512
"2015-04-26",15.0475
"2015-04-27",7.4979
"2015-04-28",8.1221
"2015-04-29",16.3652
"2015-04-30",0.8998
"2015-05-01",1.9061
"2015-05-02",0.0053
"2015-05-03",3.3515
"2015-05-04",1.9745
"2015-05-05",6.3871
"2015-05-06",7.97
"2015-05-07",16.8311
"2015-05-08",13.8529
"2015-05-09",35.0339
"2015-05-10",20.6129
"2015-05-11",26.6957
"2015-05-12",19.4581
"2015-05-13",37.0995
"2015-05-14",16.0902
"2015-05-15",0
"2015-05-16",16.0136
"2015-05-17",12.1529
"2015-05-18",6.0395
"2015-05-19",1.4861
"2015-05-20",0.449
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0.2104
"2015-05-27",0
"2015-05-28",0.0784
"2015-05-29",0.5648
"2015-05-30",2.9146
"2015-05-31",6.4912
"2015-06-01",1.2668
"2015-06-02",1.0014
"2015-06-03",7.5699
"2015-06-04",11.2972
"2015-06-05",5.9925
"2015-06-06",3.0764
"2015-06-07",1.2405
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",8.4074
"2015-06-12",0.0627
"2015-06-13",0.1247
"2015-06-14",0
"2015-06-15",11.5609
"2015-06-16",11.9263
"2015-06-17",1.4386
"2015-06-18",2.4241
"2015-06-19",3.2528
"2015-06-20",0.3837
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0.0034
"2015-06-24",0
"2015-06-25",0
"2015-06-26",1.6786
"2015-06-27",4.207
"2015-06-28",2.2047
"2015-06-29",10.5155
"2015-06-30",2.0932
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0.0416
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",1.3922
"2015-07-12",2.1148
"2015-07-13",0
"2015-07-14",0.0432
"2015-07-15",0.3341
"2015-07-16",0.3126
"2015-07-17",0.4582
"2015-07-18",0.002
"2015-07-19",0
"2015-07-20",0.3809
"2015-07-21",1.4136
"2015-07-22",2.1488
"2015-07-23",1.1873
"2015-07-24",0
"2015-07-25",1.2518
"2015-07-26",0.5066
"2015-07-27",0
"2015-07-28",4.2387
"2015-07-29",3.5553
"2015-07-30",0
"2015-07-31",0.6863
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0.4883
"2015-08-04",0
"2015-08-05",0.0645
"2015-08-06",0
"2015-08-07",0.0671
"2015-08-08",0.7273
"2015-08-09",2.5325
"2015-08-10",0.2259
"2015-08-11",3.4355
"2015-08-12",0
"2015-08-13",0
"2015-08-14",7.1207
"2015-08-15",8.8214
"2015-08-16",9.4719
"2015-08-17",8.0205
"2015-08-18",1.7439
"2015-08-19",0
"2015-08-20",0.0786
"2015-08-21",0.0444
"2015-08-22",0.0046
"2015-08-23",0.9203
"2015-08-24",0.1343
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0.8807
"2015-08-28",3.8142
"2015-08-29",0.5071
"2015-08-30",1.7884
"2015-08-31",1.3305
"2015-09-01",9.3548
"2015-09-02",8.7024
"2015-09-03",23.3468
"2015-09-04",16.054
"2015-09-05",11.4112
"2015-09-06",4.3825
"2015-09-07",2.3598
"2015-09-08",10.3021
"2015-09-09",0
"2015-09-10",7.4595
"2015-09-11",3.6267
"2015-09-12",0.7056
"2015-09-13",3.6252
"2015-09-14",0.0491
"2015-09-15",0.3818
"2015-09-16",0.1357
"2015-09-17",0
"2015-09-18",1.6132
"2015-09-19",3.3874
"2015-09-20",0.4177
"2015-09-21",2.6018
"2015-09-22",3.8948
"2015-09-23",6.767
"2015-09-24",5.5485
"2015-09-25",4.2923
"2015-09-26",15.1016
"2015-09-27",16.6559
"2015-09-28",10.4223
"2015-09-29",13.9887
"2015-09-30",12.436
"2015-10-01",3.4202
"2015-10-02",7.5222
"2015-10-03",0
"2015-10-04",4.9589
"2015-10-05",11.9239
"2015-10-06",6.4387
"2015-10-07",3.4952
"2015-10-08",2.6757
"2015-10-09",2.3707
"2015-10-10",2.2361
"2015-10-11",8.3109
"2015-10-12",14.1294
"2015-10-13",20.9421
"2015-10-14",23.9635
"2015-10-15",17.9898
"2015-10-16",18.9771
"2015-10-17",15.3069
"2015-10-18",18.6364
"2015-10-19",16.5217
"2015-10-20",18.3111
"2015-10-21",11.344
"2015-10-22",9.7048
"2015-10-23",12.1888
"2015-10-24",22.8273
"2015-10-25",29.139
"2015-10-26",3.1309
"2015-10-27",17.1583
"2015-10-28",3.9594
"2015-10-29",6.4269
"2015-10-30",18.165
"2015-10-31",15.5025
"2015-11-01",18.9444
"2015-11-02",35.8486
"2015-11-03",9.074
"2015-11-04",4.7329
"2015-11-05",16.0299
"2015-11-06",16.1158
"2015-11-07",10.2028
"2015-11-08",8.4817
"2015-11-09",2.7397
"2015-11-10",6.3134
"2015-11-11",16.8865
"2015-11-12",20.0049
"2015-11-13",29.6255
"2015-11-14",39.1553
"2015-11-15",34.2446
"2015-11-16",6.2676
"2015-11-17",1.6916
"2015-11-18",16.3887
"2015-11-19",21.7415
"2015-11-20",6.982
"2015-11-21",15.1863
"2015-11-22",13.7463
"2015-11-23",3.6603
"2015-11-24",2.1783
"2015-11-25",0.0284
"2015-11-26",0
"2015-11-27",0.2022
"2015-11-28",4.3563
"2015-11-29",27.7993
"2015-11-30",24.8977
"2015-12-01",13.5247
"2015-12-02",21.8442
"2015-12-03",5.417
"2015-12-04",24.9778
"2015-12-05",3.8878
"2015-12-06",13.351
"2015-12-07",10.8396
"2015-12-08",22.7927
"2015-12-09",3.8785
"2015-12-10",14.547
"2015-12-11",10.2208
"2015-12-12",1.5044
"2015-12-13",14.7182
"2015-12-14",21.8535
"2015-12-15",0.039
"2015-12-16",0
"2015-12-17",5.8703
"2015-12-18",1.9902
"2015-12-19",3.1412
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",33.875
"2015-12-28",0
"2015-12-29",1.0443
"2015-12-30",2.7879
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.0078
"2016-01-06",0.5608
"2016-01-07",0
"2016-01-08",5.1664
"2016-01-09",0
"2016-01-10",0
"2016-01-11",1.1915
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0
"2016-01-16",0.9712
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0
"2016-01-24",0.0068
"2016-01-25",0
"2016-01-26",4.0674
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",1.5965
"2016-01-31",11.441
"2016-02-01",0.803
"2016-02-02",6.177
"2016-02-03",1.7372
"2016-02-04",0.2552
"2016-02-05",15.7942
"2016-02-06",0
"2016-02-07",0.6744
"2016-02-08",0.0298
"2016-02-09",0.8654
"2016-02-10",0.4964
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0.1817
"2016-02-16",0
"2016-02-17",1.112
"2016-02-18",2.0507
"2016-02-19",0.0403
"2016-02-20",3.4746
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0.0118
"2016-02-25",15.7722
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.183
"2016-02-29",0.417
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",7.932
"2016-03-09",13.0066
"2016-03-10",4.6227
"2016-03-11",0.0011
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0.3286
"2016-03-15",0.0036
"2016-03-16",2.3983
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",1.8814
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",1.3068
"2016-03-28",1.3776
"2016-03-29",0.6613
"2016-03-30",17.1551
"2016-03-31",0
"2016-04-01",0.2558
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0.284
"2016-04-05",1.5211
"2016-04-06",8.1117
"2016-04-07",8.8493
"2016-04-08",1.5573
"2016-04-09",6.6668
"2016-04-10",7.7778
"2016-04-11",6.9705
"2016-04-12",2.731
"2016-04-13",0
"2016-04-14",2.5672
"2016-04-15",12.1539
"2016-04-16",1.611
"2016-04-17",1.5644
"2016-04-18",0.4571
"2016-04-19",16.2173
"2016-04-20",8.2616
"2016-04-21",4.9367
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",11.2945
"2016-04-27",3.6006
"2016-04-28",5.8713
"2016-04-29",10.5194
"2016-04-30",12.1859
"2016-05-01",12.3528
"2016-05-02",0.7017
"2016-05-03",7.5577
"2016-05-04",12.9288
"2016-05-05",17.5382
"2016-05-06",21.1467
"2016-05-07",17.6368
"2016-05-08",19.8074
"2016-05-09",14.8527
"2016-05-10",26.9569
"2016-05-11",33.2001
"2016-05-12",25.5494
"2016-05-13",18.5396
"2016-05-14",51.3006
"2016-05-15",73.467
"2016-05-16",70.6104
"2016-05-17",48.0673
"2016-05-18",0.6089
"2016-05-19",38.8305
"2016-05-20",11.779
"2016-05-21",5.9028
"2016-05-22",0.0028
"2016-05-23",0.0803
"2016-05-24",1.3762
"2016-05-25",0
"2016-05-26",0
"2016-05-27",16.3291
"2016-05-28",2.3044
"2016-05-29",10.529
"2016-05-30",11.8343
"2016-05-31",16.6926
"2016-06-01",0.2774
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0.0286
"2016-06-08",2.5517
"2016-06-09",3.019
"2016-06-10",5.2205
"2016-06-11",0
"2016-06-12",3.5331
"2016-06-13",0
"2016-06-14",0.0208
"2016-06-15",0.0123
"2016-06-16",6.6023
"2016-06-17",3.9956
"2016-06-18",10.688
"2016-06-19",1.2926
"2016-06-20",0.158
"2016-06-21",7.6358
"2016-06-22",4.5963
"2016-06-23",7.7463
"2016-06-24",0.0744
"2016-06-25",3.1949
"2016-06-26",0
"2016-06-27",1.0717
"2016-06-28",10.142
"2016-06-29",24.1878
"2016-06-30",0.5939
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",9.5296
"2016-07-08",5.0926
"2016-07-09",0.0014
"2016-07-10",0.7083
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",1.009
"2016-07-15",5.7243
