,"(mm) Precipitation (CHIRPS) at Kalutara, 2007-01-01 to 2025-12-31"
"2013-04-20",0
"2013-04-21",0
"2013-04-22",7.3051
"2013-04-23",7.1954
"2013-04-24",16.0324
"2013-04-25",11.347
"2013-04-26",7.1685
"2013-04-27",5.9789
"2013-04-28",0.1847
"2013-04-29",1.6671
"2013-04-30",15.2937
"2013-05-01",17.9593
"2013-05-02",9.7305
"2013-05-03",35.4114
"2013-05-04",25.4316
"2013-05-05",20.599
"2013-05-06",46.4461
"2013-05-07",1.6731
"2013-05-08",31.0112
"2013-05-09",0
"2013-05-10",9.9517
"2013-05-11",0.009
"2013-05-12",14.1156
"2013-05-13",42.9756
"2013-05-14",2.6538
"2013-05-15",4.7601
"2013-05-16",0
"2013-05-17",4.3028
"2013-05-18",2.903
"2013-05-19",11.1166
"2013-05-20",45.8359
"2013-05-21",4.7954
"2013-05-22",0
"2013-05-23",0
"2013-05-24",2.529
"2013-05-25",0.3044
"2013-05-26",0
"2013-05-27",8.0484
"2013-05-28",5.2392
"2013-05-29",0
"2013-05-30",31.7436
"2013-05-31",55.8854
"2013-06-01",39.622
"2013-06-02",27.2136
"2013-06-03",4.9568
"2013-06-04",4.1784
"2013-06-05",16.4124
"2013-06-06",1.8582
"2013-06-07",1.3665
"2013-06-08",73.2752
"2013-06-09",0.0113
"2013-06-10",0
"2013-06-11",26.0263
"2013-06-12",52.934
"2013-06-13",18.5555
"2013-06-14",4.223
"2013-06-15",11.1101
"2013-06-16",2.6412
"2013-06-17",36.781
"2013-06-18",60.66
"2013-06-19",15.8008
"2013-06-20",0
"2013-06-21",8.5584
"2013-06-22",38.4959
"2013-06-23",33.4908
"2013-06-24",0
"2013-06-25",0
"2013-06-26",0.5975
"2013-06-27",0
"2013-06-28",12.9261
"2013-06-29",9.7153
"2013-06-30",11.595
"2013-07-01",15.0671
"2013-07-02",0.3601
"2013-07-03",0.0639
"2013-07-04",0
"2013-07-05",4.5682
"2013-07-06",9.7063
"2013-07-07",8.5546
"2013-07-08",0
"2013-07-09",14.8543
"2013-07-10",20.2619
"2013-07-11",1.1787
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",10.557
"2013-07-16",1.6953
"2013-07-17",2.5479
"2013-07-18",14.9987
"2013-07-19",0.3615
"2013-07-20",9.2628
"2013-07-21",31.2254
"2013-07-22",47.0724
"2013-07-23",5.739
"2013-07-24",20.4478
"2013-07-25",32.2893
"2013-07-26",21.6289
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0.0275
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",1.6144
"2013-08-03",8.6247
"2013-08-04",44.5057
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0.6195
"2013-08-09",12.8389
"2013-08-10",10.2311
"2013-08-11",0
"2013-08-12",12.6611
"2013-08-13",0.9111
"2013-08-14",0.3744
"2013-08-15",0.0112
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",2.5681
"2013-08-22",0.5243
"2013-08-23",0.0223
"2013-08-24",0
"2013-08-25",0
"2013-08-26",5.9684
"2013-08-27",0.0035
"2013-08-28",9.7497
"2013-08-29",13.6397
"2013-08-30",14.2774
"2013-08-31",0.354
"2013-09-01",9.4691
"2013-09-02",12.0241
"2013-09-03",2.46
"2013-09-04",0.2287
"2013-09-05",19.3251
"2013-09-06",48.0088
"2013-09-07",60.934
"2013-09-08",27.2403
"2013-09-09",0
"2013-09-10",24.9566
"2013-09-11",88.462
"2013-09-12",39.5443
"2013-09-13",13.7597
"2013-09-14",4.5805
"2013-09-15",0
"2013-09-16",6.6496
"2013-09-17",5.1076
"2013-09-18",32.1769
"2013-09-19",0
"2013-09-20",0.0103
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.3393
"2013-10-02",0
"2013-10-03",0
"2013-10-04",2.35
"2013-10-05",0.4283
"2013-10-06",0.0972
"2013-10-07",0
"2013-10-08",0.4694
"2013-10-09",1.1844
"2013-10-10",16.5399
"2013-10-11",21.1725
"2013-10-12",7.2029
"2013-10-13",0.0658
"2013-10-14",0
"2013-10-15",0
"2013-10-16",33.8309
"2013-10-17",44.0368
"2013-10-18",59.0754
"2013-10-19",30.2561
"2013-10-20",6.0272
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0.5549
"2013-10-24",0
"2013-10-25",0.6526
"2013-10-26",0
"2013-10-27",9.7731
"2013-10-28",7.1949
"2013-10-29",13.647
"2013-10-30",26.1289
"2013-10-31",22.0609
"2013-11-01",7.5497
"2013-11-02",19.9775
"2013-11-03",14.1928
"2013-11-04",6.7284
"2013-11-05",8.4285
"2013-11-06",20.6744
"2013-11-07",6.976
"2013-11-08",16.2625
"2013-11-09",24.2898
"2013-11-10",9.9026
"2013-11-11",11.1271
"2013-11-12",12.0982
"2013-11-13",4.878
"2013-11-14",0
"2013-11-15",0
"2013-11-16",21.4446
"2013-11-17",10.7724
"2013-11-18",7.7268
"2013-11-19",25.9975
"2013-11-20",7.9995
"2013-11-21",5.9788
"2013-11-22",21.3835
"2013-11-23",23.0279
"2013-11-24",20.8483
"2013-11-25",22.0358
"2013-11-26",9.4588
"2013-11-27",0.712
"2013-11-28",4.113
"2013-11-29",26.1435
"2013-11-30",33.6264
"2013-12-01",8.4464
"2013-12-02",7.6549
"2013-12-03",5.9342
"2013-12-04",10.6875
"2013-12-05",11.2072
"2013-12-06",0.2977
"2013-12-07",8.7297
"2013-12-08",0.1806
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0
"2013-12-14",1.9661
"2013-12-15",17.5225
"2013-12-16",3.8651
"2013-12-17",2.5946
"2013-12-18",0
"2013-12-19",1.2274
"2013-12-20",2.9075
"2013-12-21",0.7461
"2013-12-22",0
"2013-12-23",0
"2013-12-24",0.1094
"2013-12-25",9.8941
"2013-12-26",0
"2013-12-27",1.083
"2013-12-28",0
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",3.091
"2014-01-03",3.8275
"2014-01-04",1.6867
"2014-01-05",0
"2014-01-06",0.0976
"2014-01-07",2.093
"2014-01-08",0.007
"2014-01-09",0.0224
"2014-01-10",8.279
"2014-01-11",0
"2014-01-12",12.1581
"2014-01-13",1.0252
"2014-01-14",6.133
"2014-01-15",21.7037
"2014-01-16",35.1495
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0.7209
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0.7646
"2014-01-30",2.5147
"2014-01-31",0
"2014-02-01",6.6187
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",13.2516
"2014-02-21",13.9729
"2014-02-22",8.3206
"2014-02-23",11.4845
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0.5517
"2014-02-28",0.1202
"2014-03-01",0.1191
"2014-03-02",0
"2014-03-03",0.1012
"2014-03-04",0
"2014-03-05",1.5012
"2014-03-06",8.2266
"2014-03-07",16.5011
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0.2254
"2014-03-13",0
"2014-03-14",13.9455
"2014-03-15",0.4289
"2014-03-16",0
"2014-03-17",2.6898
"2014-03-18",6.5858
"2014-03-19",14.3658
"2014-03-20",11.2462
"2014-03-21",22.4919
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",17.5739
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0.1897
"2014-04-02",10.0432
"2014-04-03",20.7096
"2014-04-04",15.4439
"2014-04-05",16.665
"2014-04-06",6.4726
"2014-04-07",14.831
"2014-04-08",14.37
"2014-04-09",0
"2014-04-10",3.9623
"2014-04-11",2.0522
"2014-04-12",3.1173
"2014-04-13",11.5893
"2014-04-14",25.3436
"2014-04-15",6.4207
"2014-04-16",5.9988
"2014-04-17",6.1961
"2014-04-18",3.3066
"2014-04-19",2.4671
"2014-04-20",5.6242
"2014-04-21",10.9402
"2014-04-22",29.9945
"2014-04-23",14.5145
"2014-04-24",19.5591
"2014-04-25",10.2904
"2014-04-26",7.8769
"2014-04-27",8.4268
"2014-04-28",34.2566
"2014-04-29",19.9098
"2014-04-30",19.1808
"2014-05-01",2.5226
"2014-05-02",17.2203
"2014-05-03",31.6701
"2014-05-04",19.8673
"2014-05-05",21.5114
"2014-05-06",4.7058
"2014-05-07",10.3937
"2014-05-08",24.2449
"2014-05-09",32.2624
"2014-05-10",7.9146
"2014-05-11",0
"2014-05-12",15.5197
"2014-05-13",6.9688
"2014-05-14",0
"2014-05-15",1.6071
"2014-05-16",0
"2014-05-17",0.0605
"2014-05-18",0
"2014-05-19",3.5487
"2014-05-20",2.5504
"2014-05-21",19.6413
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",20.1992
"2014-05-26",2.2996
"2014-05-27",10.0106
"2014-05-28",11.0498
"2014-05-29",8.5479
"2014-05-30",8.388
"2014-05-31",29.7739
"2014-06-01",56.4962
"2014-06-02",57.6365
"2014-06-03",53.8014
"2014-06-04",9.8136
"2014-06-05",9.2942
"2014-06-06",19.0512
"2014-06-07",5.6832
"2014-06-08",51.5818
"2014-06-09",0
"2014-06-10",0
"2014-06-11",8.0384
"2014-06-12",75.1874
"2014-06-13",2.5611
"2014-06-14",0
"2014-06-15",0.937
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",1.8574
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.5621
"2014-06-26",2.0426
"2014-06-27",0
"2014-06-28",0
"2014-06-29",2.4233
"2014-06-30",37.9005
"2014-07-01",28.6962
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",12.933
"2014-07-06",15.7172
"2014-07-07",4.4791
"2014-07-08",0
"2014-07-09",0.9345
"2014-07-10",3.2769
"2014-07-11",0
"2014-07-12",0
"2014-07-13",4.343
"2014-07-14",4.3632
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0.0015
"2014-07-21",0.1338
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.0274
"2014-07-25",0
"2014-07-26",0
"2014-07-27",55.3165
"2014-07-28",2.6802
"2014-07-29",0
"2014-07-30",1.6358
"2014-07-31",0
"2014-08-01",10.8931
"2014-08-02",10.1187
"2014-08-03",37.0563
"2014-08-04",32.128
"2014-08-05",40.8889
"2014-08-06",12.3493
"2014-08-07",7.9479
"2014-08-08",28.075
"2014-08-09",11.8204
"2014-08-10",3.359
"2014-08-11",7.2605
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0.2221
"2014-08-15",27.501
"2014-08-16",12.8724
"2014-08-17",83.3222
"2014-08-18",24.2921
"2014-08-19",8.336
"2014-08-20",9.5352
"2014-08-21",26.3296
"2014-08-22",70.8087
"2014-08-23",0
"2014-08-24",0
"2014-08-25",10.7834
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0.0981
"2014-09-02",1.9982
"2014-09-03",9.1223
"2014-09-04",7.037
"2014-09-05",41.0393
"2014-09-06",0.5177
"2014-09-07",32.4746
"2014-09-08",0
"2014-09-09",20.0216
"2014-09-10",8.2689
"2014-09-11",24.015
"2014-09-12",15.185
"2014-09-13",2.9645
"2014-09-14",26.5488
"2014-09-15",2.6382
"2014-09-16",0
"2014-09-17",28.7685
"2014-09-18",6.8765
"2014-09-19",0.0079
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0.5902
"2014-09-24",22.8684
"2014-09-25",33.8544
"2014-09-26",65.7007
"2014-09-27",31.164
"2014-09-28",39.2643
"2014-09-29",36.0419
"2014-09-30",47.2967
"2014-10-01",24.1366
"2014-10-02",24.0795
"2014-10-03",44.0766
"2014-10-04",23.2712
"2014-10-05",35.48
"2014-10-06",26.4756
"2014-10-07",42.134
"2014-10-08",46.208
"2014-10-09",22.8952
"2014-10-10",32.9821
"2014-10-11",0
"2014-10-12",11.2435
"2014-10-13",0.8718
"2014-10-14",1.5972
"2014-10-15",34.9593
"2014-10-16",20.4868
"2014-10-17",31.1457
"2014-10-18",31.9206
"2014-10-19",18.5871
"2014-10-20",17.091
"2014-10-21",11.2183
"2014-10-22",6.5049
"2014-10-23",2.1758
"2014-10-24",26.2912
"2014-10-25",19.3194
"2014-10-26",20.274
"2014-10-27",13.251
"2014-10-28",19.7451
"2014-10-29",27.7042
"2014-10-30",29.5385
"2014-10-31",7.2742
"2014-11-01",0.2898
"2014-11-02",16.9498
"2014-11-03",26.303
"2014-11-04",1.7083
"2014-11-05",1.0215
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",5.8054
"2014-11-11",13.9771
"2014-11-12",10.1634
"2014-11-13",9.9124
"2014-11-14",17.7284
"2014-11-15",8.4566
"2014-11-16",16.3025
"2014-11-17",8.5434
"2014-11-18",9.4091
"2014-11-19",14.3605
"2014-11-20",22.2286
"2014-11-21",13.3772
"2014-11-22",5.8519
"2014-11-23",18.3638
"2014-11-24",22.6285
"2014-11-25",8.9489
"2014-11-26",35.601
"2014-11-27",31.4841
"2014-11-28",13.4666
"2014-11-29",0
"2014-11-30",8.4432
"2014-12-01",26.5814
"2014-12-02",15.3099
"2014-12-03",6.9069
"2014-12-04",5.6533
"2014-12-05",10.7824
"2014-12-06",13.2679
"2014-12-07",14.1936
"2014-12-08",8.9662
"2014-12-09",14.0222
"2014-12-10",21.6551
"2014-12-11",14.0599
"2014-12-12",9.7648
"2014-12-13",3.6893
"2014-12-14",10.341
"2014-12-15",5.1106
"2014-12-16",0.6796
"2014-12-17",18.701
"2014-12-18",23.642
"2014-12-19",22.2158
"2014-12-20",27.5999
"2014-12-21",5.9897
"2014-12-22",21.0146
"2014-12-23",23.7377
"2014-12-24",44.6624
"2014-12-25",39.3544
"2014-12-26",41.2037
"2014-12-27",9.7985
"2014-12-28",25.3401
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",2.449
"2015-01-06",8.4992
"2015-01-07",0.056
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",4.3889
"2015-01-24",9.9846
"2015-01-25",3.243
"2015-01-26",0
"2015-01-27",0
"2015-01-28",9.0315
"2015-01-29",14.7974
"2015-01-30",1.6902
"2015-01-31",15.8734
"2015-02-01",16.1175
"2015-02-02",7.7529
"2015-02-03",21.7896
"2015-02-04",0
"2015-02-05",1.053
"2015-02-06",19.6584
"2015-02-07",0.0637
"2015-02-08",1.9422
"2015-02-09",7.0061
"2015-02-10",0.5841
"2015-02-11",0.1852
"2015-02-12",0
"2015-02-13",2.1346
"2015-02-14",0.401
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0.6936
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",20.1133
"2015-02-24",4.1307
"2015-02-25",0
"2015-02-26",5.4064
"2015-02-27",4.7681
"2015-02-28",18.2495
"2015-03-01",3.3859
"2015-03-02",8.6327
"2015-03-03",12.7806
"2015-03-04",11.4767
"2015-03-05",9.8037
"2015-03-06",10.1379
"2015-03-07",6.6997
"2015-03-08",0
"2015-03-09",2.9969
"2015-03-10",1.8626
"2015-03-11",1.1422
"2015-03-12",18.7567
"2015-03-13",12.3469
"2015-03-14",1.991
"2015-03-15",0.0143
"2015-03-16",0.2182
"2015-03-17",7.9405
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",4.6981
"2015-03-27",7.5873
"2015-03-28",18.7492
"2015-03-29",10.11
"2015-03-30",14.7145
"2015-03-31",23.1121
"2015-04-01",17.4345
"2015-04-02",10.4865
"2015-04-03",10.7376
"2015-04-04",11.315
"2015-04-05",7.3929
"2015-04-06",7.0396
"2015-04-07",14.2033
"2015-04-08",24.9642
"2015-04-09",9.7816
"2015-04-10",9.9692
"2015-04-11",11.4786
"2015-04-12",19.5831
"2015-04-13",15.6662
"2015-04-14",0
"2015-04-15",8.0622
"2015-04-16",4.9704
"2015-04-17",3.7807
"2015-04-18",4.9902
"2015-04-19",25.6483
"2015-04-20",31.9535
"2015-04-21",19.6586
"2015-04-22",0
"2015-04-23",17.3457
"2015-04-24",24.706
"2015-04-25",6.975
"2015-04-26",8.1418
"2015-04-27",13.629
"2015-04-28",6.7273
"2015-04-29",15.2226
"2015-04-30",9.9421
"2015-05-01",10.5964
"2015-05-02",0
"2015-05-03",15.3693
"2015-05-04",5.3039
"2015-05-05",3.1946
"2015-05-06",8.306
"2015-05-07",13.3131
"2015-05-08",27.9337
"2015-05-09",53.7712
"2015-05-10",11.9167
"2015-05-11",31.5279
"2015-05-12",2.8497
"2015-05-13",16.71
"2015-05-14",44.1334
"2015-05-15",0
"2015-05-16",5.2435
"2015-05-17",0.4017
"2015-05-18",13.9901
"2015-05-19",4.1669
"2015-05-20",23.1768
"2015-05-21",8.077
"2015-05-22",0
"2015-05-23",4.8535
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",14.3318
"2015-05-28",2.2984
"2015-05-29",0
"2015-05-30",0
"2015-05-31",3.649
"2015-06-01",11.7452
"2015-06-02",6.9594
"2015-06-03",0
"2015-06-04",23.4133
"2015-06-05",8.7781
"2015-06-06",0.5008
"2015-06-07",4.3139
"2015-06-08",0.339
"2015-06-09",0
"2015-06-10",0
"2015-06-11",5.6157
"2015-06-12",4.5684
"2015-06-13",2.7265
"2015-06-14",5.5287
"2015-06-15",49.557
"2015-06-16",61.4134
"2015-06-17",49.0957
"2015-06-18",30.2729
"2015-06-19",16.1416
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",1.2075
"2015-06-27",11.93
"2015-06-28",60.7621
"2015-06-29",31.7473
"2015-06-30",2.9766
"2015-07-01",0.5935
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0.4015
"2015-07-06",4.011
"2015-07-07",0
"2015-07-08",0
"2015-07-09",5.3313
"2015-07-10",3.2654
"2015-07-11",12.4284
"2015-07-12",0
"2015-07-13",0
"2015-07-14",4.0151
"2015-07-15",0.1539
"2015-07-16",45.918
"2015-07-17",14.7535
"2015-07-18",19.1034
"2015-07-19",0.0872
"2015-07-20",19.8034
"2015-07-21",0.0315
"2015-07-22",31.6306
"2015-07-23",29.5043
"2015-07-24",0.122
"2015-07-25",5.4596
"2015-07-26",10.8017
"2015-07-27",0
"2015-07-28",0
"2015-07-29",0.0407
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0.0249
"2015-08-02",0
"2015-08-03",0.1155
"2015-08-04",34.2137
"2015-08-05",44.963
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0.4194
"2015-08-09",0
"2015-08-10",2.1753
"2015-08-11",4.8239
"2015-08-12",1.8651
"2015-08-13",0
"2015-08-14",5.304
"2015-08-15",6.1949
"2015-08-16",23.4843
"2015-08-17",20.7731
"2015-08-18",4.2574
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",5.3828
"2015-08-24",6.0036
"2015-08-25",14.8906
"2015-08-26",5.3786
"2015-08-27",15.6146
"2015-08-28",28.1689
"2015-08-29",0
"2015-08-30",0.0747
"2015-08-31",14.5768
"2015-09-01",1.0776
"2015-09-02",0
"2015-09-03",80.288
"2015-09-04",31.2844
"2015-09-05",28.0775
"2015-09-06",1.9702
"2015-09-07",11.2972
"2015-09-08",16.5798
"2015-09-09",0
"2015-09-10",26.6692
"2015-09-11",50.1482
"2015-09-12",4.7337
"2015-09-13",13.7892
"2015-09-14",7.5779
"2015-09-15",7.5367
"2015-09-16",28.4125
"2015-09-17",27.7111
"2015-09-18",30.4401
"2015-09-19",28.6746
"2015-09-20",27.5983
"2015-09-21",20.7988
"2015-09-22",0.2344
"2015-09-23",32.3813
"2015-09-24",21.3344
"2015-09-25",14.0273
"2015-09-26",56.8845
"2015-09-27",35.1844
"2015-09-28",54.2643
"2015-09-29",60.6743
"2015-09-30",13.5863
"2015-10-01",0.311
"2015-10-02",3.5602
"2015-10-03",10.0348
"2015-10-04",22.887
"2015-10-05",40.7725
"2015-10-06",7.9726
"2015-10-07",8.8124
"2015-10-08",11.806
"2015-10-09",4.4536
"2015-10-10",0
"2015-10-11",14.0955
"2015-10-12",23.7412
"2015-10-13",27.8737
"2015-10-14",27.5936
"2015-10-15",22.592
"2015-10-16",23.7195
"2015-10-17",13.9997
"2015-10-18",27.5162
"2015-10-19",26.0743
"2015-10-20",19.4614
"2015-10-21",17.2258
"2015-10-22",12.1623
"2015-10-23",26.9016
"2015-10-24",25.1431
"2015-10-25",31.8441
"2015-10-26",8.729
"2015-10-27",8.9992
"2015-10-28",12.811
"2015-10-29",7.5215
"2015-10-30",16.5108
"2015-10-31",4.0211
"2015-11-01",12.4643
"2015-11-02",35.2568
"2015-11-03",10.1972
"2015-11-04",14.606
"2015-11-05",23.9547
"2015-11-06",16.6939
"2015-11-07",13.714
"2015-11-08",24.6621
"2015-11-09",7.2436
"2015-11-10",7.9962
"2015-11-11",14.478
"2015-11-12",25.2273
"2015-11-13",22.2407
"2015-11-14",14.138
"2015-11-15",13.9253
"2015-11-16",0.007
"2015-11-17",0
"2015-11-18",0.7406
"2015-11-19",16.0081
"2015-11-20",9.6021
"2015-11-21",3.4357
"2015-11-22",0.2192
"2015-11-23",11.368
"2015-11-24",7.5742
"2015-11-25",21.1531
"2015-11-26",11.4098
"2015-11-27",2.0473
"2015-11-28",18.9985
"2015-11-29",34.5116
"2015-11-30",34.4424
"2015-12-01",11.843
"2015-12-02",9.4473
"2015-12-03",11.9373
"2015-12-04",22.851
"2015-12-05",18.0666
"2015-12-06",12.1081
"2015-12-07",26.4262
"2015-12-08",19.2821
"2015-12-09",1.7705
"2015-12-10",14.6442
"2015-12-11",15.2918
"2015-12-12",12.8495
"2015-12-13",4.1495
"2015-12-14",27.9984
"2015-12-15",6.2161
"2015-12-16",4.8407
"2015-12-17",3.0182
"2015-12-18",6.8217
"2015-12-19",4.1642
"2015-12-20",0
"2015-12-21",0.3268
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",37.3428
"2015-12-28",0
"2015-12-29",0.1516
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0.7296
"2016-01-05",0
"2016-01-06",1.7153
"2016-01-07",0
"2016-01-08",6.6722
"2016-01-09",0
"2016-01-10",0.8201
"2016-01-11",0.1977
"2016-01-12",0
"2016-01-13",0
"2016-01-14",1.8604
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",13.6969
"2016-01-24",17.6514
"2016-01-25",4.8689
"2016-01-26",2.4608
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",9.4224
"2016-01-31",16.5506
"2016-02-01",0.8657
"2016-02-02",22.6388
"2016-02-03",0.0048
"2016-02-04",0.5761
"2016-02-05",6.9339
"2016-02-06",1.4095
"2016-02-07",9.5611
"2016-02-08",5.1078
"2016-02-09",8.4361
"2016-02-10",4.4597
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",8.1031
"2016-02-16",3.4853
"2016-02-17",1.9444
"2016-02-18",3.0115
"2016-02-19",0.5252
"2016-02-20",15.7871
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",13.8894
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",6.918
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0.2715
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",7.3327
"2016-03-08",0
"2016-03-09",0
"2016-03-10",34.3089
"2016-03-11",4.7474
"2016-03-12",0.7393
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0.1337
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",6.4639
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",1.1745
"2016-03-26",0
"2016-03-27",6.9486
"2016-03-28",31.3396
"2016-03-29",0
"2016-03-30",0.8693
"2016-03-31",0.2728
"2016-04-01",0.0901
"2016-04-02",0.0596
"2016-04-03",0
"2016-04-04",0.3548
"2016-04-05",0.0748
"2016-04-06",14.4477
"2016-04-07",6.5959
"2016-04-08",11.5993
"2016-04-09",13.1918
"2016-04-10",13.0289
"2016-04-11",9.0909
"2016-04-12",3.6473
"2016-04-13",0
"2016-04-14",10.8218
"2016-04-15",22.7229
"2016-04-16",5.3283
"2016-04-17",7.9002
"2016-04-18",3.662
"2016-04-19",18.9499
"2016-04-20",18.4144
"2016-04-21",13.1963
"2016-04-22",3.5172
"2016-04-23",7.4484
"2016-04-24",0
"2016-04-25",0
"2016-04-26",10.4768
"2016-04-27",7.6252
"2016-04-28",2.8614
"2016-04-29",2.1023
"2016-04-30",13.7867
"2016-05-01",15.3263
"2016-05-02",8.7273
"2016-05-03",11.1587
"2016-05-04",16.4148
"2016-05-05",14.8932
"2016-05-06",25.5133
"2016-05-07",23.2744
"2016-05-08",21.0884
"2016-05-09",17.3909
"2016-05-10",32.4056
"2016-05-11",50.5557
"2016-05-12",47.0645
"2016-05-13",43.6635
"2016-05-14",70.8488
"2016-05-15",111.7329
"2016-05-16",67.7509
"2016-05-17",77.9778
"2016-05-18",20.8054
"2016-05-19",44.6432
"2016-05-20",16.499
"2016-05-21",3.8051
"2016-05-22",15.6234
"2016-05-23",7.8193
"2016-05-24",18.426
"2016-05-25",2.3372
"2016-05-26",0
"2016-05-27",129.2504
"2016-05-28",30.6619
"2016-05-29",28.0123
"2016-05-30",82.3358
"2016-05-31",63.9709
"2016-06-01",10.0519
"2016-06-02",0
"2016-06-03",0
"2016-06-04",2.3127
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",2.0401
"2016-06-09",0
"2016-06-10",2.1608
"2016-06-11",0
"2016-06-12",4.5264
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",21.8385
"2016-06-17",1.118
"2016-06-18",13.955
"2016-06-19",8.0883
"2016-06-20",5.8556
"2016-06-21",18.2488
"2016-06-22",2.9613
