,"(mm) Precipitation (CHIRPS) at Matale, 2007-01-01 to 2025-12-31"
"2013-06-02",4.1765
"2013-06-03",0
"2013-06-04",0.7457
"2013-06-05",2.7085
"2013-06-06",7.6866
"2013-06-07",2.5625
"2013-06-08",5.7186
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",8.3227
"2013-06-13",9.9868
"2013-06-14",0.2964
"2013-06-15",0
"2013-06-16",0.786
"2013-06-17",9.1159
"2013-06-18",1.4714
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0.1232
"2013-06-22",17.6081
"2013-06-23",9.4048
"2013-06-24",0.2606
"2013-06-25",0.022
"2013-06-26",2.1978
"2013-06-27",2.2509
"2013-06-28",5.6922
"2013-06-29",2.6214
"2013-06-30",5.2569
"2013-07-01",2.1203
"2013-07-02",0.044
"2013-07-03",0
"2013-07-04",1.0284
"2013-07-05",10.0887
"2013-07-06",12.8172
"2013-07-07",2.1726
"2013-07-08",0
"2013-07-09",0
"2013-07-10",1.1166
"2013-07-11",0.2242
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0.5936
"2013-07-15",3.3817
"2013-07-16",0.9164
"2013-07-17",1.1953
"2013-07-18",3.8277
"2013-07-19",0
"2013-07-20",2.6636
"2013-07-21",9.2075
"2013-07-22",0
"2013-07-23",0
"2013-07-24",5.8278
"2013-07-25",2.076
"2013-07-26",0
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0.0246
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0.1823
"2013-08-03",8.1089
"2013-08-04",13.2905
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",5.0429
"2013-08-09",3.4718
"2013-08-10",19.7712
"2013-08-11",7.249
"2013-08-12",7.119
"2013-08-13",7.0996
"2013-08-14",4.5046
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0.0599
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.9197
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",5.4213
"2013-08-27",13.3833
"2013-08-28",4.8486
"2013-08-29",6.2953
"2013-08-30",1.4025
"2013-08-31",13.5199
"2013-09-01",11.5555
"2013-09-02",5.4258
"2013-09-03",6.5205
"2013-09-04",0
"2013-09-05",8.9369
"2013-09-06",26.8715
"2013-09-07",32.9678
"2013-09-08",0.1401
"2013-09-09",0
"2013-09-10",9.1834
"2013-09-11",0.2818
"2013-09-12",39.4966
"2013-09-13",0.0065
"2013-09-14",0.8711
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",2.4238
"2013-09-19",4.379
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0.025
"2013-10-06",0
"2013-10-07",0
"2013-10-08",1.2511
"2013-10-09",0.0755
"2013-10-10",3.7536
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",12.3084
"2013-10-15",4.1145
"2013-10-16",32.247
"2013-10-17",11.7215
"2013-10-18",26.4992
"2013-10-19",19.4099
"2013-10-20",7.1938
"2013-10-21",0.3572
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",3.091
"2013-10-26",0
"2013-10-27",3.2449
"2013-10-28",6.6861
"2013-10-29",11.2705
"2013-10-30",12.5049
"2013-10-31",10.0823
"2013-11-01",0
"2013-11-02",12.4508
"2013-11-03",2.9469
"2013-11-04",5.1431
"2013-11-05",0
"2013-11-06",6.2029
"2013-11-07",8.3983
"2013-11-08",0
"2013-11-09",0.1033
"2013-11-10",0
"2013-11-11",4.6092
"2013-11-12",0.3341
"2013-11-13",9.9612
"2013-11-14",2.7818
"2013-11-15",2.9356
"2013-11-16",18.6639
"2013-11-17",2.3962
"2013-11-18",1.5668
"2013-11-19",27.3483
"2013-11-20",0.0005
"2013-11-21",2.4315
"2013-11-22",7.2643
"2013-11-23",12.7924
"2013-11-24",12.3449
"2013-11-25",5.4397
"2013-11-26",6.5861
"2013-11-27",0
"2013-11-28",4.8413
"2013-11-29",0.8466
"2013-11-30",25.1764
"2013-12-01",40.1513
"2013-12-02",15.2821
"2013-12-03",7.3551
"2013-12-04",16.7434
"2013-12-05",15.7133
"2013-12-06",0
"2013-12-07",14.0725
"2013-12-08",0
"2013-12-09",0.1625
"2013-12-10",0
"2013-12-11",3.1563
"2013-12-12",0.355
"2013-12-13",0
"2013-12-14",7.043
"2013-12-15",6.4297
"2013-12-16",0.7678
"2013-12-17",0.2543
"2013-12-18",0
"2013-12-19",0.1518
"2013-12-20",0.0253
"2013-12-21",6.6946
"2013-12-22",0
"2013-12-23",0.4968
"2013-12-24",8.5263
"2013-12-25",3.0123
"2013-12-26",0.9659
"2013-12-27",0
"2013-12-28",2.8699
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",1.6643
"2014-01-04",19.6022
"2014-01-05",0
"2014-01-06",19.439
"2014-01-07",16.7916
"2014-01-08",0
"2014-01-09",1.162
"2014-01-10",0
"2014-01-11",0
"2014-01-12",20.0217
"2014-01-13",1.6475
"2014-01-14",31.121
"2014-01-15",58.7959
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",0
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",4.762
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",28.1007
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",1.9954
"2014-02-28",0
"2014-03-01",0
"2014-03-02",1.5292
"2014-03-03",0.027
"2014-03-04",0
"2014-03-05",13.4795
"2014-03-06",4.3006
"2014-03-07",6.4554
"2014-03-08",0
"2014-03-09",0.0219
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",2.0695
"2014-03-18",0.5424
"2014-03-19",10.8333
"2014-03-20",0.1648
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",3.9114
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.3206
"2014-04-03",0
"2014-04-04",0.0296
"2014-04-05",9.9694
"2014-04-06",0.1297
"2014-04-07",2.9493
"2014-04-08",14.0377
"2014-04-09",3.6439
"2014-04-10",0.3881
"2014-04-11",0.4277
"2014-04-12",0.0558
"2014-04-13",6.7826
"2014-04-14",2.2569
"2014-04-15",0.2401
"2014-04-16",12.1157
"2014-04-17",11.9938
"2014-04-18",8.4215
"2014-04-19",2.4727
"2014-04-20",1.7379
"2014-04-21",11.0971
"2014-04-22",10.5073
"2014-04-23",10.332
"2014-04-24",13.9619
"2014-04-25",4.3978
"2014-04-26",1.9487
"2014-04-27",5.1626
"2014-04-28",22.0357
"2014-04-29",24.2097
"2014-04-30",22.1008
"2014-05-01",23.0524
"2014-05-02",22.1259
"2014-05-03",18.891
"2014-05-04",26.5621
"2014-05-05",26.1856
"2014-05-06",3.7773
"2014-05-07",12.2606
"2014-05-08",22.2281
"2014-05-09",13.4432
"2014-05-10",6.2908
"2014-05-11",3.17
"2014-05-12",4.3449
"2014-05-13",0.1277
"2014-05-14",0.2681
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0.5824
"2014-05-18",0
"2014-05-19",1.1165
"2014-05-20",3.5372
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.0009
"2014-05-25",0
"2014-05-26",5.0871
"2014-05-27",6.4566
"2014-05-28",13.4171
"2014-05-29",8.2474
"2014-05-30",0.0573
"2014-05-31",0.5585
"2014-06-01",1.2411
"2014-06-02",5.4592
"2014-06-03",16.6999
"2014-06-04",2.6772
"2014-06-05",0.0454
"2014-06-06",0
"2014-06-07",0
"2014-06-08",7.3191
"2014-06-09",0.0098
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0.8137
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0.0072
"2014-06-17",2.2684
"2014-06-18",0.0016
"2014-06-19",0
"2014-06-20",0.0072
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.5129
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0.8736
"2014-06-29",0
"2014-06-30",0.143
"2014-07-01",0.6319
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",3.5587
"2014-07-06",9.4855
"2014-07-07",0.1071
"2014-07-08",4.0615
"2014-07-09",0.3444
"2014-07-10",1.3602
"2014-07-11",0
"2014-07-12",0
"2014-07-13",0.2577
"2014-07-14",2.664
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",7.1808
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.0194
"2014-07-25",0
"2014-07-26",0.3136
"2014-07-27",0.7022
"2014-07-28",0
"2014-07-29",0
"2014-07-30",0.5645
"2014-07-31",0
"2014-08-01",2.4931
"2014-08-02",0
"2014-08-03",1.0609
"2014-08-04",0
"2014-08-05",0.2361
"2014-08-06",3.3698
"2014-08-07",9.0069
"2014-08-08",12.5751
"2014-08-09",3.0174
"2014-08-10",0.2768
"2014-08-11",2.1369
"2014-08-12",0
"2014-08-13",0.217
"2014-08-14",0.5522
"2014-08-15",4.4064
"2014-08-16",10.6543
"2014-08-17",13.3372
"2014-08-18",10.1102
"2014-08-19",10.2658
"2014-08-20",3.6549
"2014-08-21",7.3742
"2014-08-22",10.7032
"2014-08-23",0.1953
"2014-08-24",3.134
"2014-08-25",2.6381
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0.5052
"2014-08-29",0.2499
"2014-08-30",0.6725
"2014-08-31",0
"2014-09-01",0
"2014-09-02",3.1179
"2014-09-03",0.0248
"2014-09-04",7.3932
"2014-09-05",0
"2014-09-06",0
"2014-09-07",0
"2014-09-08",0
"2014-09-09",1.0798
"2014-09-10",7.018
"2014-09-11",0.3254
"2014-09-12",6.3339
"2014-09-13",0
"2014-09-14",6.4835
"2014-09-15",0
"2014-09-16",0.0441
"2014-09-17",0.5936
"2014-09-18",6.0676
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",5.9727
"2014-09-23",13.0689
"2014-09-24",12.7938
"2014-09-25",15.4275
"2014-09-26",36.4915
"2014-09-27",22.5899
"2014-09-28",31.462
"2014-09-29",7.0248
"2014-09-30",33.4496
"2014-10-01",15.954
"2014-10-02",20.9849
"2014-10-03",18.0086
"2014-10-04",22.5629
"2014-10-05",9.5048
"2014-10-06",0.2896
"2014-10-07",4.7437
"2014-10-08",7.2756
"2014-10-09",18.0052
"2014-10-10",9.9755
"2014-10-11",0
"2014-10-12",0
"2014-10-13",5.2993
"2014-10-14",14.5602
"2014-10-15",17.0515
"2014-10-16",11.1536
"2014-10-17",7.6108
"2014-10-18",23.225
"2014-10-19",13.5712
"2014-10-20",30.5885
"2014-10-21",9.5289
"2014-10-22",7.0106
"2014-10-23",7.027
"2014-10-24",29.386
"2014-10-25",6.6572
"2014-10-26",2.8938
"2014-10-27",0.9604
"2014-10-28",6.5912
"2014-10-29",15.0129
"2014-10-30",39.2544
"2014-10-31",14.2263
"2014-11-01",14.8752
"2014-11-02",3.3922
"2014-11-03",29.5635
"2014-11-04",4.2909
"2014-11-05",1.7066
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",2.1504
"2014-11-11",0.0129
"2014-11-12",17.4331
"2014-11-13",13.4655
"2014-11-14",4.8326
"2014-11-15",0
"2014-11-16",15.4225
"2014-11-17",7.0566
"2014-11-18",16.2165
"2014-11-19",24.034
"2014-11-20",16.294
"2014-11-21",11.2832
"2014-11-22",26.7673
"2014-11-23",16.6354
"2014-11-24",18.9363
"2014-11-25",24.3824
"2014-11-26",40.3589
"2014-11-27",42.2483
"2014-11-28",15.8255
"2014-11-29",0
"2014-11-30",0
"2014-12-01",6.1786
"2014-12-02",0.5575
"2014-12-03",56.6225
"2014-12-04",0
"2014-12-05",0
"2014-12-06",4.7726
"2014-12-07",5.82
"2014-12-08",38.6195
"2014-12-09",15.8864
"2014-12-10",37.7766
"2014-12-11",32.2323
"2014-12-12",27.9611
"2014-12-13",0
"2014-12-14",0
"2014-12-15",2.8527
"2014-12-16",3.0964
"2014-12-17",57.0258
"2014-12-18",59.3154
"2014-12-19",42.6881
"2014-12-20",64.2896
"2014-12-21",3.6798
"2014-12-22",58.5458
"2014-12-23",38.9004
"2014-12-24",67.9294
"2014-12-25",71.8927
"2014-12-26",106.9568
"2014-12-27",77.89
"2014-12-28",63.9943
"2014-12-29",0
"2014-12-30",0
"2014-12-31",5.9367
"2015-01-01",3.5105
"2015-01-02",15.2081
"2015-01-03",0.1588
"2015-01-04",0
"2015-01-05",0.6981
"2015-01-06",0.7719
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0.035
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0.0649
"2015-01-25",0.5833
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.6214
"2015-01-29",1.3955
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0
"2015-02-02",5.1974
"2015-02-03",35.3367
"2015-02-04",0.1311
"2015-02-05",0.2274
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",2.3021
"2015-02-10",19.9823
"2015-02-11",12.1101
"2015-02-12",5.6024
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",1.0226
"2015-02-25",19.7242
"2015-02-26",18.7376
"2015-02-27",11.6506
"2015-02-28",0
"2015-03-01",2.0598
"2015-03-02",0
"2015-03-03",0
"2015-03-04",9.0643
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",6.1097
"2015-03-13",10.9839
"2015-03-14",0.0132
"2015-03-15",6.1703
"2015-03-16",0.9456
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",4.8856
"2015-03-27",5.276
"2015-03-28",9.4247
"2015-03-29",11.2137
"2015-03-30",3.3672
"2015-03-31",7.3028
"2015-04-01",19.1663
"2015-04-02",10.9942
"2015-04-03",18.8067
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",7.3218
"2015-04-08",7.9663
"2015-04-09",1.9804
"2015-04-10",4.8161
"2015-04-11",4.6402
"2015-04-12",8.248
"2015-04-13",11.5795
"2015-04-14",6.5952
"2015-04-15",11.4096
"2015-04-16",4.1241
"2015-04-17",2.2112
"2015-04-18",5.2233
"2015-04-19",6.8756
"2015-04-20",8.864
"2015-04-21",4.7034
"2015-04-22",0.0186
"2015-04-23",9.4022
"2015-04-24",6.9052
"2015-04-25",4.6351
"2015-04-26",6.8539
"2015-04-27",2.147
"2015-04-28",4.7382
"2015-04-29",13.7379
"2015-04-30",2.4132
"2015-05-01",0.4955
"2015-05-02",0.648
"2015-05-03",4.2904
"2015-05-04",1.3266
"2015-05-05",11.5789
"2015-05-06",9.6398
"2015-05-07",11.8643
"2015-05-08",12.5003
"2015-05-09",23.4042
"2015-05-10",19.4153
"2015-05-11",30.3521
"2015-05-12",21.1317
"2015-05-13",30.3162
"2015-05-14",14.0279
"2015-05-15",0.3461
"2015-05-16",10.4241
"2015-05-17",3.2375
"2015-05-18",1.719
"2015-05-19",1.8479
"2015-05-20",3.069
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0.0019
"2015-05-27",0.0048
"2015-05-28",0.3506
"2015-05-29",1.0274
"2015-05-30",3.8995
"2015-05-31",7.7994
"2015-06-01",1.0055
"2015-06-02",1.0541
"2015-06-03",6.5489
"2015-06-04",6.1044
"2015-06-05",3.8096
"2015-06-06",5.0678
"2015-06-07",3.4086
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",2.3208
"2015-06-12",0
"2015-06-13",0.0197
"2015-06-14",0
"2015-06-15",7.1163
"2015-06-16",6.0955
"2015-06-17",3.8136
"2015-06-18",0.0534
"2015-06-19",5.0273
"2015-06-20",0.037
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0.1458
"2015-06-28",0.7622
"2015-06-29",4.6311
"2015-06-30",2.8744
"2015-07-01",3.7133
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",2.1218
"2015-07-12",0.0095
"2015-07-13",0
"2015-07-14",0.0031
"2015-07-15",0.9433
"2015-07-16",0.4311
"2015-07-17",0.5488
"2015-07-18",0
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.4317
"2015-07-22",3.2217
"2015-07-23",4.4071
"2015-07-24",0.8467
"2015-07-25",0.5427
"2015-07-26",0.9142
"2015-07-27",0
"2015-07-28",1.8122
"2015-07-29",4.3509
"2015-07-30",0
"2015-07-31",0.7888
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0.1161
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0.8564
"2015-08-09",3.707
"2015-08-10",0.172
"2015-08-11",2.0168
"2015-08-12",0
"2015-08-13",0
"2015-08-14",12.1192
"2015-08-15",12.6862
"2015-08-16",10.7258
"2015-08-17",1.1489
"2015-08-18",0.147
"2015-08-19",0.0776
"2015-08-20",3.6668
"2015-08-21",0.3845
"2015-08-22",0
"2015-08-23",0.1689
"2015-08-24",2.3251
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0.0105
"2015-08-28",1.1277
"2015-08-29",1.6565
"2015-08-30",3.8253
"2015-08-31",2.235
"2015-09-01",11.4263
"2015-09-02",9.1398
"2015-09-03",31.3608
"2015-09-04",13.8395
"2015-09-05",6.3594
"2015-09-06",5.9357
"2015-09-07",3.0273
"2015-09-08",8.5952
"2015-09-09",0
"2015-09-10",14.5296
"2015-09-11",2.4966
"2015-09-12",0
"2015-09-13",2.8371
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",4.2797
"2015-09-19",18.6835
"2015-09-20",0
"2015-09-21",3.5506
"2015-09-22",3.0995
"2015-09-23",7.1274
"2015-09-24",6.6148
"2015-09-25",7.47
"2015-09-26",15.7126
"2015-09-27",18.2456
"2015-09-28",10.9031
"2015-09-29",22.1485
"2015-09-30",17.4573
"2015-10-01",6.9915
"2015-10-02",7.3211
"2015-10-03",0.029
"2015-10-04",1.4954
"2015-10-05",7.666
"2015-10-06",4.083
"2015-10-07",2.6195
"2015-10-08",5.9883
"2015-10-09",1.1986
"2015-10-10",2.4968
"2015-10-11",7.079
"2015-10-12",12.6318
"2015-10-13",21.4365
"2015-10-14",16.6636
"2015-10-15",5.6463
"2015-10-16",18.023
"2015-10-17",7.7131
"2015-10-18",22.3086
"2015-10-19",5.9687
"2015-10-20",17.4346
"2015-10-21",4.4194
"2015-10-22",5.7956
"2015-10-23",18.3237
"2015-10-24",27.6942
"2015-10-25",27.9386
"2015-10-26",14.8385
"2015-10-27",36.6496
"2015-10-28",13.572
"2015-10-29",17.0702
"2015-10-30",26.5437
"2015-10-31",11.3635
"2015-11-01",20.671
"2015-11-02",38.1657
"2015-11-03",4.7662
"2015-11-04",2.5346
"2015-11-05",26.3686
"2015-11-06",20.4562
"2015-11-07",7.4561
"2015-11-08",17.7711
"2015-11-09",4.4392
"2015-11-10",5.9625
"2015-11-11",15.0606
"2015-11-12",9.4364
"2015-11-13",32.0783
"2015-11-14",46.6285
"2015-11-15",23.2402
"2015-11-16",11.8248
"2015-11-17",1.8865
"2015-11-18",11.615
"2015-11-19",11.2371
"2015-11-20",1.0595
"2015-11-21",21.8386
"2015-11-22",6.8701
"2015-11-23",0.7347
"2015-11-24",0.0671
"2015-11-25",0.0412
"2015-11-26",0
"2015-11-27",0.82
"2015-11-28",17.6981
"2015-11-29",39.205
"2015-11-30",36.0702
"2015-12-01",17.664
"2015-12-02",25.649
"2015-12-03",14.7263
"2015-12-04",41.9842
"2015-12-05",6.1814
"2015-12-06",15.089
"2015-12-07",17.8683
"2015-12-08",42.8264
"2015-12-09",5.9848
"2015-12-10",31.9866
"2015-12-11",30.1158
"2015-12-12",1.7773
"2015-12-13",14.2465
"2015-12-14",25.2347
"2015-12-15",0.6059
"2015-12-16",0
"2015-12-17",0
"2015-12-18",1.2931
"2015-12-19",11.3459
"2015-12-20",3.9018
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",80.9126
"2015-12-28",0
"2015-12-29",6.1722
"2015-12-30",1.1866
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.1497
"2016-01-06",4.0639
"2016-01-07",0.1408
"2016-01-08",15.3524
"2016-01-09",0
"2016-01-10",0
"2016-01-11",1.7905
"2016-01-12",0
"2016-01-13",0
"2016-01-14",1.5202
"2016-01-15",0.0326
"2016-01-16",0.6702
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",2.0263
"2016-01-24",0.5411
"2016-01-25",0.1128
"2016-01-26",4.1742
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",2.0826
"2016-01-31",16.3234
"2016-02-01",0.2351
"2016-02-02",5.0195
"2016-02-03",0.1437
"2016-02-04",0.6001
"2016-02-05",13.3125
"2016-02-06",0
"2016-02-07",0
"2016-02-08",0
"2016-02-09",4.4059
"2016-02-10",0.2424
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0.0579
"2016-02-16",0
"2016-02-17",4.9743
"2016-02-18",1.0089
"2016-02-19",0
"2016-02-20",0.144
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",19.4094
"2016-02-26",0
"2016-02-27",0
"2016-02-28",4.1107
"2016-02-29",2.3891
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",18.9428
"2016-03-09",3.5681
"2016-03-10",2.2269
"2016-03-11",0.1187
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0.0069
"2016-03-16",2.915
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",1.8522
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",9.9055
"2016-03-28",20.4147
"2016-03-29",0.1568
"2016-03-30",24.4257
"2016-03-31",0
"2016-04-01",2.8817
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0.7826
"2016-04-05",5.3287
"2016-04-06",8.3287
"2016-04-07",6.6082
"2016-04-08",0
"2016-04-09",2.1422
"2016-04-10",4.3509
"2016-04-11",3.6161
"2016-04-12",1.7361
"2016-04-13",0
"2016-04-14",0.9235
"2016-04-15",4.1591
"2016-04-16",5.7523
"2016-04-17",4.7502
"2016-04-18",0.8915
"2016-04-19",10.2388
"2016-04-20",5.4299
"2016-04-21",2.5501
"2016-04-22",0.0087
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",9.5152
"2016-04-27",3.0326
"2016-04-28",5.272
"2016-04-29",6.5077
"2016-04-30",12.2642
"2016-05-01",15.3294
"2016-05-02",8.597
"2016-05-03",15.4238
"2016-05-04",8.7964
"2016-05-05",8.8862
"2016-05-06",13.952
"2016-05-07",18.8615
"2016-05-08",16.0081
"2016-05-09",15.2213
"2016-05-10",16.7867
"2016-05-11",29.9007
"2016-05-12",24.915
"2016-05-13",17.6034
"2016-05-14",72.8213
"2016-05-15",92.8415
"2016-05-16",95.7768
"2016-05-17",51.2635
"2016-05-18",0
"2016-05-19",17.3268
"2016-05-20",2.4058
"2016-05-21",0.0758
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0.5542
"2016-05-25",0
"2016-05-26",0
"2016-05-27",1.0625
"2016-05-28",15.3504
"2016-05-29",0.0083
"2016-05-30",3.0229
"2016-05-31",0.5665
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.1849
"2016-06-09",0.1542
"2016-06-10",0.3799
"2016-06-11",0
"2016-06-12",0.1503
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",7.6238
"2016-06-17",0.6791
"2016-06-18",3.9877
"2016-06-19",0.1286
"2016-06-20",0.0496
"2016-06-21",3.1605
"2016-06-22",2.9827
"2016-06-23",5.9273
"2016-06-24",0.236
"2016-06-25",3.0187
"2016-06-26",0.3857
"2016-06-27",1.1769
"2016-06-28",7.5301
"2016-06-29",18.9187
"2016-06-30",0.416
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",12.5468
"2016-07-08",2.6376
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.1011
"2016-07-15",5.1847
"2016-07-16",6.8608
"2016-07-17",5.1143
"2016-07-18",0
"2016-07-19",0
"2016-07-20",1.8385
"2016-07-21",0.8469
"2016-07-22",0
"2016-07-23",0.1375
"2016-07-24",3.7859
"2016-07-25",5.3931
"2016-07-26",17.4527
"2016-07-27",7.4985
"2016-07-28",8.8678
"2016-07-29",6.7328
"2016-07-30",6.3075
"2016-07-31",0
"2016-08-01",0.0069
"2016-08-02",0.4158
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0
"2016-08-09",2.2497
"2016-08-10",1.4428
"2016-08-11",0
"2016-08-12",0
"2016-08-13",1.4946
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.1328
"2016-08-20",0
"2016-08-21",2.2493
"2016-08-22",4.4805
"2016-08-23",2.7745
"2016-08-24",1.7112
